num_personas_hogar,area_vivienda_m2,num_electrodomesticos,horas_uso_ac,estrato_social,mes,consumo_kwh,nivel_consumo
2,214.9,2,3.4,D,Enero,4826.5380843365365,normal
4,212.4,6,7.2,C,Enero,344.7,alto
6,42.8,6,7.4,C,Febrero,326.4,alto
7,158.8,13,10.0,D,Agosto,436.4,alto
1,,14,8.3,C,Octubre,344.9,alto
3,294.3,2,10.0,D,Septiembre,355.2,alto
4,151.7,7,5.8,D,Julio,297.5,normal
5,200.3,4,3.5,B,Mayo,286.3,normal
2,170.2,8,8.8,C,Enero,328.8,alto
1,91.6,5,0.2,A,Junio,180.3,normal
4,181.4,6,7.0,B,Octubre,319.5,alto
6,292.7,5,9.4,C,Junio,428.3,alto
2,64.8,11,,D,Agosto,342.2,alto
6,37.7,7,11.3,C,Agosto,373.8,alto
4,131.6,14,11.4,D,Agosto,410.8,alto
7,244.6,9,11.1,b,Octubre,488.3,alto
7,93.6,13,11.8,B,Agosto,466.7,alto
5,168.9,6,2.2,B,Agosto,220.6,normal
6,79.5,9,8.3,B,Febrero,360.7,alto
7,214.4,11,11.6,C,Septiembre,515.9,alto
3,220.9,7,10.2,D,Agosto,382.8,alto
4,262.9,13,1.3,D,Enero,353.1,alto
7,228.1,10,10.3,C,Junio,483.1,alto
6,171.2,4,11.6,C,Diciembre,387.9,alto
3,229.2,2,9.7,D,Mayo,349.2,alto
5,290.4,4,2.3,B,Noviembre,325.4,alto
7,77.2,4,4.6,A,Mayo,320.0,alto
3,254.6,12,4.3,D,Diciembre,367.4,alto
4,279.2,2,8.1,D,Octubre,321.4,alto
6,233.9,5,9.6,C,Mayo,444.2,alto
3,174.2,4,3.0,B,Septiembre,276.0,normal
3,32.9,3,10.5,D,Diciembre,250.3,normal
6,193.3,4,8.6,d,Octubre,324.5,alto
3,282.9,5,5.3,C,Marzo,289.5,normal
4,227.2,13,7.6,B,Junio,429.5,alto
3,123.6,10,2.7,C,Noviembre,255.7,normal
1,202.9,14,,C,Marzo,283.4,normal
2,,4,8.9,B,Septiembre,397.4,alto
1,,7,11.9,D,Junio,305.2,alto
4,34.0,12,10.3,D,Enero,339.9,alto
1,112.8,3,7.4,A,Mayo,261.7,normal
7,139.3,7,7.9,C,Septiembre,352.6,alto
4,186.8,2,5.8,B,Julio,307.9,alto
7,132.2,5,4.1,C,Abril,320.2,alto
4,215.5,3,5.6,D,Marzo,261.8,normal
7,121.1,11,10.2,C,Agosto,443.2,alto
5,201.8,5,10.8,C,Agosto,441.6,alto
5,101.1,9,0.7,D,Octubre,212.4,normal
1,90.9,12,6.9,B,Marzo,4105.2508526406045,alto
7,131.2,3,11.0,C,Abril,389.3,alto
4,107.7,9,10.8,B,Mayo,425.1,alto
3,207.6,3,11.2,B,Mayo,380.2,alto
1,190.4,3,11.7,B,Julio,359.2,alto
3,49.0,8,2.6,B,Enero,204.7,normal
4,274.9,10,11.9,C,Agosto,466.6,alto
3,100.9,10,4.2,B,Octubre,277.5,normal
3,97.3,14,9.8,C,Febrero,378.2,alto
1,172.3,5,10.4,C,Febrero,332.5,alto
7,183.3,14,0.6,B,Diciembre,340.4,alto
3,30.9,10,,A,Julio,300.7,alto
7,287.2,14,2.3,A,Enero,457.7,alto
5,292.5,8,8.6,D,Mayo,446.6,alto
7,36.8,12,0.4,C,Abril,276.0,normal
1,137.1,6,4.5,C,Abril,230.2,normal
4,166.3,11,10.0,c,Marzo,398.5,alto
6,,11,8.4,B,Octubre,429.6,alto
4,261.9,13,1.7,B,Julio,348.1,alto
5,291.8,14,0.5,C,Mayo,355.1,alto
1,94.9,6,3.1,C,Septiembre,158.2,normal
3,211.7,3,11.3,C,Mayo,372.9,alto
7,100.3,12,2.3,B,Enero,333.1,alto
1,194.2,2,7.6,C,Enero,260.1,normal
4,298.4,9,5.4,B,Enero,385.0,alto
7,,9,4.1,C,Septiembre,346.2,alto
6,102.4,10,4.4,D,Febrero,337.5,alto
5,222.3,5,2.4,D,Septiembre,278.2,normal
7,248.7,7,0.5,A,Junio,359.0,alto
6,114.6,10,1.5,A,Diciembre,277.6,normal
1,232.1,4,4.8,A,Noviembre,252.1,normal
7,95.0,11,4.8,D,Mayo,350.6,alto
2,298.8,12,6.3,C,Abril,394.5,alto
3,228.6,9,7.0,A,Agosto,412.7,alto
5,106.7,11,8.7,C,Agosto,394.3,alto
5,272.8,7,6.6,C,Julio,401.8,alto
7,76.8,13,6.5,B,Julio,387.6,alto
1,286.0,3,7.9,B,Abril,301.1,alto
4,196.1,5,7.2,B,Agosto,347.1,alto
3,211.0,5,7.1,A,Abril,346.5,alto
4,201.7,5,8.3,D,Febrero,317.2,alto
4,170.2,14,11.2,C,Julio,439.0,alto
3,135.4,7,3.9,C,Julio,205.5,normal
3,171.6,3,4.7,D,Enero,235.8,normal
1,159.0,8,0.8,C,Marzo,212.1,normal
1,270.3,10,2.5,B,Noviembre,271.9,normal
2,250.1,8,5.9,C,Abril,340.8,alto
5,46.2,6,1.9,C,Julio,221.9,normal
3,99.7,11,1.4,B,Septiembre,242.5,normal
6,64.9,10,10.0,B,Marzo,415.4,alto
6,,9,3.6,C,Octubre,355.1,alto
2,246.5,11,5.4,B,Junio,310.9,alto
7,65.2,8,,D,Octubre,320.9,alto
7,186.6,4,4.2,C,Enero,317.3,alto
1,176.6,9,,D,Noviembre,217.9,normal
2,159.1,6,4.7,D,Octubre,224.1,normal
3,174.9,14,2.9,C,Abril,362.1,alto
2,278.7,14,5.0,D,Septiembre,367.3,alto
6,186.5,10,,A,Agosto,339.3,alto
7,143.7,11,7.1,D,Mayo,4449.793095328733,alto
2,281.8,12,5.3,C,Septiembre,376.9,alto
4,232.5,4,4.7,C,Agosto,313.4,alto
6,234.3,8,3.1,B,Enero,350.4,alto
5,130.5,8,4.7,D,Julio,350.0,alto
7,43.0,13,6.3,B,Agosto,342.8,alto
7,204.9,13,6.4,D,Junio,448.0,alto
1,,6,9.5,A,Febrero,358.8,alto
2,31.9,7,6.0,C,Enero,241.0,normal
1,123.9,11,9.1,C,Junio,300.0,normal
4,57.8,8,11.2,B,Diciembre,344.6,alto
4,285.3,3,1.2,C,Enero,289.0,normal
1,246.5,7,9.3,C,Marzo,352.2,alto
5,128.3,8,,C,Junio,270.0,normal
5,295.8,8,5.4,C,Septiembre,390.8,alto
2,138.5,11,1.5,C,Julio,238.0,normal
5,272.0,10,4.4,B,Septiembre,397.5,alto
1,142.7,4,3.5,C,Julio,205.6,normal
3,54.6,5,2.6,D,Diciembre,188.1,normal
1,148.3,11,8.0,C,Noviembre,329.9,alto
4,110.7,11,1.0,B,Noviembre,287.6,normal
5,123.1,7,8.6,C,Septiembre,380.2,alto
2,286.9,14,8.2,D,Enero,418.4,alto
3,291.5,6,6.4,A,Enero,372.6,alto
4,168.7,8,3.5,B,Julio,290.4,normal
7,162.0,14,4.2,C,Septiembre,408.3,alto
1,191.6,4,5.2,D,Enero,203.1,normal
6,40.5,12,8.8,C,Mayo,401.7,alto
2,46.2,6,,B,Octubre,175.4,normal
4,263.7,6,9.4,C,Mayo,415.0,alto
2,46.2,3,4.6,D,Febrero,145.7,normal
3,119.3,7,11.7,D,Noviembre,326.2,alto
7,92.7,7,1.3,C,Abril,282.3,normal
1,195.6,7,8.4,C,Febrero,261.1,normal
3,90.2,13,4.3,D,Diciembre,228.4,normal
4,,9,8.1,C,Octubre,328.3,alto
4,290.9,12,5.8,B,Diciembre,425.4,alto
6,,6,7.6,C,Octubre,356.9,alto
2,236.0,4,5.7,C,Febrero,257.1,normal
1,284.3,11,,C,Agosto,357.6,alto
5,299.1,8,11.2,C,Enero,445.3,alto
2,57.8,5,9.7,C,Noviembre,253.1,normal
1,,10,12.0,B,Agosto,425.3,alto
6,253.7,8,1.2,C,Agosto,313.1,alto
6,62.3,11,8.1,A,Septiembre,363.6,alto
6,292.9,11,1.1,D,Enero,350.9,alto
5,176.0,14,6.2,B,Febrero,381.2,alto
5,,8,3.0,C,Agosto,260.7,normal
6,,9,6.2,C,Marzo,283.5,normal
5,244.1,9,10.3,D,Junio,409.5,alto
2,,9,6.5,D,Abril,361.5,alto
3,118.4,9,3.2,D,Enero,274.1,normal
2,239.7,14,8.1,C,Abril,406.3,alto
3,143.1,13,11.9,A,Julio,451.6,alto
2,245.2,4,10.2,D,Noviembre,376.3,alto
5,284.4,2,,B,Marzo,342.0,alto
3,230.5,14,11.0,C,Agosto,441.8,alto
1,61.4,14,2.7,D,Mayo,252.7,normal
1,253.8,14,,B,Octubre,356.1,alto
5,170.7,4,8.5,D,Octubre,314.8,alto
6,57.2,13,5.2,D,Julio,354.4,alto
7,192.1,8,7.2,C,Octubre,408.5,alto
7,,3,11.6,C,Septiembre,433.6,alto
5,,13,6.6,D,Junio,357.0,alto
3,67.4,14,7.1,D,Enero,304.3,alto
4,250.5,7,10.0,A,Diciembre,416.1,alto
4,173.9,13,4.8,C,Febrero,385.0,alto
2,138.2,10,9.4,C,Febrero,335.0,alto
5,133.9,6,1.0,A,Marzo,258.8,normal
5,250.1,3,,B,Noviembre,286.8,normal
4,205.3,5,11.5,B,Noviembre,442.4,alto
7,92.9,13,,D,Agosto,362.8,alto
1,208.3,10,5.9,B,Diciembre,305.8,alto
7,56.5,13,4.5,D,Febrero,341.6,alto
1,282.8,9,0.1,B,Julio,259.3,normal
5,271.4,6,4.5,B,Julio,335.4,alto
2,185.7,12,0.5,C,Septiembre,258.6,normal
1,269.1,13,11.3,D,Octubre,441.2,alto
4,55.0,13,11.1,C,Noviembre,360.6,alto
2,184.6,3,0.1,C,Octubre,153.7,normal
5,,14,7.3,C,Agosto,384.7,alto
5,62.1,6,8.8,a,Noviembre,344.1,alto
7,219.6,14,6.4,C,Febrero,438.2,alto
4,,9,9.4,C,Mayo,429.0,alto
6,250.0,14,11.9,C,Julio,554.4,alto
2,73.9,9,,C,Junio,169.2,normal
7,129.2,10,0.0,A,Octubre,303.6,alto
2,156.2,14,6.7,B,Octubre,337.4,alto
5,297.4,5,9.8,D,Enero,450.5,alto
6,101.9,11,5.2,A,Agosto,405.2,alto
7,188.9,4,5.9,C,Julio,338.7,alto
7,51.7,4,8.0,b,Enero,330.2,alto
4,52.7,2,,B,Febrero,301.0,alto
1,,9,11.1,C,Noviembre,361.1,alto
7,81.9,8,6.9,C,Noviembre,377.0,alto
3,44.0,11,6.8,B,Octubre,324.5,alto
3,50.4,12,9.2,D,Agosto,321.1,alto
4,,12,1.2,C,Noviembre,318.5,alto
6,96.2,11,,C,Noviembre,289.0,normal
7,97.0,12,9.1,C,Enero,432.7,alto
4,34.1,11,7.3,A,Septiembre,310.4,alto
2,291.0,9,,B,Mayo,357.5,alto
4,146.5,12,,D,Febrero,422.0,alto
7,274.0,7,10.9,B,Abril,504.3,alto
4,109.6,7,10.6,D,Abril,354.4,alto
7,184.3,3,0.4,C,Noviembre,260.5,normal
4,119.2,8,11.6,C,Noviembre,352.5,alto
4,173.8,2,7.8,C,Marzo,347.8,alto
2,148.4,4,10.7,A,Abril,338.0,alto
1,218.5,2,2.8,B,Septiembre,168.8,normal
6,60.4,11,11.7,C,Septiembre,443.5,alto
4,292.3,7,6.4,C,Octubre,4792.181719460472,alto
3,102.7,12,9.9,D,Octubre,382.4,alto
7,168.9,3,10.6,d,Septiembre,435.5,alto
7,46.2,4,0.3,C,Abril,186.8,normal
4,255.1,12,1.4,B,Noviembre,343.0,alto
5,285.9,9,3.6,C,Junio,345.4,alto
1,115.9,13,1.3,A,Marzo,207.7,normal
4,128.3,4,10.6,A,Junio,349.2,alto
7,194.8,12,3.9,D,Diciembre,357.8,alto
5,39.0,4,3.1,D,Octubre,198.1,normal
3,111.5,10,5.5,D,Septiembre,255.0,normal
5,91.3,6,11.0,A,Agosto,365.2,alto
4,259.2,8,1.2,D,Enero,310.7,alto
1,129.7,8,1.6,A,Mayo,232.4,normal
5,,12,8.9,D,Julio,349.9,alto
4,260.1,10,,C,Septiembre,320.8,alto
3,127.6,3,11.1,B,Mayo,341.9,alto
7,139.0,3,0.3,B,Diciembre,259.7,normal
1,207.7,14,5.5,B,Mayo,310.1,alto
4,109.2,12,8.0,B,Noviembre,395.0,alto
3,207.2,5,2.2,B,Junio,212.9,normal
3,139.4,4,8.3,B,Marzo,337.7,alto
2,77.5,11,10.6,C,Octubre,323.4,alto
4,298.5,12,11.6,C,Septiembre,473.3,alto
4,78.3,8,10.2,B,Septiembre,381.7,alto
5,51.6,10,8.1,A,Julio,385.3,alto
7,128.5,10,4.4,D,Marzo,343.5,alto
4,,11,10.6,D,Septiembre,402.5,alto
5,134.7,2,1.4,B,Julio,230.3,normal
3,134.9,2,1.4,C,Marzo,152.9,normal
7,194.4,8,0.5,D,Noviembre,304.5,alto
5,234.6,4,5.8,C,Junio,338.3,alto
7,108.7,6,7.5,C,Junio,341.2,alto
5,232.8,13,10.5,D,Enero,482.0,alto
7,149.3,3,8.8,C,Enero,384.5,alto
5,298.0,7,4.7,C,Agosto,354.8,alto
1,225.0,10,10.8,C,Diciembre,390.6,alto
1,212.2,5,0.4,B,Marzo,194.1,normal
1,,2,0.7,B,Febrero,136.2,normal
6,127.3,11,11.1,B,Noviembre,452.4,alto
7,85.4,9,0.8,C,Septiembre,288.9,normal
1,186.8,3,8.1,A,Marzo,312.3,alto
3,200.4,12,2.6,B,Mayo,306.6,alto
6,134.0,4,1.1,B,Junio,232.3,normal
2,278.9,13,8.5,C,Septiembre,409.8,alto
3,244.7,6,10.8,C,Diciembre,432.5,alto
7,241.5,11,9.1,D,Enero,459.3,alto
4,173.2,8,11.6,D,Octubre,407.1,alto
1,175.8,8,5.2,D,Marzo,267.1,normal
7,78.1,4,4.5,B,Julio,294.4,normal
6,155.3,9,8.6,D,Febrero,394.0,alto
3,217.8,11,4.2,c,Abril,332.0,alto
5,253.2,4,8.1,C,Enero,377.4,alto
6,167.7,9,10.0,C,Mayo,425.7,alto
2,208.4,7,8.1,C,Junio,305.3,alto
3,,8,7.6,A,Octubre,382.9,alto
1,215.4,11,11.8,D,Noviembre,391.7,alto
7,182.5,8,11.2,D,Abril,465.1,alto
3,218.1,7,,C,Enero,293.4,normal
5,,6,11.2,A,Enero,419.7,alto
3,78.8,3,5.8,D,Septiembre,192.0,normal
3,294.8,2,8.3,C,Abril,345.4,alto
2,112.2,10,3.4,D,Julio,225.8,normal
3,257.8,6,7.5,C,Enero,344.9,alto
6,84.0,7,10.1,C,Febrero,393.9,alto
2,183.2,2,3.2,D,Septiembre,229.4,normal
2,41.7,10,9.3,C,Mayo,318.6,alto
3,147.6,11,3.8,A,Junio,2751.612095298482,alto
6,258.4,14,9.5,B,Agosto,486.3,alto
6,76.1,4,5.9,A,Octubre,294.1,normal
4,98.2,12,9.5,C,Octubre,370.6,alto
3,291.1,11,3.7,C,Diciembre,362.7,alto
7,210.2,5,9.4,A,Marzo,458.4,alto
4,200.7,11,11.4,C,Mayo,420.1,alto
6,215.2,3,0.3,B,Enero,247.9,normal
7,283.3,6,8.1,C,Abril,454.5,alto
4,219.6,3,1.4,B,Abril,272.2,normal
4,279.5,12,1.5,B,Enero,348.3,alto
7,225.3,10,11.5,C,Febrero,502.8,alto
5,,6,3.2,D,Noviembre,350.8,alto
5,290.2,4,10.8,C,Junio,438.2,alto
3,299.9,11,7.0,C,Abril,430.5,alto
3,,9,2.0,D,Agosto,270.6,normal
2,184.9,6,1.6,C,Junio,196.9,normal
5,183.7,13,10.4,D,Noviembre,427.4,alto
4,,4,5.9,B,Diciembre,359.1,alto
6,109.1,4,2.5,D,Marzo,204.3,normal
4,259.6,9,8.9,D,Junio,419.9,alto
6,33.0,12,2.0,B,Junio,297.6,normal
6,37.1,14,9.6,C,Noviembre,431.3,alto
5,211.5,7,9.0,C,Mayo,390.1,alto
4,271.2,6,4.2,C,Agosto,318.4,alto
7,184.0,13,3.8,C,Febrero,369.4,alto
5,127.1,5,1.3,B,Noviembre,224.4,normal
7,282.1,8,3.5,D,Febrero,398.1,alto
3,120.0,8,2.5,D,Noviembre,222.1,normal
7,193.3,13,,C,Diciembre,500.2,alto
4,,13,,A,Diciembre,374.1,alto
3,228.7,12,11.8,C,Abril,425.0,alto
2,284.9,4,4.6,D,Diciembre,253.1,normal
5,138.6,10,11.5,C,Enero,474.8,alto
4,236.0,5,3.7,B,Junio,286.9,normal
6,77.5,7,1.3,B,Enero,259.4,normal
2,185.7,9,7.9,C,Enero,318.1,alto
1,258.0,4,6.8,A,Junio,317.1,alto
7,272.8,3,5.6,B,Abril,390.9,alto
6,56.4,10,11.0,C,Agosto,407.2,alto
1,270.3,14,6.3,C,Noviembre,344.4,alto
7,170.3,14,3.4,D,Agosto,367.9,alto
7,230.2,9,,D,Junio,341.5,alto
3,271.0,2,6.4,D,Marzo,302.3,alto
3,83.0,11,8.2,C,Octubre,293.8,normal
4,71.4,4,4.4,D,Mayo,247.0,normal
7,38.0,6,3.2,D,Enero,272.0,normal
7,33.9,9,0.3,B,Marzo,263.0,normal
6,81.9,8,11.8,D,Junio,430.8,alto
3,252.4,9,7.7,B,Abril,371.9,alto
6,79.8,7,1.7,A,Enero,278.7,normal
2,30.9,8,6.1,D,Mayo,224.1,normal
4,173.5,2,0.2,B,Abril,4140.237751370788,normal
2,52.3,10,10.4,C,Noviembre,359.9,alto
1,55.9,11,11.8,C,Octubre,369.7,alto
6,201.5,10,2.6,C,Junio,347.0,alto
2,241.2,6,7.9,C,Julio,307.2,alto
1,151.1,3,7.6,b,Abril,238.9,normal
3,73.8,8,5.3,B,Julio,280.6,normal
5,230.5,13,2.6,C,Octubre,338.1,alto
7,208.7,2,5.4,C,Diciembre,337.7,alto
4,147.6,5,8.6,C,Diciembre,336.7,alto
4,,4,9.2,C,Mayo,312.5,alto
5,240.9,7,,C,Abril,403.4,alto
2,111.2,8,7.2,B,Agosto,297.5,normal
2,264.8,12,3.3,C,Marzo,325.6,alto
2,169.4,12,11.9,B,Septiembre,415.6,alto
5,286.9,8,10.6,B,Marzo,486.0,alto
2,146.5,7,,C,Junio,332.8,alto
4,265.2,11,1.3,B,Mayo,355.3,alto
2,,7,11.5,C,Octubre,380.6,alto
5,293.2,3,7.2,C,Marzo,360.3,alto
5,202.7,7,2.9,C,Agosto,294.2,normal
4,73.3,10,6.2,B,Diciembre,285.8,normal
1,120.8,3,7.8,C,Febrero,208.5,normal
4,107.6,11,5.8,D,Agosto,299.2,normal
6,247.8,11,1.6,C,Mayo,345.8,alto
4,211.2,10,9.5,D,Julio,409.0,alto
4,257.1,3,,D,Julio,302.9,alto
6,130.9,13,,C,Septiembre,314.9,alto
6,279.4,6,11.8,D,Julio,444.3,alto
3,204.7,4,3.6,D,Febrero,285.3,normal
5,76.8,6,10.0,A,Abril,345.9,alto
1,168.6,2,1.1,B,Diciembre,170.7,normal
7,59.7,10,2.4,D,Mayo,317.9,alto
2,,14,10.7,B,Enero,374.4,alto
1,58.9,3,,c,Noviembre,247.7,normal
2,68.1,11,10.6,C,Junio,343.8,alto
5,102.4,11,8.5,D,Julio,367.5,alto
1,225.7,9,2.6,B,Marzo,274.5,normal
5,96.0,5,3.1,C,Marzo,244.9,normal
1,50.7,12,4.0,C,Julio,229.0,normal
2,108.6,5,0.1,C,Junio,181.2,normal
5,209.0,12,0.1,D,Junio,288.0,normal
1,56.8,8,0.4,D,Octubre,184.1,normal
3,198.0,10,4.4,A,Mayo,363.0,alto
1,192.3,11,,C,Enero,219.2,normal
2,,7,5.2,D,Julio,287.1,normal
6,81.4,14,6.9,D,Enero,369.9,alto
4,297.3,12,,D,Junio,408.1,alto
5,173.8,5,3.0,C,Agosto,286.7,normal
1,126.0,4,8.9,C,Septiembre,265.6,normal
6,201.1,7,4.1,D,Junio,297.1,normal
1,65.6,4,4.8,D,Junio,156.3,normal
4,72.8,2,5.0,B,Febrero,207.6,normal
1,183.5,9,8.1,C,Enero,327.0,alto
1,260.5,4,3.0,D,Octubre,212.6,normal
2,219.7,11,8.3,C,Diciembre,378.7,alto
5,233.3,8,6.0,D,Abril,410.9,alto
7,55.0,8,4.7,B,Agosto,278.0,normal
7,204.2,10,9.8,C,Mayo,442.8,alto
7,113.1,5,,D,Enero,299.1,normal
6,123.5,6,6.7,C,Diciembre,335.9,alto
5,130.1,2,0.2,D,Enero,172.6,normal
7,246.0,3,3.0,B,Noviembre,299.0,normal
2,284.8,11,5.2,A,Agosto,296.5,normal
3,53.5,14,6.9,C,Marzo,340.8,alto
6,182.2,10,3.3,D,Septiembre,322.8,alto
2,47.3,9,8.9,D,Diciembre,262.3,normal
7,72.3,3,9.8,C,Julio,2754.48065758436,alto
6,214.5,5,9.4,C,Enero,423.9,alto
5,173.6,9,3.6,C,Abril,308.5,alto
6,218.5,9,2.8,C,Junio,333.5,alto
4,220.3,11,5.4,D,Octubre,369.1,alto
5,36.7,11,7.4,B,Abril,335.5,alto
4,51.6,4,1.5,B,Octubre,154.6,normal
5,76.6,5,6.4,C,Septiembre,303.0,alto
1,68.9,5,,C,Marzo,234.7,normal
5,168.8,14,4.2,B,Julio,350.3,alto
4,245.6,9,0.3,D,Agosto,306.3,alto
2,58.3,11,10.3,D,Octubre,297.4,normal
1,129.4,11,11.7,D,Diciembre,351.4,alto
6,132.4,8,9.8,D,Agosto,386.8,alto
3,269.9,2,,D,Octubre,217.2,normal
3,91.3,8,11.1,D,Marzo,364.0,alto
4,295.5,5,11.5,B,Abril,451.6,alto
4,257.6,13,9.4,B,Febrero,481.1,alto
3,233.0,6,0.5,D,Junio,261.0,normal
2,,5,7.5,D,Marzo,232.7,normal
4,131.2,13,5.1,A,Febrero,342.8,alto
1,121.0,6,3.1,A,Julio,211.3,normal
6,174.4,5,3.7,D,Mayo,298.8,normal
2,129.0,7,6.8,D,Noviembre,287.0,normal
5,77.7,4,6.6,B,Junio,286.7,normal
3,161.6,3,5.6,A,Diciembre,236.6,normal
3,,5,7.3,C,Febrero,238.4,normal
1,33.1,7,8.3,d,Febrero,216.7,normal
7,77.2,6,2.8,D,Diciembre,277.8,normal
1,158.0,2,8.4,C,Agosto,275.2,normal
1,274.6,14,4.4,C,Julio,332.8,alto
5,102.9,5,2.1,B,Agosto,281.7,normal
1,,6,9.2,D,Junio,252.1,normal
4,,11,7.7,C,Noviembre,389.4,alto
2,263.3,10,9.2,C,Agosto,374.6,alto
5,248.3,2,0.8,C,Agosto,209.1,normal
5,110.1,9,2.3,A,Marzo,270.5,normal
1,286.8,8,,D,Diciembre,380.8,alto
1,257.4,14,5.2,D,Noviembre,327.9,alto
6,195.6,11,1.0,A,Julio,311.6,alto
6,272.9,7,1.7,C,Enero,330.0,alto
1,165.0,12,6.2,D,Febrero,308.9,alto
5,190.5,9,5.0,C,Marzo,327.0,alto
6,153.0,9,8.3,B,Agosto,407.0,alto
6,48.9,5,8.0,A,Septiembre,317.7,alto
1,155.5,7,11.1,B,Enero,334.4,alto
1,212.9,11,1.8,C,Agosto,244.1,normal
1,76.0,11,6.9,C,Mayo,283.3,normal
3,,5,5.9,A,Abril,268.0,normal
7,64.2,3,5.1,C,Mayo,263.4,normal
2,124.8,7,8.0,C,Marzo,4084.460972517789,normal
3,44.3,5,7.1,A,Diciembre,271.9,normal
3,33.1,5,4.8,D,Noviembre,209.5,normal
7,,11,2.2,C,Marzo,277.7,normal
3,118.9,10,2.6,C,Enero,237.8,normal
5,271.3,8,10.5,A,Octubre,499.6,alto
6,55.5,8,9.5,C,Abril,374.8,alto
7,297.6,4,3.1,D,Agosto,353.9,alto
7,292.3,4,1.3,A,Octubre,340.6,alto
2,138.3,10,7.6,D,Mayo,301.5,alto
3,,4,8.7,B,Octubre,389.7,alto
5,171.2,11,5.4,D,Noviembre,342.3,alto
1,227.2,5,10.6,B,Octubre,332.0,alto
5,,14,4.3,B,Junio,341.4,alto
5,235.6,10,2.9,C,Septiembre,346.9,alto
3,146.3,13,5.0,A,Febrero,372.3,alto
4,150.0,9,7.4,C,Junio,327.2,alto
6,102.8,6,8.3,D,Marzo,340.3,alto
1,74.3,6,1.4,C,Septiembre,133.6,normal
3,55.2,12,3.6,A,Septiembre,284.4,normal
7,222.5,4,3.2,B,Marzo,324.9,alto
1,124.4,7,3.7,C,Mayo,216.0,normal
5,,7,,C,Agosto,255.6,normal
4,263.9,5,6.3,C,Diciembre,348.3,alto
5,244.3,8,6.4,A,Octubre,411.7,alto
2,281.4,9,11.8,B,Diciembre,449.6,alto
7,273.8,2,6.1,C,Marzo,365.5,alto
7,226.8,2,2.5,A,Septiembre,314.6,alto
4,73.4,6,11.7,C,Noviembre,344.2,alto
7,152.0,11,0.8,C,Noviembre,309.5,alto
5,155.4,7,4.2,C,Agosto,288.8,normal
4,,11,4.1,B,Abril,334.2,alto
7,51.8,8,10.0,D,Agosto,396.7,alto
5,82.5,13,10.4,D,Mayo,409.4,alto
7,130.8,7,7.1,C,Diciembre,389.0,alto
7,154.9,3,6.6,D,Noviembre,354.9,alto
5,76.4,14,11.0,D,Diciembre,398.1,alto
1,286.2,11,2.2,B,Mayo,3441.5340122329694,alto
3,48.4,7,2.4,C,Junio,175.8,normal
5,,2,6.4,C,Abril,326.0,alto
3,73.6,10,8.8,d,Septiembre,306.4,alto
3,268.7,5,0.3,B,Octubre,256.1,normal
3,197.4,6,6.8,C,Diciembre,349.7,alto
1,,6,9.0,C,Agosto,254.8,normal
6,97.6,11,,D,Julio,267.6,normal
7,149.6,12,10.8,B,Septiembre,479.2,alto
4,213.5,10,11.0,B,Abril,441.7,alto
6,63.2,11,10.3,A,Enero,414.5,alto
6,73.6,3,6.2,B,Septiembre,255.1,normal
2,299.8,4,,C,Junio,235.0,normal
6,133.8,13,5.3,D,Febrero,374.0,alto
3,128.7,8,6.7,D,Febrero,311.9,alto
6,273.0,14,1.0,A,Abril,410.4,alto
4,66.4,4,9.1,A,Noviembre,312.7,alto
2,82.2,13,8.4,C,Agosto,320.0,alto
4,,5,9.9,C,Enero,335.9,alto
5,295.4,9,8.6,C,Marzo,446.1,alto
7,249.1,14,3.3,C,Septiembre,436.2,alto
1,230.0,3,5.3,B,Noviembre,266.1,normal
2,172.6,13,6.4,B,Junio,355.5,alto
4,,14,7.2,C,Abril,326.1,alto
4,,4,6.3,C,Mayo,241.5,normal
5,185.1,12,8.9,B,Enero,409.6,alto
1,212.3,7,7.2,C,Diciembre,307.3,alto
1,32.7,10,1.8,C,Octubre,192.5,normal
5,288.4,9,7.6,C,Noviembre,423.3,alto
3,256.3,11,5.4,C,Diciembre,342.1,alto
5,62.1,11,8.1,D,Junio,330.2,alto
6,132.1,5,2.2,C,Abril,248.4,normal
1,218.8,6,3.5,B,Noviembre,249.9,normal
6,259.0,14,5.9,B,Septiembre,459.8,alto
5,89.8,5,3.8,B,Abril,286.9,normal
1,143.5,11,8.2,A,Septiembre,329.6,alto
2,167.0,14,11.8,D,Junio,410.2,alto
4,293.3,6,8.5,A,Septiembre,442.8,alto
2,116.4,13,0.8,D,Septiembre,210.7,normal
7,35.4,5,6.7,B,Junio,332.4,alto
2,95.6,2,9.9,A,Octubre,298.6,normal
7,210.3,7,11.2,C,Noviembre,415.9,alto
1,131.7,6,2.4,C,Diciembre,169.8,normal
1,40.0,11,3.6,B,Noviembre,186.4,normal
7,192.8,11,11.1,D,Febrero,485.3,alto
2,147.0,9,0.5,D,Julio,208.7,normal
7,81.5,8,6.0,D,Febrero,317.0,alto
6,220.8,4,4.3,A,Diciembre,322.8,alto
3,272.0,4,0.7,B,Febrero,229.6,normal
6,169.4,2,4.8,C,Mayo,299.3,normal
5,192.8,11,7.0,C,Abril,401.3,alto
7,299.7,4,9.9,C,Febrero,447.1,alto
1,31.9,7,,C,Agosto,135.8,normal
5,221.7,7,9.1,B,Junio,397.5,alto
7,174.9,8,4.7,D,Marzo,310.1,alto
