horas_estudio_semana,asistencia_pct,nota_parcial,trabaja,horas_trabajo_semana,nivel_socioeconomico,nota_final,riesgo_academico
26.5,79.8,14.1,0,0.0,Bajo,19.5,aprobado
20.0,70.1,9.1,1,38.0,Medio,12.4,en_riesgo
29.0,42.5,6.6,0,0.0,Alto,15.1,aprobado
12.4,84.9,13.2,0,0.0,Bajo,15.8,aprobado
1.2,75.2,14.4,0,0.0,Medio,11.5,en_riesgo
19.3,57.0,17.9,0,0.0,Alto,18.0,aprobado
15.5,78.8,20.0,1,22.0,Alto,18.9,aprobado
16.6,98.8,7.5,1,38.0,Alto,14.6,aprobado
11.0,60.3,13.3,0,0.0,Bajo,13.3,en_riesgo
11.0,88.0,19.0,1,29.0,Alto,17.2,aprobado
,76.6,17.0,0,0.0,bajo,19.9,aprobado
12.0,69.8,9.4,0,0.0,Medio,10.4,reprobado
4.5,86.2,12.9,1,45.0,Alto,10.4,reprobado
24.7,72.6,10.7,0,0.0,Alto,17.4,aprobado
12.3,47.6,10.3,1,16.0,Medio,10.3,reprobado
26.3,97.5,7.9,0,0.0,Medio,15.6,aprobado
,86.4,12.6,1,36.0,Medio,12.4,en_riesgo
4.2,86.8,6.9,0,0.0,Bajo,9.4,reprobado
26.1,82.1,8.1,0,0.0,Medio,15.9,aprobado
9.3,87.4,15.6,1,43.0,Medio,14.6,aprobado
12.5,57.7,,1,10.0,Bajo,13.9,en_riesgo
16.9,81.9,,0,0.0,Medio,11.7,en_riesgo
13.1,51.4,14.9,1,24.0,Bajo,12.8,en_riesgo
26.1,46.6,7.9,0,0.0,Medio,15.2,aprobado
27.3,79.9,7.5,0,0.0,Bajo,13.6,en_riesgo
25.0,99.0,12.6,0,0.0,Medio,16.8,aprobado
22.1,54.9,15.1,0,0.0,Medio,15.6,aprobado
10.9,98.3,14.3,0,0.0,Alto,15.2,aprobado
11.8,81.9,9.5,1,17.0,Alto,14.5,aprobado
18.9,63.7,,1,8.0,Medio,16.0,aprobado
18.3,78.0,10.4,0,0.0,Bajo,13.5,en_riesgo
10.5,43.0,12.1,0,0.0,Bajo,10.6,reprobado
,76.4,8.8,0,0.0,MEDIO,16.3,aprobado
18.4,53.3,8.3,0,0.0,bajo,13.3,en_riesgo
9.3,89.3,12.5,0,0.0,Medio,11.2,en_riesgo
22.0,80.5,19.3,0,0.0,Alto,20.0,aprobado
2.2,63.3,8.4,1,34.0,Bajo,4.4,reprobado
,99.6,14.1,1,21.0,Medio,13.9,en_riesgo
29.7,54.2,15.7,1,36.0,bajo,16.9,aprobado
12.1,61.4,12.9,1,13.0,Alto,10.2,reprobado
15.7,75.2,9.0,1,20.0,Bajo,11.1,en_riesgo
7.2,95.5,9.3,0,0.0,Medio,12.6,en_riesgo
14.0,74.5,17.4,1,25.0,Medio,11.9,en_riesgo
3.3,49.9,11.9,1,29.0,bajo,8.0,reprobado
2.6,88.6,9.2,1,42.0,Alto,10.1,reprobado
21.7,92.2,16.9,0,0.0,Bajo,20.0,aprobado
27.3,95.1,8.4,0,0.0,Medio,16.8,aprobado
4.3,53.1,6.2,0,0.0,Medio,6.6,reprobado
19.2,74.1,11.5,0,0.0,Medio,16.7,aprobado
,90.4,14.8,0,0.0,Alto,16.3,aprobado
26.1,48.9,8.3,1,12.0,Medio,12.2,en_riesgo
,80.5,15.5,0,0.0,Bajo,14.9,aprobado
4.1,70.9,10.1,0,0.0,Medio,11.1,en_riesgo
5.8,81.3,10.1,0,0.0,Bajo,10.9,reprobado
24.2,90.4,6.6,1,33.0,Medio,12.9,en_riesgo
17.5,98.9,9.1,1,10.0,Medio,16.2,aprobado
,69.9,6.7,1,46.0,Bajo,12.6,en_riesgo
14.6,89.1,11.7,0,0.0,Medio,13.3,en_riesgo
1.8,63.2,14.1,0,0.0,Bajo,9.4,reprobado
27.7,74.3,8.3,0,0.0,Medio,15.6,aprobado
10.5,70.3,18.7,0,0.0,Bajo,14.4,aprobado
13.4,45.0,10.2,1,24.0,Bajo,10.0,reprobado
12.8,46.1,14.7,0,0.0,Medio,12.5,en_riesgo
26.9,45.6,,1,20.0,Alto,15.4,aprobado
15.1,82.0,7.7,0,0.0,Medio,11.3,en_riesgo
4.2,60.4,11.2,1,37.0,Alto,11.3,en_riesgo
28.0,85.6,8.2,0,0.0,Medio,18.6,aprobado
29.4,83.7,,0,0.0,Medio,20.0,aprobado
11.1,67.6,15.8,0,0.0,Alto,15.5,aprobado
2.8,62.8,14.0,0,0.0,Bajo,8.8,reprobado
3.1,55.9,17.3,0,0.0,Alto,12.7,en_riesgo
21.4,49.3,7.1,0,0.0,Medio,13.5,en_riesgo
23.8,61.0,6.2,0,0.0,Medio,11.0,en_riesgo
13.6,96.4,12.3,1,19.0,Alto,15.1,aprobado
25.8,47.7,15.2,0,0.0,Medio,16.6,aprobado
16.3,70.1,6.7,1,29.0,Medio,11.3,en_riesgo
,54.3,17.3,1,41.0,Medio,13.3,en_riesgo
1.0,73.8,17.7,1,45.0,Medio,12.7,en_riesgo
13.4,80.6,11.9,0,0.0,Medio,14.9,aprobado
27.8,65.3,11.0,0,0.0,Alto,18.7,aprobado
21.2,70.7,15.4,0,0.0,Alto,16.2,aprobado
5.0,42.3,12.4,0,0.0,Medio,7.3,reprobado
5.6,84.5,7.0,0,0.0,Medio,8.3,reprobado
9.9,90.3,19.1,1,41.0,Bajo,12.7,en_riesgo
5.9,45.7,12.6,1,21.0,Medio,9.1,reprobado
29.4,94.1,7.3,0,0.0,Medio,17.4,aprobado
24.4,68.2,19.0,1,35.0,Medio,18.2,aprobado
28.2,91.7,15.8,0,0.0,Medio,19.1,aprobado
27.7,60.2,11.1,1,16.0,Medio,15.9,aprobado
3.7,42.2,11.9,0,0.0,Medio,7.8,reprobado
3.8,93.2,14.5,0,0.0,Medio,14.2,aprobado
,72.6,15.9,0,0.0,Bajo,13.8,en_riesgo
11.3,78.6,15.8,0,0.0,Medio,14.4,aprobado
23.1,51.8,,1,20.0,Bajo,14.8,aprobado
7.7,81.0,,1,15.0,Medio,11.1,en_riesgo
2.8,45.8,11.8,1,35.0,Bajo,7.2,reprobado
9.4,79.1,13.5,1,27.0,Alto,12.9,en_riesgo
5.7,44.3,10.6,0,0.0,Bajo,8.9,reprobado
24.9,72.9,17.0,1,8.0,Bajo,19.7,aprobado
3.8,89.0,13.5,1,18.0,Medio,11.7,en_riesgo
7.1,98.1,5.8,0,0.0,Medio,9.8,reprobado
16.7,49.0,19.6,1,44.0,Alto,16.8,aprobado
,61.9,,0,0.0,Medio,11.5,en_riesgo
9.4,53.0,18.0,0,0.0,Bajo,12.1,en_riesgo
12.7,90.1,8.2,1,37.0,Bajo,10.6,reprobado
20.5,90.0,5.3,0,0.0,Medio,14.4,aprobado
22.4,63.4,,0,0.0,Bajo,13.0,en_riesgo
25.3,90.5,9.7,0,0.0,Bajo,16.5,aprobado
24.7,86.9,6.3,1,11.0,Medio,13.5,en_riesgo
25.0,61.0,5.3,0,0.0,Bajo,13.1,en_riesgo
16.4,80.4,17.7,1,44.0,Alto,15.6,aprobado
,60.1,5.8,0,0.0,Bajo,11.9,en_riesgo
15.8,88.0,15.7,1,17.0,MEDIO,16.6,aprobado
3.5,60.5,19.1,0,0.0,Medio,13.4,en_riesgo
2.0,90.7,10.8,0,0.0,Alto,13.4,en_riesgo
28.1,90.4,9.2,0,0.0,Medio,18.0,aprobado
24.3,79.8,,0,0.0,Medio,17.6,aprobado
7.4,86.0,8.4,1,34.0,Medio,11.7,en_riesgo
8.7,82.2,9.0,1,35.0,Bajo,9.4,reprobado
10.3,85.7,10.8,1,47.0,Medio,12.3,en_riesgo
19.0,77.5,10.5,1,43.0,Bajo,12.1,en_riesgo
26.8,95.2,19.7,0,0.0,Medio,20.0,aprobado
13.6,58.3,7.6,0,0.0,Medio,11.6,en_riesgo
9.8,95.7,16.5,0,0.0,Medio,15.5,aprobado
26.8,75.1,7.0,1,10.0,Alto,14.2,aprobado
27.5,67.9,16.4,0,0.0,Bajo,16.8,aprobado
21.3,81.8,9.2,1,9.0,Medio,15.1,aprobado
28.9,58.2,7.9,1,9.0,Medio,16.5,aprobado
17.8,47.1,8.1,0,0.0,medio,11.6,en_riesgo
25.4,94.9,6.3,1,17.0,Medio,15.7,aprobado
2.4,61.8,15.8,1,12.0,Medio,11.4,en_riesgo
28.0,88.0,10.8,0,0.0,MEDIO,17.8,aprobado
6.0,65.9,15.3,1,9.0,Alto,12.0,en_riesgo
3.4,84.0,15.5,1,29.0,Medio,10.6,reprobado
23.3,49.2,15.5,0,0.0,Bajo,17.2,aprobado
3.1,46.7,16.7,1,29.0,Alto,11.1,en_riesgo
28.6,45.2,14.5,0,0.0,Medio,17.9,aprobado
5.4,41.1,18.1,1,30.0,Bajo,8.9,reprobado
15.6,40.9,9.9,0,0.0,Alto,13.0,en_riesgo
16.2,79.5,7.9,1,15.0,Alto,12.1,en_riesgo
13.9,96.5,12.9,0,0.0,Bajo,15.4,aprobado
27.9,62.7,5.9,1,40.0,Bajo,8.8,reprobado
24.7,69.6,9.4,0,0.0,Medio,14.2,aprobado
12.9,96.7,14.2,0,0.0,Bajo,17.2,aprobado
,77.8,13.1,1,26.0,Medio,10.1,reprobado
15.5,43.8,19.7,1,10.0,Medio,17.5,aprobado
27.0,93.0,11.0,0,0.0,Medio,17.7,aprobado
28.0,96.4,11.9,0,0.0,Alto,20.0,aprobado
5.1,46.9,7.8,1,17.0,Medio,5.7,reprobado
27.3,90.0,19.0,1,13.0,Medio,19.9,aprobado
20.9,56.3,8.3,0,0.0,BAJO,14.9,aprobado
24.0,91.1,19.0,1,18.0,Medio,18.0,aprobado
25.7,76.6,16.9,0,0.0,Medio,18.7,aprobado
5.3,78.1,17.6,1,46.0,Bajo,10.0,reprobado
,77.7,8.4,0,0.0,Medio,9.7,reprobado
12.3,42.9,13.0,0,0.0,Bajo,12.7,en_riesgo
28.5,44.4,7.1,1,31.0,Alto,15.5,aprobado
22.5,94.8,16.7,0,0.0,Bajo,19.6,aprobado
24.0,70.6,8.4,1,28.0,Alto,16.6,aprobado
29.1,93.8,11.9,0,0.0,Alto,20.0,aprobado
2.4,40.4,12.2,1,26.0,Alto,9.2,reprobado
,56.7,10.2,1,16.0,Medio,15.1,aprobado
10.9,62.4,7.8,1,46.0,Medio,7.8,reprobado
22.3,77.1,7.7,0,0.0,Medio,15.8,aprobado
12.2,88.5,19.1,0,0.0,Medio,18.8,aprobado
14.3,97.0,15.1,0,0.0,Bajo,15.8,aprobado
10.9,73.3,17.4,0,0.0,Medio,14.7,aprobado
20.1,53.5,9.4,0,0.0,Medio,13.0,en_riesgo
,84.7,15.9,1,9.0,Bajo,14.1,aprobado
27.7,42.4,13.2,0,0.0,Medio,17.1,aprobado
21.1,44.8,11.9,0,0.0,Medio,14.7,aprobado
9.7,77.4,19.9,1,16.0,Bajo,14.4,aprobado
3.9,85.5,,0,0.0,Alto,14.9,aprobado
,68.1,15.3,0,0.0,Medio,10.0,reprobado
26.9,88.1,,0,0.0,Bajo,20.0,aprobado
28.8,81.3,,0,0.0,Bajo,19.6,aprobado
1.6,55.9,19.5,1,19.0,Medio,12.9,en_riesgo
18.9,75.2,12.8,1,38.0,Bajo,14.8,aprobado
22.7,51.1,16.6,1,32.0,Bajo,15.5,aprobado
19.1,75.3,11.6,0,0.0,Alto,16.9,aprobado
1.8,48.9,12.8,1,11.0,Medio,8.9,reprobado
1.3,55.6,5.3,0,0.0,Medio,5.2,reprobado
2.3,67.3,5.6,1,42.0,Bajo,6.6,reprobado
2.5,99.3,10.6,1,27.0,Alto,11.8,en_riesgo
29.4,62.2,9.4,1,47.0,Medio,15.6,aprobado
1.3,73.7,7.7,1,43.0,Medio,6.4,reprobado
12.0,74.3,9.4,0,0.0,Medio,11.1,en_riesgo
24.0,82.3,11.2,0,0.0,Medio,15.6,aprobado
5.1,45.5,7.0,0,0.0,Alto,7.7,reprobado
11.7,49.5,14.3,0,0.0,BAJO,11.0,en_riesgo
17.1,64.5,16.4,0,0.0,medio,15.3,aprobado
14.6,82.0,19.2,0,0.0,Alto,19.0,aprobado
28.3,54.9,15.4,0,0.0,Medio,20.0,aprobado
17.0,93.9,11.9,0,0.0,Medio,13.9,en_riesgo
8.1,83.8,11.1,0,0.0,Medio,9.9,reprobado
11.7,55.5,18.8,1,32.0,Alto,15.1,aprobado
3.4,97.0,11.2,1,33.0,Medio,11.7,en_riesgo
11.7,59.7,15.7,0,0.0,Medio,14.3,aprobado
27.0,55.3,5.6,1,32.0,Alto,12.8,en_riesgo
12.6,63.1,11.6,0,0.0,Bajo,13.2,en_riesgo
24.3,60.2,11.1,1,15.0,Medio,13.8,en_riesgo
8.5,81.4,11.8,1,38.0,Bajo,9.9,reprobado
13.9,92.6,18.3,0,0.0,Medio,15.5,aprobado
22.2,55.0,,1,46.0,Bajo,13.3,en_riesgo
6.7,79.7,9.0,0,0.0,Bajo,10.8,reprobado
26.9,45.8,14.1,1,22.0,Bajo,15.1,aprobado
21.8,54.8,8.3,0,0.0,Bajo,10.9,reprobado
7.1,71.5,12.4,1,46.0,Medio,10.8,reprobado
24.0,79.9,7.8,0,0.0,Medio,16.9,aprobado
20.7,74.1,17.1,1,11.0,Bajo,17.7,aprobado
28.4,89.0,15.1,0,0.0,Bajo,18.1,aprobado
8.8,52.8,18.2,0,0.0,Medio,12.5,en_riesgo
24.9,57.8,13.6,0,0.0,Bajo,17.3,aprobado
,88.1,14.9,1,26.0,Medio,19.9,aprobado
26.2,95.1,5.8,1,35.0,Bajo,13.9,en_riesgo
29.1,82.4,,0,0.0,Medio,18.1,aprobado
14.2,50.2,19.4,0,0.0,MEDIO,14.9,aprobado
4.2,45.9,13.6,0,0.0,Bajo,10.1,reprobado
23.8,68.6,9.7,1,29.0,Bajo,14.8,aprobado
6.4,54.0,12.9,1,45.0,Bajo,8.3,reprobado
4.1,56.2,12.0,1,12.0,Medio,8.6,reprobado
9.0,42.9,11.0,0,0.0,Bajo,10.8,reprobado
14.6,79.4,5.5,0,0.0,Alto,15.7,aprobado
17.9,67.4,6.2,0,0.0,Bajo,14.0,aprobado
16.7,61.6,,1,35.0,Medio,11.3,en_riesgo
27.2,76.4,,0,0.0,Alto,18.8,aprobado
12.8,40.6,9.2,0,0.0,Bajo,9.5,reprobado
11.7,91.7,15.3,1,24.0,Medio,11.7,en_riesgo
2.2,73.3,15.7,1,41.0,Alto,11.2,en_riesgo
,89.2,14.3,0,0.0,Bajo,15.5,aprobado
7.6,68.7,9.1,0,0.0,Medio,9.5,reprobado
,46.1,14.9,1,33.0,Bajo,10.5,reprobado
22.8,81.5,19.0,0,0.0,bajo,17.9,aprobado
27.0,87.8,11.5,0,0.0,Bajo,16.3,aprobado
19.4,74.6,19.9,1,37.0,Medio,17.6,aprobado
11.3,49.4,7.6,1,20.0,Alto,9.5,reprobado
23.2,88.6,7.7,1,33.0,Medio,14.6,aprobado
21.3,93.0,,0,0.0,Bajo,17.1,aprobado
1.6,87.7,9.3,0,0.0,Medio,10.4,reprobado
6.4,50.7,12.7,1,20.0,Bajo,10.5,reprobado
3.1,49.1,9.5,1,22.0,Alto,9.5,reprobado
22.9,74.1,5.4,0,0.0,Bajo,12.0,en_riesgo
7.8,46.4,14.0,0,0.0,Alto,14.3,aprobado
6.8,97.4,15.8,1,45.0,Alto,14.0,aprobado
19.7,81.1,10.0,0,0.0,Bajo,13.2,en_riesgo
4.5,46.9,18.9,1,41.0,Medio,12.3,en_riesgo
,53.3,8.1,0,0.0,Medio,11.9,en_riesgo
27.2,84.1,18.3,0,0.0,Alto,20.0,aprobado
4.1,53.8,11.9,1,18.0,Bajo,8.1,reprobado
27.2,52.8,15.7,1,46.0,Medio,16.0,aprobado
22.0,48.3,18.1,0,0.0,Bajo,15.5,aprobado
21.3,86.3,14.7,1,23.0,Alto,16.9,aprobado
5.7,83.2,17.1,1,45.0,Bajo,11.6,en_riesgo
28.0,47.0,11.0,0,0.0,Bajo,16.7,aprobado
22.3,41.3,16.7,0,0.0,Alto,18.9,aprobado
28.0,56.4,,0,0.0,Bajo,19.0,aprobado
7.7,69.4,6.9,0,0.0,Medio,7.9,reprobado
30.0,51.1,8.5,1,22.0,Bajo,12.6,en_riesgo
12.6,82.2,5.9,1,16.0,Alto,9.6,reprobado
25.9,49.6,7.1,1,17.0,Alto,15.2,aprobado
13.4,91.4,7.0,0,0.0,Bajo,13.4,en_riesgo
21.9,86.5,12.2,0,0.0,Medio,18.9,aprobado
22.8,72.7,17.9,0,0.0,Alto,18.1,aprobado
6.9,47.6,17.1,0,0.0,Alto,10.5,reprobado
7.8,47.9,5.3,0,0.0,BAJO,6.7,reprobado
14.6,52.3,6.1,1,27.0,Medio,9.2,reprobado
18.6,64.5,16.9,0,0.0,Bajo,16.3,aprobado
9.1,53.0,7.4,1,20.0,Medio,9.7,reprobado
,81.0,7.2,1,36.0,Alto,17.5,aprobado
10.7,98.4,11.0,0,0.0,Alto,14.9,aprobado
2.5,91.6,16.1,0,0.0,Alto,13.8,en_riesgo
26.1,82.2,5.8,1,27.0,Alto,14.4,aprobado
25.3,56.8,11.3,1,46.0,Bajo,15.6,aprobado
21.6,78.4,6.7,0,0.0,Bajo,12.8,en_riesgo
16.1,63.3,7.4,0,0.0,Medio,11.3,en_riesgo
5.0,51.3,19.5,1,17.0,Medio,11.7,en_riesgo
5.9,41.4,13.6,0,0.0,Medio,10.3,reprobado
23.3,57.2,15.4,1,17.0,Medio,17.2,aprobado
10.3,97.4,18.2,1,46.0,Bajo,12.0,en_riesgo
8.0,83.6,13.1,0,0.0,Medio,11.2,en_riesgo
26.1,92.5,11.1,0,0.0,Alto,18.7,aprobado
,51.7,,1,43.0,Bajo,10.4,reprobado
,53.4,10.9,0,0.0,Medio,14.2,aprobado
,45.3,9.0,1,19.0,Alto,9.7,reprobado
1.3,40.4,15.3,0,0.0,Medio,11.9,en_riesgo
4.2,61.8,7.6,0,0.0,Bajo,6.8,reprobado
29.3,42.9,6.9,0,0.0,Medio,13.0,en_riesgo
16.1,60.0,10.7,1,47.0,Medio,9.9,reprobado
21.8,68.0,12.7,1,45.0,Medio,15.1,aprobado
21.9,47.0,10.5,0,0.0,Medio,14.7,aprobado
15.5,57.1,,1,39.0,Medio,11.8,en_riesgo
17.0,61.4,18.9,0,0.0,Bajo,14.8,aprobado
8.2,78.9,17.3,0,0.0,Alto,18.5,aprobado
12.6,99.5,15.0,1,30.0,Bajo,12.1,en_riesgo
2.5,53.7,11.3,0,0.0,Alto,10.1,reprobado
1.9,81.3,16.1,0,0.0,Medio,11.4,en_riesgo
16.0,67.9,9.5,0,0.0,Medio,12.8,en_riesgo
6.7,60.3,13.5,1,22.0,Medio,12.0,en_riesgo
9.5,86.9,18.6,1,13.0,Medio,16.4,aprobado
9.2,66.1,13.4,0,0.0,Bajo,10.6,reprobado
19.9,99.9,8.8,0,0.0,Bajo,14.4,aprobado
22.2,70.8,12.4,0,0.0,Alto,16.9,aprobado
19.6,57.6,9.6,0,0.0,Alto,13.9,en_riesgo
8.6,91.2,18.1,1,18.0,Medio,14.7,aprobado
16.5,73.8,16.0,1,38.0,Bajo,13.3,en_riesgo
4.4,80.6,8.6,0,0.0,Bajo,9.6,reprobado
27.4,71.3,12.8,0,0.0,Alto,19.7,aprobado
,61.8,19.1,0,0.0,Medio,15.1,aprobado
13.2,57.5,18.6,1,10.0,Bajo,14.3,aprobado
28.6,44.1,14.3,0,0.0,Alto,18.8,aprobado
10.7,61.7,14.0,0,0.0,Medio,10.4,reprobado
18.9,96.0,,1,43.0,Medio,12.6,en_riesgo
6.5,86.2,6.2,0,0.0,Alto,10.7,reprobado
2.5,78.5,5.6,1,15.0,Medio,6.3,reprobado
23.3,45.1,7.2,1,15.0,Bajo,10.7,reprobado
18.1,92.6,,1,18.0,Alto,16.8,aprobado
25.9,90.0,16.5,0,0.0,Bajo,20.0,aprobado
,40.2,16.2,0,0.0,Medio,7.3,reprobado
,72.6,15.5,1,30.0,Medio,15.5,aprobado
23.7,72.6,17.3,0,0.0,Medio,16.7,aprobado
8.0,81.3,14.3,1,24.0,Medio,10.5,reprobado
27.3,94.8,12.6,0,0.0,Bajo,18.1,aprobado
11.1,61.7,13.2,1,29.0,Alto,10.3,reprobado
20.0,77.2,9.4,1,16.0,Alto,15.6,aprobado
19.6,55.0,9.4,0,0.0,Bajo,12.2,en_riesgo
27.6,47.0,12.1,1,25.0,Alto,19.3,aprobado
,86.2,17.5,1,31.0,Bajo,13.1,en_riesgo
12.7,77.2,17.3,1,38.0,Alto,15.1,aprobado
12.2,92.2,18.5,0,0.0,Medio,16.9,aprobado
11.6,97.0,6.5,1,16.0,Alto,11.9,en_riesgo
22.9,69.6,19.6,1,9.0,Medio,18.7,aprobado
1.9,76.5,9.8,0,0.0,Medio,10.1,reprobado
11.3,94.3,11.1,0,0.0,Medio,13.8,en_riesgo
23.9,97.2,9.8,1,42.0,Bajo,14.9,aprobado
20.0,69.2,,0,0.0,Medio,12.6,en_riesgo
25.5,97.7,18.6,1,24.0,Alto,20.0,aprobado
5.6,87.0,10.4,0,0.0,Medio,8.8,reprobado
24.2,43.4,18.9,0,0.0,Medio,18.6,aprobado
14.3,61.9,15.5,0,0.0,Medio,13.5,en_riesgo
13.7,48.8,16.5,0,0.0,Bajo,12.8,en_riesgo
1.6,78.2,14.3,0,0.0,Medio,13.0,en_riesgo
6.0,46.2,5.0,0,0.0,Bajo,5.8,reprobado
25.4,62.4,18.4,1,44.0,Alto,17.7,aprobado
13.2,52.7,8.0,0,0.0,Bajo,9.9,reprobado
9.4,47.9,5.7,1,11.0,Medio,7.6,reprobado
1.1,91.7,13.9,0,0.0,Alto,13.6,en_riesgo
16.3,46.0,18.5,0,0.0,Medio,17.3,aprobado
23.2,73.8,16.1,0,0.0,Medio,18.5,aprobado
22.7,54.5,7.1,0,0.0,Medio,12.7,en_riesgo
29.6,86.5,11.2,1,33.0,Bajo,17.4,aprobado
24.0,63.6,15.4,0,0.0,Alto,20.0,aprobado
29.8,72.3,8.7,0,0.0,Bajo,16.9,aprobado
17.1,88.0,14.7,1,32.0,Bajo,16.4,aprobado
15.7,96.3,13.2,1,12.0,Medio,12.2,en_riesgo
28.4,63.8,12.2,0,0.0,Alto,18.0,aprobado
10.9,44.8,14.2,0,0.0,Alto,13.5,en_riesgo
11.1,67.9,5.1,0,0.0,Bajo,5.9,reprobado
26.8,65.2,8.7,1,16.0,Medio,15.4,aprobado
21.2,61.2,14.7,0,0.0,Bajo,13.1,en_riesgo
8.9,44.0,,1,31.0,Alto,13.3,en_riesgo
5.8,45.7,16.1,1,20.0,Bajo,10.2,reprobado
19.7,66.5,10.7,1,26.0,Medio,15.6,aprobado
4.3,42.0,14.5,1,36.0,Bajo,8.1,reprobado
,52.2,17.1,0,0.0,Medio,17.1,aprobado
18.5,88.0,11.6,1,22.0,Medio,16.2,aprobado
6.0,62.8,14.4,0,0.0,Bajo,12.6,en_riesgo
6.0,94.0,5.6,1,27.0,Medio,7.0,reprobado
18.6,49.1,11.0,0,0.0,Bajo,12.7,en_riesgo
24.9,54.4,12.2,0,0.0,Bajo,16.6,aprobado
19.5,79.1,18.9,1,36.0,MEDIO,15.0,aprobado
21.8,85.3,13.8,0,0.0,Alto,19.0,aprobado
13.5,78.3,16.8,0,0.0,Alto,18.8,aprobado
12.0,95.3,9.0,0,0.0,Medio,12.4,en_riesgo
12.1,97.8,19.6,1,10.0,Bajo,16.4,aprobado
9.8,87.3,7.7,1,33.0,Bajo,10.8,reprobado
19.8,44.1,18.2,0,0.0,Alto,19.1,aprobado
,98.9,5.2,0,0.0,Bajo,9.6,reprobado
18.0,71.1,16.3,0,0.0,Medio,16.1,aprobado
27.2,43.2,14.5,1,12.0,Alto,17.2,aprobado
12.4,56.8,7.9,1,23.0,Bajo,6.7,reprobado
5.3,99.4,8.9,1,41.0,Bajo,9.0,reprobado
10.5,53.1,16.5,0,0.0,Medio,15.4,aprobado
,56.7,18.1,1,43.0,Alto,17.4,aprobado
21.0,85.4,12.4,0,0.0,Alto,19.2,aprobado
11.6,40.9,6.1,1,37.0,Bajo,5.4,reprobado
26.6,91.6,17.5,1,23.0,Medio,19.6,aprobado
15.9,56.5,11.6,1,29.0,Medio,9.9,reprobado
13.2,95.2,11.2,0,0.0,Bajo,13.6,en_riesgo
16.1,59.6,20.0,1,36.0,Medio,16.3,aprobado
,88.8,13.1,1,33.0,Bajo,9.7,reprobado
3.4,62.1,12.8,1,27.0,Bajo,9.7,reprobado
7.6,53.4,14.2,0,0.0,Medio,10.0,reprobado
18.6,51.1,19.6,1,21.0,Medio,17.3,aprobado
25.1,77.2,9.1,1,43.0,Alto,17.3,aprobado
13.4,86.9,8.1,0,0.0,Medio,12.1,en_riesgo
21.8,49.2,,0,0.0,Medio,15.0,aprobado
12.1,48.5,17.0,1,31.0,Medio,12.6,en_riesgo
28.5,67.9,17.8,0,0.0,Bajo,19.6,aprobado
8.8,80.8,15.2,1,24.0,Alto,13.9,en_riesgo
23.6,80.3,19.2,1,42.0,Medio,20.0,aprobado
24.8,62.1,11.8,1,26.0,Bajo,16.2,aprobado
,92.4,14.6,0,0.0,Medio,16.2,aprobado
23.0,93.9,15.5,0,0.0,Medio,18.9,aprobado
29.2,78.3,10.9,0,0.0,Medio,18.5,aprobado
8.5,44.7,14.7,0,0.0,Medio,11.7,en_riesgo
10.8,85.2,11.2,0,0.0,Alto,14.0,aprobado
19.5,70.5,6.6,0,0.0,Bajo,12.7,en_riesgo
9.9,53.0,10.2,0,0.0,Medio,11.1,en_riesgo
25.2,51.9,11.5,0,0.0,Medio,14.9,aprobado
22.3,40.6,6.4,0,0.0,Medio,11.1,en_riesgo
15.3,98.8,15.7,1,22.0,Medio,17.9,aprobado
26.3,59.6,9.6,0,0.0,Alto,17.1,aprobado
26.4,41.4,10.1,0,0.0,Alto,15.1,aprobado
9.6,89.5,17.1,0,0.0,Medio,15.4,aprobado
14.5,69.0,11.2,1,33.0,Medio,12.5,en_riesgo
22.9,44.0,5.2,1,34.0,Medio,12.3,en_riesgo
13.6,62.1,6.2,0,0.0,Medio,11.3,en_riesgo
14.6,43.3,15.6,1,41.0,Alto,13.8,en_riesgo
7.2,81.9,14.5,1,45.0,Bajo,10.8,reprobado
18.9,95.1,18.3,0,0.0,Alto,19.3,aprobado
10.7,70.6,17.2,1,26.0,Alto,15.0,aprobado
4.9,59.1,16.1,0,0.0,Alto,14.6,aprobado
18.2,59.8,6.9,0,0.0,Medio,11.4,en_riesgo
,87.3,9.8,0,0.0,Alto,11.5,en_riesgo
3.1,95.1,10.4,1,24.0,Bajo,9.8,reprobado
5.6,69.4,,1,19.0,Bajo,11.6,en_riesgo
15.1,46.9,18.1,1,34.0,Bajo,14.3,aprobado
,88.1,6.4,1,18.0,Bajo,12.0,en_riesgo
5.6,96.9,16.4,1,31.0,Medio,10.4,reprobado
18.5,98.1,18.3,1,38.0,Alto,14.7,aprobado
8.6,74.4,20.0,0,0.0,Medio,17.1,aprobado
19.9,58.8,14.9,1,30.0,Medio,14.8,aprobado
22.4,50.6,10.4,0,0.0,MEDIO,14.6,aprobado
20.4,61.2,11.9,1,14.0,Bajo,13.9,en_riesgo
3.8,42.8,6.5,0,0.0,MEDIO,6.8,reprobado
2.4,76.4,13.7,1,14.0,medio,9.1,reprobado
2.2,70.4,,1,20.0,Bajo,9.1,reprobado
1.5,75.7,12.2,1,9.0,Bajo,7.7,reprobado
8.0,73.2,7.3,0,0.0,Alto,10.3,reprobado
,84.9,,1,12.0,Alto,20.0,aprobado
14.0,83.5,12.0,0,0.0,Medio,14.9,aprobado
13.5,85.1,8.2,1,16.0,MEDIO,12.6,en_riesgo
