ciudad,temperatura_c,humedad_pct,velocidad_viento_kmh,num_vehiculos_zona,nivel_pm25,indice_calidad_aire,nivel_alerta
Trujillo,34.2,77.6,6.0,48426.0,21.93,270.3,danino
Lima,28.1,72.3,23.8,12711.0,63.25,212.8,danino
Lima,20.3,,31.1,15851.0,14.92,115.2,danino
Piura,32.8,81.7,34.2,19577.0,74.04,209.6,danino
Trujillo,23.9,74.3,14.5,17171.0,42.01,164.9,danino
PIURA,11.2,57.1,11.4,46252.0,104.66,369.1,danino
Trujillo,11.2,86.2,6.7,41628.0,141.73,419.6,danino
Trujillo,14.7,43.9,13.2,27684.0,39.54,197.5,danino
Arequipa,20.2,75.5,33.1,5463.0,73.26,185.7,danino
Trujillo,17.0,43.5,18.2,44884.0,22.22,214.7,danino
Cusco,15.8,46.0,14.4,20484.0,50.35,195.7,danino
Lima,31.1,46.0,22.5,25065.0,,188.2,danino
Trujillo,10.7,89.3,35.8,12173.0,119.07,289.5,danino
Cusco,25.0,67.4,25.1,39454.0,40.0,221.2,danino
Arequipa,14.3,91.8,14.5,21883.0,114.14,311.5,danino
Arequipa,30.2,59.7,11.4,40997.0,,346.8,danino
Trujillo,30.2,81.0,2.4,3910.0,110.62,271.3,danino
Trujillo,15.3,91.4,7.0,22236.0,45.95,206.2,danino
Piura,21.1,32.7,31.7,3325.0,48.1,108.6,danino
Cusco,10.3,42.2,25.4,23328.0,100.77,271.1,danino
Lima,31.0,85.3,6.2,5876.0,6.76,122.0,danino
Piura,19.7,71.2,3.1,35206.0,100.24,345.0,danino
Piura,34.7,72.3,29.9,7558.0,144.5,312.5,danino
Trujillo,13.6,91.8,26.9,19153.0,135.15,331.3,danino
Cusco,26.9,92.4,2.7,21052.0,10.27,138.7,danino
Lima,22.4,70.4,10.7,17298.0,82.42,290.4,danino
Lima,30.3,73.9,30.1,33025.0,135.87,404.6,danino
Lima,14.6,39.6,32.5,11864.0,149.11,349.8,danino
Piura,33.2,91.8,10.3,1414.0,,195.4,danino
PIURA,25.3,70.5,22.4,5048.0,125.34,273.1,danino
Arequipa,16.6,40.4,9.4,10955.0,144.06,347.9,danino
Piura,34.8,76.7,38.5,4728.0,133.26,278.7,danino
Trujillo,30.7,60.7,29.3,22250.0,130.67,330.4,danino
Lima,12.3,64.1,4.3,5403.0,60.64,208.2,danino
Trujillo,32.5,88.9,29.9,49875.0,83.26,333.4,danino
Cusco,17.9,85.0,16.8,39272.0,145.72,414.6,danino
Arequipa,15.1,80.1,30.2,1761.0,149.99,290.5,danino
Trujillo,23.8,,37.9,1273.0,56.06,136.8,danino
Piura,25.2,46.4,33.9,33588.0,,192.0,danino
Arequipa,13.5,74.8,17.1,10151.0,146.35,346.9,danino
Cusco,20.4,,17.1,46984.0,39.94,250.9,danino
Piura,16.0,63.7,27.5,19694.0,100.4,238.7,danino
Trujillo,34.1,64.7,30.0,9142.0,125.82,270.4,danino
Cusco,32.4,83.6,36.2,29451.0,56.81,191.3,danino
Lima,24.3,32.2,17.5,42658.0,55.91,300.9,danino
Cusco,12.3,68.4,4.2,47844.0,97.97,367.3,danino
Trujillo,23.6,49.2,25.6,10432.0,59.42,172.6,danino
Trujillo,19.0,37.5,7.4,45506.0,68.16,295.7,danino
Arequipa,27.6,55.9,23.6,36653.0,85.94,325.1,danino
piura,22.1,46.5,10.4,15884.0,11.57,98.9,moderado
Piura,26.5,58.4,19.6,3999.0,27.08,95.7,moderado
Cusco,13.9,31.9,28.0,43378.0,41.08,198.4,danino
Cusco,18.2,94.0,31.5,25061.0,,266.1,danino
Cusco,32.3,,9.3,48846.0,50.3,284.9,danino
Arequipa,31.3,66.6,30.9,34355.0,,311.8,danino
Piura,29.0,64.3,36.0,17690.0,14.88,110.0,danino
Cusco,13.6,,29.4,35034.0,103.69,307.0,danino
Cusco,21.8,44.1,39.0,37775.0,134.65,358.1,danino
Trujillo,26.2,59.6,18.4,15052.0,62.6,201.2,danino
Cusco,26.4,,23.1,8261.0,128.65,273.9,danino
Piura,28.7,83.7,18.7,17507.0,102.49,272.3,danino
Piura,10.1,60.5,2.8,37436.0,104.89,359.3,danino
Trujillo,27.1,44.7,37.5,2860.0,39.7,103.7,danino
Piura,17.4,44.8,27.2,47870.0,125.87,401.2,danino
Piura,19.1,53.3,6.4,22509.0,46.11,201.4,danino
Piura,21.6,93.2,11.8,7007.0,12.29,97.2,moderado
Arequipa,11.4,65.6,31.0,2026.0,128.53,266.4,danino
Arequipa,13.2,80.0,20.6,16058.0,45.54,174.7,danino
Lima,13.5,67.3,14.9,7191.0,73.63,225.0,danino
Arequipa,27.0,36.5,17.8,41083.0,90.74,365.2,danino
Piura,18.9,35.6,17.5,33149.0,113.66,351.9,danino
Cusco,16.3,,28.8,30668.0,106.67,301.6,danino
Piura,11.0,39.5,20.3,27126.0,46.26,184.4,danino
Piura,14.7,34.3,29.5,42238.0,16.36,155.4,danino
Arequipa,23.0,47.6,7.0,11076.0,14.46,129.5,danino
Cusco,12.2,87.4,8.4,7550.0,33.82,120.0,danino
Lima,11.3,,33.6,41797.0,21.68,202.3,danino
Trujillo,27.3,50.4,14.5,41507.0,14.87,204.6,danino
Lima,21.0,89.7,22.4,22348.0,29.91,200.7,danino
arequipa,13.3,70.2,23.6,23295.0,84.26,256.7,danino
Trujillo,15.5,79.7,16.4,16864.0,66.51,224.8,danino
Trujillo,12.9,75.1,5.6,14397.0,55.57,199.6,danino
Lima,19.3,80.0,21.7,15191.0,44.91,187.6,danino
Lima,13.0,80.1,36.4,46144.0,40.42,233.3,danino
Lima,30.4,86.2,23.1,5021.0,46.7,176.7,danino
Lima,25.1,79.2,13.1,34046.0,28.11,217.5,danino
TRUJILLO,27.6,,23.7,7344.0,131.06,320.5,danino
Piura,25.4,91.7,16.1,27684.0,144.14,383.1,danino
Piura,27.3,63.7,33.9,23083.0,43.54,175.1,danino
Cusco,15.2,54.7,32.4,47430.0,120.76,372.9,danino
Trujillo,28.2,65.1,20.5,36077.0,45.94,215.7,danino
Lima,15.1,92.1,20.1,37985.0,131.57,427.5,danino
Lima,25.0,65.6,8.7,24672.0,39.75,233.2,danino
Arequipa,21.7,51.7,32.0,2120.0,103.37,242.8,danino
Lima,18.6,56.4,35.7,32356.0,,387.3,danino
Piura,34.2,52.1,14.7,13471.0,84.75,243.7,danino
Trujillo,27.7,43.0,25.7,47822.0,85.39,336.3,danino
Cusco,30.4,48.2,21.0,48814.0,130.16,421.8,danino
Arequipa,12.2,83.3,3.6,23972.0,50.45,240.4,danino
Arequipa,28.4,94.7,6.9,33227.0,77.21,308.6,danino
Arequipa,14.3,40.4,17.0,45655.0,,273.9,danino
Arequipa,25.9,,16.6,40357.0,97.61,371.3,danino
Cusco,30.5,51.7,15.1,29375.0,88.53,291.0,danino
Trujillo,32.2,,2.6,42858.0,41.94,281.2,danino
Arequipa,23.3,84.7,22.0,46909.0,,226.0,danino
Arequipa,13.3,33.6,17.6,23922.0,31.84,178.9,danino
Arequipa,12.8,91.1,23.4,40621.0,40.93,236.5,danino
Piura,13.1,71.5,33.3,38092.0,35.09,180.4,danino
lima,32.6,87.5,20.6,6068.0,113.18,294.4,danino
Trujillo,30.9,52.8,25.5,45170.0,16.03,200.0,danino
Cusco,27.5,36.5,35.5,34679.0,79.35,280.2,danino
Piura,13.6,59.1,5.4,42720.0,95.04,364.4,danino
Cusco,26.4,69.6,30.1,27639.0,54.03,201.0,danino
Piura,26.9,42.7,5.7,7928.0,25.79,124.1,danino
Trujillo,25.9,,36.2,16720.0,,294.7,danino
Piura,33.8,84.8,2.0,34809.0,60.71,276.4,danino
Cusco,19.8,75.4,34.0,36259.0,,252.9,danino
Piura,21.4,,26.4,41793.0,,399.7,danino
Trujillo,10.4,,37.8,42938.0,12.69,158.8,danino
Arequipa,21.7,92.1,3.7,24196.0,134.09,392.5,danino
Trujillo,24.2,62.3,35.4,19231.0,53.07,182.4,danino
Arequipa,31.7,56.4,8.6,12423.0,10.23,126.4,danino
Cusco,11.7,31.8,23.8,32545.0,87.58,286.3,danino
Piura,13.7,,16.0,16277.0,64.74,229.3,danino
TRUJILLO,11.6,79.2,31.6,45963.0,138.03,389.2,danino
Arequipa,18.5,56.6,29.5,23735.0,98.22,277.2,danino
Cusco,28.5,90.0,35.3,36366.0,104.47,305.7,danino
Trujillo,18.7,77.2,28.9,33158.0,82.64,278.8,danino
Trujillo,33.8,50.6,10.8,7337.0,128.67,297.6,danino
Piura,29.9,63.5,13.7,4031.0,27.5,114.5,danino
Lima,18.9,44.2,13.6,46980.0,61.84,329.7,danino
Lima,11.2,70.0,20.5,38633.0,89.61,333.8,danino
LIMA,30.2,79.9,22.5,19055.0,49.05,219.3,danino
Trujillo,28.6,46.4,26.3,1919.0,32.12,90.4,moderado
Arequipa,27.1,85.4,9.0,43454.0,11.91,219.8,danino
Cusco,23.6,86.7,21.5,7316.0,47.05,132.4,danino
Cusco,12.9,89.6,31.4,46890.0,69.88,272.7,danino
Trujillo,27.5,75.1,2.1,27368.0,36.81,227.8,danino
CUSCO,11.3,36.9,10.8,17126.0,31.59,133.2,danino
Lima,32.7,56.6,5.6,6362.0,127.89,326.1,danino
Trujillo,27.9,,30.2,31082.0,61.79,245.5,danino
Piura,19.2,36.2,40.0,25186.0,63.75,193.0,danino
Arequipa,29.0,58.4,9.2,32359.0,149.36,440.6,danino
Piura,27.1,75.5,3.6,4728.0,7.58,95.5,moderado
Arequipa,34.8,58.0,37.1,33607.0,80.56,300.7,danino
Trujillo,24.4,43.0,23.9,37436.0,109.83,345.8,danino
Arequipa,22.9,,22.6,3878.0,29.16,98.6,moderado
Piura,28.5,47.0,5.8,29879.0,71.67,283.7,danino
Cusco,14.5,88.1,32.0,33495.0,103.72,302.7,danino
Piura,11.1,68.5,20.8,38094.0,128.93,378.3,danino
Piura,23.2,,35.2,15143.0,133.72,315.0,danino
Lima,27.8,57.3,30.2,30161.0,139.01,369.2,danino
Lima,22.8,,25.3,39546.0,101.84,358.3,danino
Piura,11.2,60.7,28.1,36792.0,59.25,243.8,danino
Arequipa,13.7,,35.2,44507.0,69.28,288.4,danino
Cusco,16.8,62.4,14.3,14324.0,70.14,195.8,danino
Cusco,30.2,35.0,10.5,39244.0,123.95,393.2,danino
Cusco,12.9,59.8,27.4,26266.0,38.47,169.8,danino
Piura,18.2,,14.0,39284.0,118.35,370.5,danino
Trujillo,19.0,71.3,7.5,11843.0,147.41,368.7,danino
Arequipa,13.7,52.5,22.4,1064.0,25.94,111.5,danino
Arequipa,12.8,83.5,10.6,44060.0,69.11,308.9,danino
Lima,29.2,85.6,22.4,49429.0,10.73,244.9,danino
Arequipa,12.7,35.3,3.6,35638.0,130.01,398.0,danino
Arequipa,18.5,91.3,3.5,21848.0,,397.4,danino
Lima,25.9,65.2,15.6,35879.0,100.29,370.2,danino
Arequipa,28.1,61.1,4.8,4331.0,21.88,116.8,danino
Cusco,32.1,55.3,12.1,41425.0,144.71,425.5,danino
Arequipa,28.3,58.9,22.4,35063.0,35.16,212.4,danino
Lima,29.1,81.0,36.9,45850.0,108.33,368.2,danino
Lima,25.0,42.7,25.1,11559.0,111.84,296.4,danino
Cusco,30.2,65.5,20.0,43092.0,115.84,377.9,danino
Trujillo,17.6,69.1,33.8,38891.0,128.65,375.8,danino
Arequipa,29.5,83.0,7.1,43823.0,100.23,383.6,danino
Lima,29.7,89.5,32.5,26216.0,36.14,194.6,danino
Lima,14.0,82.3,8.1,16488.0,41.84,197.5,danino
Cusco,27.1,56.8,27.1,14193.0,113.56,264.4,danino
Trujillo,26.0,61.1,3.9,13806.0,15.34,119.5,danino
Trujillo,12.4,36.9,16.2,7141.0,31.62,118.6,danino
Cusco,25.9,65.2,3.7,14601.0,115.35,301.7,danino
Piura,21.7,63.2,28.8,32048.0,76.52,264.4,danino
Trujillo,18.0,63.9,30.8,9990.0,140.66,292.3,danino
Arequipa,15.9,91.7,20.8,48514.0,38.3,257.0,danino
Trujillo,21.5,75.4,7.5,9175.0,133.66,315.3,danino
Trujillo,21.8,71.2,38.1,31589.0,127.68,350.7,danino
Cusco,27.7,60.6,30.8,18159.0,98.7,238.0,danino
Lima,31.5,78.3,30.4,22321.0,64.61,249.8,danino
TRUJILLO,12.1,86.5,20.1,604.0,33.31,102.0,danino
Cusco,15.8,51.5,28.6,27033.0,103.34,303.9,danino
Piura,22.1,31.5,10.3,30265.0,82.43,265.0,danino
Piura,23.9,67.0,35.9,37288.0,104.35,315.7,danino
Cusco,11.0,92.8,31.1,19710.0,25.75,138.5,danino
Arequipa,13.4,59.2,25.5,43381.0,57.21,278.7,danino
Arequipa,12.2,38.4,24.1,27189.0,18.72,152.0,danino
Piura,28.4,94.8,30.1,5531.0,64.88,157.7,danino
Piura,15.9,,23.9,46786.0,39.51,248.4,danino
Lima,21.8,91.8,24.5,36213.0,42.05,237.0,danino
Arequipa,10.8,40.1,28.2,25482.0,45.47,188.5,danino
Cusco,11.9,44.1,35.8,46152.0,10.37,175.6,danino
Arequipa,14.5,94.2,36.0,15987.0,123.02,284.1,danino
Arequipa,17.0,61.9,6.7,7295.0,125.76,318.8,danino
Cusco,34.3,34.8,28.0,32237.0,7.7,155.3,danino
Cusco,10.9,81.5,2.9,23106.0,16.44,145.6,danino
piura,18.2,,26.9,33410.0,23.48,178.8,danino
Lima,26.4,92.8,29.3,13158.0,,257.2,danino
Cusco,14.4,58.7,14.3,32401.0,102.53,313.2,danino
Arequipa,21.1,51.3,28.3,49184.0,36.63,261.5,danino
CUSCO,23.5,93.2,32.4,9416.0,93.42,222.8,danino
Piura,12.8,32.7,30.9,2212.0,78.13,170.2,danino
Cusco,17.1,40.9,3.5,39827.0,147.98,444.5,danino
Trujillo,26.8,41.5,20.3,41027.0,,196.5,danino
Cusco,28.8,94.1,39.6,35325.0,51.28,197.1,danino
Lima,24.8,37.7,33.6,10472.0,133.35,311.9,danino
Cusco,34.9,36.9,21.9,41498.0,40.52,219.4,danino
Arequipa,21.8,64.3,3.5,27657.0,58.86,261.1,danino
Lima,28.0,34.0,37.1,18978.0,148.51,362.7,danino
Trujillo,18.7,,23.0,7756.0,107.16,244.6,danino
Trujillo,15.2,59.8,5.5,20855.0,126.77,346.8,danino
trujillo,30.1,90.7,14.7,44277.0,144.78,449.3,danino
Piura,29.9,77.7,31.3,41586.0,19.03,186.9,danino
Trujillo,11.2,45.2,30.6,24263.0,14.33,131.3,danino
Piura,10.4,80.1,23.6,19689.0,115.05,283.1,danino
Arequipa,15.4,35.7,32.2,13812.0,99.0,260.3,danino
Piura,32.5,73.6,5.9,6884.0,31.38,146.6,danino
Trujillo,17.7,49.9,12.4,25047.0,131.17,341.1,danino
Trujillo,23.5,78.9,11.3,45215.0,47.92,278.1,danino
Arequipa,14.3,64.0,18.7,13604.0,29.59,138.0,danino
Arequipa,10.9,44.8,19.5,48581.0,118.23,406.8,danino
Cusco,15.7,61.7,18.4,34380.0,97.22,304.0,danino
Trujillo,20.2,50.1,28.7,14085.0,87.77,230.8,danino
Cusco,27.5,50.0,11.9,24995.0,31.29,190.3,danino
Trujillo,29.1,38.8,15.5,39257.0,114.01,367.7,danino
Lima,25.9,46.6,38.0,44422.0,132.81,425.7,danino
Trujillo,18.4,51.2,2.3,28237.0,86.9,299.6,danino
Piura,28.3,69.1,21.3,49624.0,,349.0,danino
Cusco,27.0,77.2,31.2,22397.0,22.43,146.3,danino
Trujillo,23.6,,22.0,23545.0,120.1,315.4,danino
Piura,11.0,78.0,20.1,32554.0,142.2,384.4,danino
Trujillo,27.8,53.7,27.1,37770.0,63.83,263.1,danino
Arequipa,34.4,52.1,15.4,20854.0,44.49,200.9,danino
lima,23.0,56.5,3.6,44186.0,134.77,476.1,danino
Arequipa,19.4,42.2,20.5,23971.0,79.38,270.1,danino
Trujillo,21.1,61.4,36.6,43961.0,109.07,361.8,danino
Arequipa,16.3,43.6,22.7,10147.0,55.67,187.6,danino
AREQUIPA,30.8,76.7,35.5,19845.0,88.25,247.7,danino
Lima,34.0,,37.0,31709.0,58.45,262.6,danino
Trujillo,19.2,88.5,15.1,47931.0,19.6,211.2,danino
Lima,31.2,75.6,5.3,39908.0,24.25,245.4,danino
Arequipa,13.0,67.0,30.0,3371.0,47.08,135.0,danino
Cusco,29.8,78.9,2.7,31242.0,40.44,223.0,danino
Cusco,30.2,57.4,33.8,28849.0,51.76,188.1,danino
Cusco,34.0,66.9,23.5,2197.0,130.16,283.3,danino
Lima,26.1,50.7,18.8,48540.0,24.01,259.8,danino
Trujillo,30.2,56.0,25.5,30326.0,12.22,145.3,danino
Trujillo,12.6,63.6,7.2,11800.0,109.0,305.5,danino
Piura,11.6,39.3,9.6,15845.0,40.6,154.0,danino
Arequipa,18.8,60.2,10.8,46621.0,126.87,436.5,danino
Piura,34.9,78.3,39.7,26338.0,22.4,134.7,danino
Piura,23.0,93.6,14.9,11793.0,34.61,148.9,danino
Trujillo,30.8,70.7,24.5,21756.0,105.12,307.4,danino
Trujillo,17.5,,28.8,46878.0,74.35,280.2,danino
Lima,22.4,31.8,21.2,44848.0,100.45,397.3,danino
Piura,11.9,87.2,28.5,29402.0,103.98,284.9,danino
Cusco,26.9,54.2,17.6,1304.0,11.83,53.8,moderado
Lima,32.1,74.8,13.6,34472.0,99.66,360.5,danino
Arequipa,34.2,37.5,37.8,596.0,15.6,73.8,moderado
Piura,17.2,85.8,15.6,35044.0,146.3,419.8,danino
Cusco,33.3,94.0,20.3,6753.0,53.57,154.1,danino
Lima,20.9,82.6,28.5,27522.0,65.26,271.1,danino
Trujillo,25.1,58.7,19.2,19579.0,86.36,268.5,danino
Cusco,22.1,53.0,26.9,40138.0,,335.0,danino
Arequipa,12.6,48.6,24.1,17179.0,17.7,127.4,danino
Trujillo,26.8,64.3,7.6,30719.0,18.28,172.0,danino
Cusco,23.1,31.8,17.3,21416.0,19.12,143.4,danino
Arequipa,12.4,,39.2,47310.0,132.17,387.2,danino
Piura,21.6,50.4,6.5,21162.0,62.56,228.5,danino
Lima,14.4,39.5,32.1,19139.0,112.03,311.1,danino
trujillo,14.9,46.3,37.9,46619.0,90.35,305.5,danino
Trujillo,14.0,79.1,14.5,2233.0,31.59,118.9,danino
Arequipa,21.6,49.1,33.5,40099.0,81.03,304.7,danino
Arequipa,26.4,63.7,27.4,28992.0,57.36,224.5,danino
Arequipa,12.2,42.5,36.5,28293.0,88.22,268.5,danino
Lima,30.3,,2.7,14233.0,63.64,240.2,danino
Trujillo,16.6,41.0,39.4,19839.0,114.65,270.4,danino
Arequipa,12.7,51.1,14.7,37513.0,25.76,204.6,danino
Lima,21.1,92.0,2.6,33077.0,136.28,429.2,danino
Piura,11.7,,30.6,39295.0,118.73,361.0,danino
Cusco,29.9,42.2,28.9,28564.0,36.07,155.0,danino
Trujillo,16.5,58.1,38.2,41599.0,71.37,264.3,danino
Lima,11.6,,19.9,20093.0,88.32,274.1,danino
Lima,27.9,,35.0,11821.0,,300.8,danino
cusco,11.2,38.8,3.9,36634.0,83.33,294.4,danino
Cusco,14.7,30.1,9.6,45904.0,11.77,205.0,danino
Arequipa,33.3,89.1,8.5,25857.0,148.35,403.4,danino
Trujillo,30.3,61.8,31.7,44494.0,76.55,290.3,danino
Cusco,17.5,61.3,2.5,21502.0,113.53,325.0,danino
Cusco,17.8,74.0,38.1,13422.0,105.16,242.8,danino
Piura,20.6,76.5,36.5,8131.0,99.18,215.1,danino
Lima,21.1,83.2,15.9,10553.0,138.44,333.9,danino
Piura,22.0,38.8,13.7,47788.0,135.77,428.7,danino
Cusco,20.2,53.8,13.6,18178.0,36.18,159.1,danino
Arequipa,23.8,56.1,5.4,10136.0,23.59,134.1,danino
Piura,34.5,48.2,13.0,29721.0,133.91,390.0,danino
Lima,15.1,50.5,21.8,30748.0,91.35,329.3,danino
Cusco,20.5,58.4,26.1,32125.0,32.34,165.3,danino
Lima,14.1,58.9,21.9,39862.0,135.21,430.1,danino
Lima,30.4,43.4,3.6,31888.0,85.51,331.6,danino
trujillo,25.7,38.4,33.3,47133.0,127.86,400.0,danino
Arequipa,30.9,73.7,2.6,38747.0,70.8,340.4,danino
Lima,18.3,46.7,28.9,27960.0,135.48,383.2,danino
Trujillo,16.4,81.7,31.8,35563.0,85.5,294.8,danino
Piura,13.8,44.4,5.8,35822.0,31.77,216.5,danino
Cusco,29.2,53.5,29.7,34560.0,92.31,290.8,danino
Lima,18.0,80.7,17.0,45490.0,111.48,408.4,danino
Trujillo,20.5,75.5,11.5,23922.0,61.56,229.9,danino
Cusco,13.6,36.5,34.2,41618.0,128.12,349.1,danino
Lima,26.7,60.1,4.4,32832.0,,313.1,danino
Lima,19.8,70.3,35.1,7095.0,40.96,136.3,danino
Piura,17.9,39.0,29.2,10951.0,,52.4,moderado
Cusco,24.6,63.3,6.5,29765.0,104.45,333.8,danino
Piura,28.0,61.4,30.9,42610.0,,302.8,danino
Piura,25.5,42.6,39.2,20297.0,72.25,210.7,danino
Lima,20.7,48.6,31.7,24188.0,80.68,269.8,danino
arequipa,13.8,73.0,9.3,32104.0,9.91,168.0,danino
Piura,17.9,87.8,3.9,12318.0,25.01,133.7,danino
Arequipa,15.6,70.5,24.1,38170.0,124.03,381.4,danino
Piura,28.6,83.6,5.3,25190.0,149.74,394.8,danino
Trujillo,24.0,33.5,32.5,6780.0,98.66,220.3,danino
Arequipa,30.3,74.6,29.7,28587.0,111.85,342.9,danino
Cusco,22.7,39.3,4.5,16899.0,102.73,272.4,danino
Lima,10.0,55.7,35.0,14770.0,27.04,120.8,danino
Arequipa,32.5,89.0,17.3,26290.0,137.41,393.1,danino
Arequipa,15.8,89.0,25.2,34556.0,104.83,327.0,danino
Arequipa,28.0,69.5,24.4,36510.0,,411.8,danino
Piura,20.1,82.7,22.6,14673.0,,284.4,danino
Lima,16.6,79.2,30.6,48811.0,13.91,206.2,danino
Cusco,23.4,94.6,30.0,22243.0,,335.1,danino
Lima,32.1,,12.6,41978.0,49.91,297.7,danino
Lima,24.5,81.3,21.8,9558.0,99.18,274.4,danino
Trujillo,31.1,74.5,26.9,45021.0,29.51,228.0,danino
Trujillo,23.1,89.0,5.5,43758.0,149.7,459.3,danino
Cusco,27.7,70.8,17.8,46588.0,69.49,301.3,danino
Trujillo,15.0,66.0,24.9,38149.0,101.95,324.6,danino
Lima,28.8,63.8,35.8,9043.0,59.35,198.1,danino
Lima,19.7,60.0,2.0,7235.0,56.39,205.5,danino
Arequipa,27.7,83.2,23.2,8370.0,,186.8,danino
Trujillo,26.9,,8.6,305572.0,141.66,361.7,danino
Arequipa,10.8,30.4,6.5,39978.0,,239.7,danino
Piura,32.6,64.7,38.9,39377.0,26.35,192.0,danino
Arequipa,20.3,31.8,18.2,47111.0,46.38,280.5,danino
Arequipa,24.9,57.1,6.4,24444.0,79.23,285.5,danino
Arequipa,19.9,92.1,39.0,25430.0,128.59,335.7,danino
Lima,18.7,76.2,11.4,41860.0,32.51,260.7,danino
Lima,12.5,63.4,26.9,39756.0,52.94,275.3,danino
Trujillo,14.5,79.6,22.2,33703.0,43.66,211.3,danino
Cusco,17.7,70.0,39.1,32030.0,146.45,352.4,danino
Arequipa,34.7,44.9,2.3,17327.0,48.25,227.3,danino
Arequipa,12.5,58.6,33.9,11384.0,132.32,313.4,danino
Lima,27.1,65.4,18.0,22364.0,69.14,256.2,danino
Cusco,20.3,66.4,22.0,23405.0,144.02,340.9,danino
Piura,26.9,88.7,39.1,32985.0,105.49,311.4,danino
Cusco,29.3,72.0,4.3,27420.0,24.41,185.2,danino
Lima,16.8,36.6,16.9,18677.0,106.12,327.2,danino
Trujillo,24.5,50.2,12.9,33564.0,15.07,187.3,danino
Arequipa,14.0,84.3,36.4,30166.0,100.27,284.4,danino
Lima,24.7,71.4,10.0,48469.0,63.48,345.2,danino
Lima,15.5,,31.4,25163.0,140.63,373.0,danino
Lima,30.9,45.2,21.5,36918.0,115.77,371.9,danino
Piura,22.3,56.4,28.5,44056.0,,322.4,danino
Piura,16.3,91.8,35.6,16308.0,21.45,94.7,moderado
Cusco,16.8,45.8,21.4,20231.0,66.64,204.9,danino
Arequipa,33.1,76.2,21.6,26528.0,91.34,307.5,danino
Cusco,20.1,79.4,27.7,45996.0,39.86,239.7,danino
Cusco,24.6,56.4,9.9,44174.0,,321.0,danino
Piura,19.0,53.8,3.1,6022.0,50.33,156.1,danino
Lima,12.7,38.2,34.7,13799.0,47.68,171.8,danino
Piura,21.9,55.1,25.6,30895.0,91.84,289.1,danino
Lima,27.9,,32.3,26837.0,39.27,209.4,danino
Piura,24.0,93.4,8.4,20943.0,26.75,169.2,danino
Trujillo,33.7,37.0,2.5,43759.0,44.53,272.0,danino
Cusco,29.2,72.5,23.4,29002.0,6.04,132.1,danino
TRUJILLO,21.4,50.1,26.4,9259.0,149.16,330.0,danino
Arequipa,27.1,63.6,27.8,8115.0,137.85,313.4,danino
Trujillo,10.1,47.3,17.0,17121.0,96.69,260.2,danino
Cusco,21.2,31.8,4.7,20661.0,5.09,112.0,danino
Lima,29.1,45.0,3.6,21030.0,19.33,193.5,danino
Piura,30.8,77.3,23.7,16018.0,17.18,110.9,danino
Piura,23.1,36.6,39.2,7722.0,78.96,183.6,danino
Arequipa,14.3,93.3,33.2,43043.0,,192.8,danino
Lima,20.3,33.9,3.9,17762.0,58.85,238.3,danino
Lima,33.6,37.0,35.1,25231.0,80.36,259.1,danino
Piura,17.9,,35.9,10454.0,70.79,172.1,danino
Piura,34.5,33.8,2.5,44215.0,6.09,200.9,danino
Trujillo,16.2,66.1,32.2,40808.0,83.97,303.5,danino
Trujillo,21.4,58.0,33.5,19853.0,119.13,290.2,danino
Arequipa,29.5,69.5,5.7,19608.0,76.81,251.5,danino
Arequipa,26.9,37.0,7.9,19914.0,146.71,384.5,danino
Trujillo,23.9,76.6,23.3,41775.0,58.91,279.8,danino
Cusco,16.3,57.1,12.8,3167.0,93.78,220.4,danino
trujillo,28.5,39.8,4.2,23403.0,127.42,379.2,danino
Piura,26.2,80.8,39.3,2240.0,,123.7,danino
Arequipa,27.8,50.2,3.3,19951.0,131.44,370.9,danino
Arequipa,21.7,67.6,14.0,3713.0,29.04,138.0,danino
Lima,17.5,32.8,39.3,19732.0,101.46,292.1,danino
Cusco,25.9,78.7,17.9,11796.0,80.74,218.6,danino
Cusco,24.5,45.7,13.7,9129.0,,173.0,danino
Piura,30.1,50.7,28.8,35560.0,,185.7,danino
Piura,18.8,92.5,12.4,21214.0,37.53,188.0,danino
Cusco,24.4,33.7,28.6,31996.0,81.61,259.8,danino
Lima,12.3,78.6,13.6,18791.0,13.56,143.9,danino
Piura,19.6,35.1,6.5,6790.0,100.09,258.6,danino
Trujillo,30.4,79.9,19.5,640.0,83.77,197.2,danino
Arequipa,31.3,58.3,38.0,33658.0,35.62,205.2,danino
Piura,19.8,65.5,20.1,45325.0,25.38,211.7,danino
Lima,15.1,42.6,24.7,5450.0,77.67,208.2,danino
Arequipa,10.5,47.6,33.7,44418.0,128.39,395.8,danino
Trujillo,10.7,70.1,27.2,18517.0,71.79,207.6,danino
Piura,25.4,70.9,16.5,2320.0,60.12,141.8,danino
Piura,24.7,,9.7,36250.0,35.9,234.6,danino
Cusco,29.0,40.4,26.4,26789.0,61.39,242.4,danino
Arequipa,10.3,43.4,22.8,7209.0,82.91,209.5,danino
piura,17.9,37.7,22.3,4409.0,89.63,208.2,danino
Lima,12.8,30.7,22.0,44673.0,72.53,333.6,danino
Cusco,21.6,35.7,38.1,23418.0,128.08,299.4,danino
Trujillo,16.0,88.6,3.6,20561.0,9.91,146.1,danino
Trujillo,15.4,62.9,34.3,12243.0,68.63,185.8,danino
Trujillo,15.9,83.9,30.4,344678.0,97.4,269.3,danino
