id_venta,fecha,ciudad,categoria,producto,precio_unitario,cantidad,metodo_pago,total
V1003831,2025-11-08,Cusco,Tecnología,Audífonos,101.19,3,Plin,303.57
V1003832,2025-03-31,Piura,Belleza,Perfume,367.28,1,Yape,367.28
V1003833,2025-01-27,Trujillo,Moda,Camisa,186.47,5,Yape,932.35
V1003834,2025-12-20,Lima,Hogar,Licuadora,121.34,2,Efectivo,242.68
V1003835,2025-01-24,Piura,Belleza,Crema,246.9,3,Efectivo,740.7
V1003836,2025-06-29,Arequipa,Tecnología,Tablet,296.17,1,Yape,296.17
V1003837,2025-09-07,Piura,Moda,Casaca,190.02,3,Yape,570.06
V1003838,2025-11-13,Trujillo,Hogar,Aspiradora,47.04,2,Tarjeta,94.08
V1003839,2025-06-15,Lima,Alimentos,Aceite,243.46,4,Efectivo,973.84
V1003840,2025-05-27,Arequipa,Hogar,Olla,335.47,1,Tarjeta,335.47
V1003841,2025-03-21,Trujillo,,Aspiradora,67.28,1,Tarjeta,67.28
V1003842,2025-04-22,Arequipa,Tecnología,Celular,233.56,3,Yape,700.68
V1003843,2025-02-05,Piura,Moda,Zapatillas,42.26,5,Tarjeta,211.3
V1003844,2025-01-12,Cusco,Tecnología,Laptop,333.77,2,Efectivo,667.54
V1003845,2025-12-08,Arequipa,Moda,Zapatillas,313.38,5,Plin,1566.9
V1003846,2025-03-19,Trujillo,Hogar,Microondas,281.05,4,Yape,1124.2
V1003847,2025-01-18,Trujillo,Alimentos,Atún,494.88,4,Tarjeta,1979.52
V1003848,2025-05-05,Arequipa,Alimentos,Arroz,238.32,5,Plin,1191.6
V1003849,2025-11-05,Trujillo,Moda,Pantalón,71.98,4,Yape,287.92
V1003850,2025-01-17,Lima,Moda,Casaca,125.98,5,Plin,629.9
V1003851,2025-10-20,Lima,Moda,Casaca,301.18,1,Yape,301.18
V1003852,2025-07-08,Piura,Tecnología,Audífonos,50.19,4,Tarjeta,200.76
V1003853,2025-04-08,Arequipa,Alimentos,Arroz,425.45,3,Tarjeta,1276.35
V1003854,2025-07-15,Lima,Belleza,Crema,35.71,5,Plin,178.55
V1003855,2025-09-30,Trujillo,Tecnología,Tablet,265.56,3,Efectivo,796.68
V1003856,2025-03-26,Arequipa,Belleza,Crema,487.81,5,Yape,2439.05
V1003857,2025-07-21,Arequipa,Moda,Zapatillas,192.06,2,Tarjeta,384.12
V1003858,2025-09-20,Arequipa,Hogar,Licuadora,415.4,1,Plin,415.4
V1003859,2025-01-02,Arequipa,Hogar,Licuadora,345.98,2,Yape,691.96
V1003860,2025-02-01,Cusco,Tecnología,Laptop,101.57,1,Plin,101.57
V1003861,2025-01-08,Cusco,Alimentos,Atún,389.91,1,Efectivo,389.91
V1003862,2025-10-08,Arequipa,Alimentos,Atún,319.85,5,Yape,1599.25
V1003863,2025-02-20,Cusco,Belleza,Shampoo,177.85,4,Tarjeta,711.4
V1003864,2025-03-03,Lima,Tecnología,Audífonos,126.71,5,Plin,633.55
V1003865,2025-03-01,Lima,Hogar,Microondas,268.79,5,Plin,1343.95
V1003866,2025-06-01,Piura,Belleza,Crema,224.26,5,Efectivo,1121.3
V1003867,2025-10-06,Cusco,Moda,Zapatillas,465.86,5,Efectivo,2329.3
V1003868,2025-03-04,Trujillo,Tecnología,Laptop,260.1,4,Efectivo,1040.4
V1003869,2025-11-30,Cusco,Alimentos,Aceite,169.15,4,Tarjeta,676.6
V1003870,2025-05-17,Trujillo,Moda,Zapatillas,485.98,5,Efectivo,2429.9
V1003871,2025-01-08,Cusco,Moda,Zapatillas,200.03,3,Yape,600.09
V1003872,2025-10-28,Lima,Hogar,Aspiradora,430.93,5,Yape,2154.65
V1003873,2025-08-26,Cusco,Hogar,Aspiradora,159.94,2,Efectivo,319.88
V1003874,2025-02-24,Cusco,,Perfume,109.55,1,Tarjeta,109.55
V1003875,2025-01-05,Arequipa,Moda,Zapatillas,477.83,2,Efectivo,955.66
V1003876,2025-11-27,Arequipa,Alimentos,Café,112.44,5,Tarjeta,562.2
V1003877,2025-02-20,Arequipa,Belleza,Maquillaje,186.93,5,Yape,934.65
V1003878,2025-04-17,Arequipa,Alimentos,Atún,231.17,5,Tarjeta,1155.85
V1003879,2025-01-17,Arequipa,Moda,Casaca,189.53,2,Tarjeta,379.06
V1003880,2025-09-13,Lima,Moda,Zapatillas,384.97,2,Yape,769.94
V1003881,2025-08-31,Lima,Tecnología,Celular,376.36,3,Efectivo,1129.08
V1003882,2025-01-13,Cusco,Moda,Casaca,402.37,1,Plin,402.37
V1003883,2025-10-22,Trujillo,Tecnología,Tablet,318.03,5,Tarjeta,1590.15
V1003884,2025-04-28,Lima,Alimentos,Atún,80.98,1,Plin,80.98
V1003885,2025-11-02,Piura,Hogar,Olla,436.42,3,Plin,1309.26
V1003886,2025-10-02,Lima,Moda,Zapatillas,52.13,1,Tarjeta,52.13
V1003887,2025-07-15,Trujillo,Hogar,Olla,316.79,1,,316.79
V1003888,2025-03-28,Arequipa,Moda,Zapatillas,208.43,4,Plin,833.72
V1003889,2025-03-21,Piura,Tecnología,Celular,458.23,5,Yape,2291.15
V1003890,2025-07-14,Arequipa,Tecnología,Audífonos,400.74,3,Plin,1202.22
V1003891,2025-12-03,Arequipa,Hogar,Olla,55.06,4,Efectivo,220.24
V1003892,2025-06-12,Trujillo,Moda,Casaca,223.56,4,Tarjeta,894.24
V1003893,2025-12-31,Trujillo,Alimentos,Café,246.22,4,Efectivo,984.88
V1003894,2025-09-22,Piura,Moda,Pantalón,72.73,1,Tarjeta,72.73
V1003895,2025-07-04,Piura,Alimentos,Café,492.86,5,Efectivo,2464.3
V1003896,2025-11-15,Trujillo,Hogar,Aspiradora,485.75,3,Efectivo,1457.25
V1003897,2025-05-13,Trujillo,Belleza,Maquillaje,187.56,4,Efectivo,750.24
V1003898,2025-07-19,Piura,Moda,Zapatillas,216.54,4,Plin,866.16
V1003899,2025-10-28,Piura,Hogar,Olla,141.62,1,Efectivo,141.62
V1003900,2025-01-26,Trujillo,Tecnología,Celular,176.39,1,Efectivo,176.39
V1003901,2025-02-28,Piura,Alimentos,Café,345.09,5,Plin,1725.45
V1003902,2025-02-20,Cusco,Tecnología,Audífonos,38.35,1,Efectivo,38.35
V1003903,2025-08-07,Cusco,Tecnología,Celular,227.23,4,Efectivo,908.92
V1003904,2025-02-14,Piura,Hogar,Licuadora,335.01,1,Yape,335.01
V1003905,2025-08-23,Cusco,Tecnología,Tablet,380.98,1,Efectivo,380.98
V1003906,2025-10-02,Cusco,Hogar,Licuadora,109.05,1,Yape,109.05
V1003907,2025-05-14,Arequipa,Moda,Camisa,128.44,5,Yape,642.2
V1003908,2025-03-22,Arequipa,Hogar,Licuadora,270.1,4,Tarjeta,1080.4
V1003909,2025-06-18,Cusco,Hogar,Licuadora,336.17,2,Tarjeta,672.34
V1003910,2025-10-02,Lima,,Celular,358.9,3,Plin,1076.7
V1003911,2025-11-08,Lima,Alimentos,Arroz,499.75,1,Yape,499.75
V1003912,2025-12-27,Lima,,Aspiradora,159.37,5,Yape,796.85
V1003913,2025-03-17,Arequipa,Alimentos,Atún,218.47,4,Yape,873.88
V1003914,2025-01-31,Cusco,Belleza,Shampoo,486.85,5,Plin,2434.25
V1003915,2025-01-16,Arequipa,Moda,Zapatillas,388.79,2,Efectivo,777.58
V1003916,2025-08-20,Piura,Belleza,Shampoo,62.68,3,Efectivo,188.04
V1003917,2025-11-18,Cusco,Moda,Casaca,401.65,4,Efectivo,1606.6
V1003918,2025-10-12,Piura,Alimentos,Atún,150.12,1,Tarjeta,150.12
V1003919,2025-07-18,Arequipa,Belleza,Crema,17.7,5,Yape,88.5
V1003920,2025-02-16,Trujillo,Hogar,Olla,374.93,4,Plin,1499.72
V1003921,2025-12-14,Cusco,Alimentos,Atún,67.67,3,Tarjeta,203.01
V1003922,2025-01-13,Arequipa,Tecnología,Celular,36.19,2,Plin,72.38
V1003923,2025-08-21,Trujillo,Hogar,Microondas,443.38,1,Yape,443.38
V1003924,2025-10-08,Arequipa,Alimentos,Atún,467.15,5,Plin,2335.75
V1003925,2025-08-04,Trujillo,,Camisa,221.54,3,Yape,664.62
V1003926,2025-06-19,Trujillo,Moda,Camisa,477.08,4,Plin,1908.32
V1003927,2025-05-23,Trujillo,Belleza,Shampoo,284.11,3,Tarjeta,852.33
V1003928,2025-01-29,Cusco,Alimentos,Atún,103.86,5,Efectivo,519.3
V1003929,2025-11-09,Trujillo,Tecnología,Laptop,492.08,5,Plin,2460.4
V1003930,2025-04-28,Arequipa,Tecnología,Tablet,424.12,2,Efectivo,848.24
V1003931,2025-12-31,Lima,Hogar,Olla,37.39,5,Yape,186.95
V1003932,2025-07-08,Trujillo,Moda,Zapatillas,490.1,5,Yape,2450.5
V1003933,2025-07-09,Arequipa,Hogar,Olla,310.64,3,Tarjeta,931.92
V1003934,2025-02-02,Piura,Belleza,Maquillaje,281.79,5,Efectivo,1408.95
V1003935,2025-10-28,Arequipa,Tecnología,Audífonos,381.89,5,Tarjeta,1909.45
V1003936,2025-10-01,Cusco,Hogar,Licuadora,295.96,2,Efectivo,591.92
V1003937,2025-05-10,Trujillo,Moda,Camisa,456.89,4,Tarjeta,1827.56
V1003938,2025-02-01,Arequipa,Hogar,Licuadora,104.93,5,Tarjeta,524.65
V1003939,2025-06-22,Piura,Belleza,Perfume,269.75,4,Plin,1079.0
V1003940,2025-02-03,Arequipa,Belleza,Crema,400.58,3,Efectivo,1201.74
V1003941,2025-05-27,Cusco,Moda,Pantalón,451.62,3,Tarjeta,1354.86
V1003942,2025-09-28,Cusco,Tecnología,Tablet,303.04,3,Yape,909.12
V1003943,2025-04-26,Arequipa,Belleza,Perfume,219.1,2,Plin,438.2
V1003944,2025-07-11,Arequipa,Moda,Zapatillas,295.48,4,Yape,1181.92
V1003945,2025-05-16,Piura,,Perfume,314.69,4,Plin,1258.76
V1003946,2025-01-22,Cusco,Alimentos,Arroz,495.26,5,Yape,2476.3
V1003947,2025-11-26,Cusco,Tecnología,Celular,17.01,3,Plin,51.03
V1003948,2025-10-30,Trujillo,Belleza,Shampoo,84.42,2,Efectivo,168.84
V1003949,2025-04-06,Piura,Hogar,Aspiradora,153.19,5,Yape,765.95
V1003950,2025-03-30,Trujillo,,Maquillaje,118.53,4,Plin,474.12
V1003951,2025-02-10,Piura,Tecnología,Laptop,432.2,4,Tarjeta,1728.8
V1003952,2025-01-31,Arequipa,Belleza,Crema,300.98,3,Yape,902.94
V1003953,2025-05-03,Piura,Hogar,Microondas,183.49,2,Tarjeta,366.98
V1003954,2025-01-07,Piura,Alimentos,Aceite,224.63,4,Plin,898.52
V1003955,2025-04-30,Cusco,Belleza,Perfume,241.66,5,Tarjeta,1208.3
V1003956,2025-06-26,Arequipa,Hogar,Licuadora,383.16,3,Plin,1149.48
V1003957,2025-08-07,Lima,Alimentos,Arroz,58.56,4,Tarjeta,234.24
V1003958,2025-04-02,Piura,Alimentos,Atún,306.89,2,Plin,613.78
V1003959,2025-02-06,Cusco,,Tablet,158.57,3,Plin,475.71
V1003960,2025-12-16,Lima,Belleza,Maquillaje,29.66,3,Tarjeta,88.98
V1003961,2025-12-14,Lima,Hogar,Olla,383.3,2,Tarjeta,766.6
V1003962,2025-11-12,Cusco,,Atún,184.82,1,Yape,184.82
V1003963,2025-11-27,Lima,Tecnología,Tablet,256.49,2,Efectivo,512.98
V1003964,2025-01-19,Piura,,Arroz,265.08,4,Tarjeta,1060.32
V1003965,2025-06-14,Cusco,Tecnología,Audífonos,369.69,2,Tarjeta,739.38
V1003966,2025-12-20,Lima,Moda,Camisa,381.49,3,Plin,1144.47
V1003967,2025-05-17,Arequipa,,Tablet,148.06,1,Yape,148.06
V1003968,2025-12-11,Lima,Hogar,Microondas,473.92,3,Efectivo,1421.76
V1003969,2025-03-05,Trujillo,Hogar,Aspiradora,142.64,5,Plin,713.2
V1003970,2025-03-14,Piura,Hogar,Licuadora,414.98,5,Plin,2074.9
V1003971,2025-11-18,Lima,Moda,Zapatillas,74.73,3,Yape,224.19
V1003972,2025-07-25,Arequipa,Hogar,Microondas,173.38,3,Yape,520.14
V1003973,2025-03-06,Trujillo,Moda,Casaca,13.34,2,Efectivo,26.68
V1003974,2025-05-31,Trujillo,Belleza,Crema,161.09,2,Plin,322.18
V1003975,2025-10-10,Trujillo,Alimentos,Café,186.96,1,Yape,186.96
V1003976,2025-10-22,Trujillo,Hogar,Licuadora,460.81,5,Yape,2304.05
V1003977,2025-10-05,Trujillo,Moda,Casaca,42.5,4,Plin,170.0
V1003978,2025-01-16,Trujillo,Alimentos,Atún,315.3,5,,1576.5
V1003979,2025-01-17,Arequipa,Hogar,Olla,460.16,1,Plin,460.16
V1003980,2025-01-03,Lima,Hogar,Olla,129.94,4,Plin,519.76
V1003981,2025-03-16,Piura,Moda,Pantalón,208.94,2,Tarjeta,417.88
V1003982,2025-08-22,Trujillo,Alimentos,Café,280.38,3,Tarjeta,841.14
V1003983,2025-12-02,Arequipa,Belleza,Maquillaje,433.75,5,Tarjeta,2168.75
V1003984,2025-12-24,Cusco,Belleza,Shampoo,289.8,4,Efectivo,1159.2
V1003985,2025-08-24,Piura,Alimentos,Aceite,312.97,5,Yape,1564.85
V1003986,2025-12-29,Arequipa,Hogar,Olla,114.76,1,,114.76
V1003987,2025-11-27,Arequipa,Alimentos,Café,46.54,2,Plin,93.08
V1003988,2025-08-31,Lima,Moda,Pantalón,392.9,3,Plin,1178.7
V1003989,2025-09-27,Arequipa,Belleza,Maquillaje,331.97,2,Efectivo,663.94
V1003990,2025-09-02,Piura,Belleza,Maquillaje,333.06,3,Tarjeta,999.18
V1003991,2025-12-12,Piura,Tecnología,Laptop,19.98,1,Plin,19.98
V1003992,2025-11-18,Piura,Alimentos,Aceite,294.54,3,Yape,883.62
V1003993,2025-08-23,Arequipa,Hogar,Olla,424.17,2,Plin,848.34
V1003994,2025-02-01,Trujillo,Alimentos,Aceite,165.82,4,Plin,663.28
V1003995,2025-03-01,Piura,Alimentos,Café,486.71,4,Efectivo,1946.84
V1003996,2025-02-15,Cusco,Belleza,Shampoo,480.83,5,Plin,2404.15
V1003997,2025-12-03,Lima,Belleza,Crema,151.95,2,Tarjeta,303.9
V1003998,2025-02-01,Arequipa,Alimentos,Atún,487.05,2,Efectivo,974.1
V1003999,2025-08-25,Trujillo,Hogar,Aspiradora,24.24,1,Efectivo,24.24
V1004000,2025-11-12,Arequipa,Belleza,Crema,307.27,1,Efectivo,307.27
V1004001,2025-09-13,Lima,Alimentos,Atún,253.42,4,Plin,1013.68
V1004002,2025-07-25,Lima,Moda,Zapatillas,421.63,3,Yape,1264.89
V1004003,2025-10-13,Trujillo,Tecnología,Celular,72.44,3,Tarjeta,217.32
V1004004,2025-02-05,Trujillo,Hogar,Microondas,61.99,3,Tarjeta,185.97
V1004005,2025-06-27,Piura,Alimentos,Atún,151.59,3,Efectivo,454.77
V1004006,2025-07-28,Arequipa,Tecnología,Celular,396.07,3,Plin,1188.21
V1004007,2025-05-23,Lima,Moda,Pantalón,334.19,4,Efectivo,1336.76
V1004008,2025-12-15,Piura,Hogar,Licuadora,101.25,4,Plin,405.0
V1004009,2025-03-19,Arequipa,Tecnología,Laptop,360.18,2,Yape,720.36
V1004010,2025-02-25,Arequipa,,Atún,309.1,5,Yape,1545.5
V1004011,2025-08-21,Piura,Alimentos,Atún,77.12,4,Tarjeta,308.48
V1004012,2025-05-21,Cusco,Tecnología,Tablet,265.18,5,Yape,1325.9
V1004013,2025-01-02,Lima,Tecnología,Audífonos,362.01,5,Efectivo,1810.05
V1004014,2025-10-18,Arequipa,Belleza,Shampoo,119.63,3,Plin,358.89
V1004015,2025-01-10,Lima,Moda,Camisa,44.46,3,Tarjeta,133.38
V1004016,2025-11-23,Arequipa,Tecnología,Audífonos,250.36,2,Tarjeta,500.72
V1004017,2025-08-09,Cusco,Belleza,Shampoo,252.47,4,,1009.88
V1004018,2025-01-21,Arequipa,Tecnología,Laptop,340.45,3,Plin,1021.35
V1004019,2025-06-28,Piura,Belleza,Shampoo,184.95,2,Yape,369.9
V1004020,2025-04-06,Lima,Hogar,Olla,68.96,5,Plin,344.8
V1004021,2025-07-05,Arequipa,Belleza,Maquillaje,443.21,1,Plin,443.21
V1004022,2025-12-12,Arequipa,Alimentos,Arroz,24.25,4,Yape,97.0
V1004023,2025-01-09,Piura,Moda,Camisa,345.45,3,Tarjeta,1036.35
V1004024,2025-01-27,Piura,Moda,Camisa,139.45,1,Efectivo,139.45
V1004025,2025-03-18,Trujillo,Alimentos,Café,417.16,2,Yape,834.32
V1004026,2025-10-12,Lima,Belleza,Maquillaje,104.65,5,Yape,523.25
V1004027,2025-04-20,Piura,Moda,Camisa,385.69,2,,771.38
V1004028,2025-02-06,Piura,Moda,Zapatillas,373.24,1,Yape,373.24
V1004029,2025-04-15,Trujillo,Tecnología,Tablet,115.93,1,Yape,115.93
V1004030,2025-11-23,Lima,Belleza,Shampoo,266.12,5,Plin,1330.6
V1004031,2025-06-05,Cusco,Hogar,Microondas,301.05,2,Yape,602.1
V1004032,2025-05-09,Arequipa,Alimentos,Arroz,71.2,2,Tarjeta,142.4
V1004033,2025-03-13,Arequipa,Tecnología,Laptop,244.3,2,Yape,488.6
V1004034,2025-12-23,Trujillo,Moda,Zapatillas,259.41,5,Efectivo,1297.05
V1004035,2025-11-02,Trujillo,Tecnología,Tablet,172.81,4,Plin,691.24
V1004036,2025-09-09,Cusco,Alimentos,Café,195.33,4,Tarjeta,781.32
V1004037,2025-06-02,Cusco,Belleza,Perfume,441.99,1,Yape,441.99
V1004038,2025-12-08,Piura,Hogar,Aspiradora,389.63,3,Efectivo,1168.89
V1004039,2025-06-12,Piura,Tecnología,Laptop,155.78,5,Efectivo,778.9
V1004040,2025-09-21,Cusco,Belleza,Shampoo,262.51,4,,1050.04
V1004041,2025-07-15,Cusco,Belleza,Crema,112.64,3,Efectivo,337.92
V1004042,2025-08-02,Arequipa,Alimentos,Arroz,492.52,4,Yape,1970.08
V1004043,2025-07-21,Trujillo,Belleza,Maquillaje,469.32,4,Plin,1877.28
V1004044,2025-09-19,Lima,Alimentos,Café,28.01,2,Efectivo,56.02
V1004045,2025-09-03,Piura,Belleza,Maquillaje,330.64,3,Tarjeta,991.92
V1004046,2025-08-11,Piura,Tecnología,Audífonos,207.62,1,Tarjeta,207.62
V1004047,2025-03-06,Lima,Tecnología,Laptop,257.86,4,Yape,1031.44
V1004048,2025-08-27,Trujillo,Tecnología,Tablet,297.54,4,Efectivo,1190.16
V1004049,2025-11-08,Cusco,Alimentos,Aceite,125.37,1,,125.37
V1004050,2025-01-12,Arequipa,Moda,Zapatillas,81.01,2,Efectivo,162.02
V1004051,2025-03-31,Piura,Alimentos,Café,268.58,4,Yape,1074.32
V1004052,2025-04-15,Trujillo,Belleza,Maquillaje,453.79,2,Efectivo,907.58
V1004053,2025-04-15,Piura,Belleza,Shampoo,19.52,3,Plin,58.56
V1004054,2025-07-13,Piura,Moda,Zapatillas,393.28,1,Plin,393.28
V1004055,2025-09-29,Lima,,Casaca,250.15,3,Tarjeta,750.45
V1004056,2025-08-17,Arequipa,Moda,Zapatillas,446.3,3,Yape,1338.9
V1004057,2025-12-24,Piura,,Olla,97.36,4,Tarjeta,389.44
V1004058,2025-02-17,Lima,Hogar,Microondas,58.77,1,Plin,58.77
V1004059,2025-09-21,Arequipa,Alimentos,Arroz,375.45,4,Plin,1501.8
V1004060,2025-12-21,Arequipa,Belleza,Maquillaje,36.45,1,Efectivo,36.45
V1004061,2025-09-28,Arequipa,Moda,Casaca,460.01,5,Yape,2300.05
V1004062,2025-06-28,Lima,Tecnología,Celular,272.8,3,Yape,818.4
V1004063,2025-02-18,Cusco,Belleza,Crema,173.9,5,Tarjeta,869.5
V1004064,2025-11-25,Arequipa,Hogar,Microondas,109.42,5,Tarjeta,547.1
V1004065,2025-05-14,Arequipa,Alimentos,Aceite,453.06,4,Tarjeta,1812.24
V1004066,2025-05-24,Lima,Hogar,Olla,137.24,1,Plin,137.24
V1004067,2025-11-02,Piura,Moda,Pantalón,196.58,1,Plin,196.58
V1004068,2025-04-24,Trujillo,Tecnología,Celular,382.67,4,Plin,1530.68
V1004069,2025-02-03,Trujillo,Tecnología,Laptop,242.37,1,Yape,242.37
V1004070,2025-01-27,Lima,Tecnología,Audífonos,119.26,2,Yape,238.52
V1004071,2025-08-01,Arequipa,Alimentos,Atún,169.24,2,Plin,338.48
V1004072,2025-06-28,Piura,Belleza,Maquillaje,217.87,1,Plin,217.87
V1004073,2025-04-06,Piura,Hogar,Olla,106.19,3,Efectivo,318.57
V1004074,2025-05-08,Trujillo,Alimentos,Café,22.45,1,Efectivo,22.45
V1004075,2025-04-18,Arequipa,Alimentos,Atún,444.86,5,Tarjeta,2224.3
V1004076,2025-07-25,Lima,Tecnología,Celular,329.89,4,Yape,1319.56
V1004077,2025-02-15,Cusco,Moda,Zapatillas,258.7,5,Plin,1293.5
V1004078,2025-07-18,Lima,Hogar,Olla,272.01,1,Tarjeta,272.01
V1004079,2025-10-03,Arequipa,Moda,Camisa,471.68,4,Tarjeta,1886.72
V1004080,2025-03-12,Cusco,Alimentos,Café,444.87,1,Yape,444.87
V1004081,2025-08-12,Piura,Alimentos,Arroz,296.26,2,Yape,592.52
V1004082,2025-08-05,Cusco,Hogar,Olla,85.88,5,Plin,429.4
V1004083,2025-12-15,Piura,Moda,Pantalón,336.27,2,Efectivo,672.54
V1004084,2025-06-23,Lima,Belleza,Perfume,487.91,1,Plin,487.91
V1004085,2025-12-12,Lima,Alimentos,Atún,264.83,4,Efectivo,1059.32
V1004086,2025-10-16,Trujillo,Tecnología,Audífonos,428.82,4,Plin,1715.28
V1004087,2025-06-24,Lima,Hogar,Microondas,485.87,2,Yape,971.74
V1004088,2025-11-15,Cusco,Alimentos,Arroz,25.25,5,,126.25
V1004089,2025-05-06,Trujillo,,Café,450.98,2,Efectivo,901.96
V1004090,2025-09-18,Piura,Belleza,Shampoo,404.71,4,Tarjeta,1618.84
V1004091,2025-07-25,Trujillo,Tecnología,Tablet,315.78,5,Tarjeta,1578.9
V1004092,2025-09-27,Arequipa,Hogar,Aspiradora,266.06,4,Plin,1064.24
V1004093,2025-03-28,Arequipa,Belleza,Shampoo,179.21,5,Yape,896.05
V1004094,2025-02-08,Arequipa,Alimentos,Atún,407.8,4,Efectivo,1631.2
V1004095,2025-12-23,Cusco,Belleza,Maquillaje,451.84,5,Plin,2259.2
V1004096,2025-04-11,Trujillo,,Perfume,135.29,1,Efectivo,135.29
V1004097,2025-03-01,Cusco,Tecnología,Laptop,159.26,4,Plin,637.04
V1004098,2025-09-10,Trujillo,Tecnología,Tablet,34.73,5,Yape,173.65
V1004099,2025-07-04,Piura,,Atún,185.15,3,Tarjeta,555.45
V1004100,2025-11-10,Trujillo,Belleza,Shampoo,400.6,4,Tarjeta,1602.4
V1004101,2025-07-04,Piura,Alimentos,Atún,383.96,1,Efectivo,383.96
V1004102,2025-07-12,Cusco,Moda,Casaca,176.4,5,Plin,882.0
V1004103,2025-07-01,Cusco,Tecnología,Laptop,116.82,2,Tarjeta,233.64
V1004104,2025-10-27,Cusco,Alimentos,Aceite,487.45,5,Yape,2437.25
V1004105,2025-05-02,Piura,Tecnología,Laptop,356.12,2,Plin,712.24
V1004106,2025-08-02,Trujillo,Tecnología,Tablet,182.39,3,Tarjeta,547.17
V1004107,2025-03-26,Arequipa,Belleza,Maquillaje,443.76,5,Plin,2218.8
V1004108,2025-09-07,Piura,Alimentos,Café,57.59,1,Tarjeta,57.59
V1004109,2025-07-17,Cusco,Belleza,Crema,397.73,3,Plin,1193.19
V1004110,2025-04-16,Cusco,Tecnología,Audífonos,89.98,1,Yape,89.98
V1004111,2025-08-28,Piura,Alimentos,Arroz,338.9,2,Plin,677.8
V1004112,2025-09-09,Cusco,Belleza,Perfume,389.8,3,Plin,1169.4
V1004113,2025-01-02,Trujillo,Moda,Pantalón,346.51,2,Efectivo,693.02
V1004114,2025-02-11,Trujillo,Moda,Camisa,231.18,4,Plin,924.72
V1004115,2025-04-22,Arequipa,Tecnología,Audífonos,371.09,1,Plin,371.09
V1004116,2025-12-12,Piura,Alimentos,Atún,13.16,5,Tarjeta,65.8
V1004117,2025-12-06,Cusco,Alimentos,Arroz,148.07,1,Yape,148.07
V1004118,2025-01-07,Cusco,Hogar,Olla,424.79,5,Efectivo,2123.95
V1004119,2025-07-07,Cusco,Moda,Camisa,482.8,3,Tarjeta,1448.4
V1004120,2025-07-01,Trujillo,Moda,Zapatillas,96.28,3,Efectivo,288.84
V1004121,2025-05-12,Cusco,Alimentos,Aceite,448.5,2,Plin,897.0
V1004122,2025-11-19,Lima,Hogar,Aspiradora,305.72,3,Tarjeta,917.16
V1004123,2025-10-27,Cusco,Tecnología,Audífonos,142.84,5,Plin,714.2
V1004124,2025-11-05,Trujillo,Alimentos,Arroz,407.56,3,Efectivo,1222.68
V1004125,2025-09-05,Lima,Hogar,Olla,121.1,1,Efectivo,121.1
V1004126,2025-11-07,Piura,Alimentos,Atún,296.13,5,Tarjeta,1480.65
V1004127,2025-08-16,Arequipa,Hogar,Aspiradora,434.39,2,Tarjeta,868.78
V1004128,2025-03-13,Arequipa,Tecnología,Celular,70.71,4,Tarjeta,282.84
V1004129,2025-01-16,Trujillo,,Aceite,354.85,5,Plin,1774.25
V1004130,2025-10-24,Trujillo,Alimentos,Atún,264.21,1,,264.21
V1004131,2025-04-05,Cusco,Hogar,Olla,224.97,5,Efectivo,1124.85
V1004132,2025-08-07,Piura,Belleza,Shampoo,374.06,5,Plin,1870.3
V1004133,2025-03-12,Lima,Moda,Casaca,286.22,4,Yape,1144.88
V1004134,2025-05-26,Piura,Moda,Zapatillas,68.32,5,Efectivo,341.6
V1004135,2025-12-31,Cusco,,Shampoo,30.35,1,Yape,30.35
V1004136,2025-05-03,Arequipa,Tecnología,Celular,139.07,5,Plin,695.35
V1004137,2025-05-22,Cusco,Hogar,Aspiradora,112.6,3,Plin,337.8
V1004138,2025-08-27,Trujillo,Hogar,Microondas,407.1,5,Tarjeta,2035.5
V1004139,2025-06-18,Piura,Tecnología,Celular,91.29,1,Tarjeta,91.29
V1004140,2025-12-12,Cusco,Hogar,Olla,372.78,4,Efectivo,1491.12
V1004141,2025-04-24,Arequipa,Hogar,Olla,271.64,2,Efectivo,543.28
V1004142,2025-08-19,Arequipa,Alimentos,Arroz,401.19,1,Plin,401.19
V1004143,2025-12-03,Arequipa,Tecnología,Audífonos,170.89,2,Tarjeta,341.78
V1004144,2025-09-29,Arequipa,Alimentos,Café,396.57,3,Tarjeta,1189.71
V1004145,2025-08-20,Lima,Tecnología,Tablet,86.7,1,Yape,86.7
V1004146,2025-02-03,Lima,Tecnología,Laptop,397.77,4,Efectivo,1591.08
V1004147,2025-05-05,Cusco,Alimentos,Aceite,318.15,9999,Tarjeta,954.45
V1004148,2025-05-19,Trujillo,Tecnología,Laptop,359.15,5,Plin,1795.75
V1004149,2025-02-28,Arequipa,Alimentos,Aceite,278.76,3,Tarjeta,836.28
V1004150,2025-08-08,Lima,Belleza,Shampoo,278.87,2,Efectivo,557.74
V1004151,2025-03-16,Cusco,,Camisa,145.35,2,Tarjeta,290.7
V1004152,2025-07-30,Piura,Belleza,Shampoo,456.91,1,Plin,456.91
V1004153,2025-03-24,Lima,Alimentos,Aceite,478.82,1,Tarjeta,478.82
V1004154,2025-05-04,Piura,Moda,Casaca,264.94,3,Tarjeta,794.82
V1004155,2025-12-09,Piura,,Pantalón,150.88,1,Plin,150.88
V1004156,2025-12-31,Cusco,Moda,Casaca,68.92,5,Efectivo,344.6
V1004157,2025-06-13,Lima,Belleza,Maquillaje,395.36,2,Yape,790.72
