categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Alimentos,1509.09,121,1848.5,11.8,Diciembre,155581.0794717234,alta
Alimentos,1175.36,305,4664.99,23.6,Febrero,15046.09,alta
Alimentos,54.89,129,93.94,28.4,Abril,558.39,baja
Deportes,1769.88,412,4996.73,44.8,Abril,35360.2,alta
Alimentos,913.19,76,,12.9,Septiembre,20784.74,alta
Ropa,907.92,314,1447.33,5.7,Octubre,28108.86,alta
Deportes,1063.7,348,3648.1,39.5,Julio,18687.22,alta
Ropa,1697.74,73,4845.96,47.5,Septiembre,19776.14,alta
Deportes,1076.76,117,984.85,27.8,Mayo,15061.75,alta
Ropa,703.1,116,3210.5,14.1,Junio,20018.12,alta
TECNOLOGIA,911.95,9,1293.92,8.2,Enero,23917.55,alta
Alimentos,1790.31,53,4817.85,18.0,Diciembre,44413.22,alta
Deportes,10.43,215,3380.05,38.8,Septiembre,2683.83,media
Alimentos,207.15,436,1900.09,25.6,Septiembre,2731.2,media
Deportes,1240.21,45,1436.05,42.2,Marzo,34594.03,alta
Deportes,1552.49,344,2062.4,32.8,Abril,28123.55,alta
Tecnologia,120.26,470,3611.53,22.9,Febrero,3950.56,media
HOGAR,949.12,275,2721.44,16.2,Mayo,5706.72,alta
Ropa,346.46,381,3979.36,1.6,Agosto,5104.94,alta
Deportes,1923.7,234,4649.91,49.3,Junio,15624.03,alta
Tecnologia,1740.62,488,4569.11,17.7,Febrero,7774.25,alta
Deportes,1469.49,160,3967.5,17.6,Octubre,45119.18,alta
Ropa,,432,1612.36,6.4,Junio,38384.55,alta
Ropa,126.77,152,2602.95,10.5,Junio,2290.59,media
Ropa,600.37,235,3002.8,33.2,Enero,8541.52,alta
Hogar,1913.35,267,704.54,19.9,Junio,9973.81,alta
Hogar,945.17,139,1682.91,3.9,Mayo,23371.91,alta
Alimentos,1627.38,267,812.43,5.1,Julio,31465.55,alta
Alimentos,1048.44,327,1820.93,24.4,Junio,24976.51,alta
Ropa,1325.19,329,2699.56,14.0,Enero,17567.92,alta
Alimentos,1058.64,333,4304.6,36.3,Julio,26536.26,alta
Deportes,,303,,5.2,Abril,8788.0,alta
Tecnologia,869.31,70,3190.23,32.9,Mayo,22555.6,alta
Deportes,1083.25,322,1476.11,14.0,Mayo,24439.42,alta
DEPORTES,1420.84,283,2798.82,23.5,Julio,24607.93,alta
Tecnologia,1181.62,387,3680.49,18.1,Febrero,14508.98,alta
Alimentos,1338.91,327,1474.95,43.6,Diciembre,25663.7,alta
Hogar,411.08,427,2179.29,15.6,Enero,8319.58,alta
Ropa,770.22,235,3270.75,42.4,Octubre,11498.5,alta
Deportes,1729.63,422,3545.31,46.9,Abril,26257.2,alta
Ropa,987.82,90,1442.37,18.7,Noviembre,22338.95,alta
Hogar,45.79,109,110.69,31.1,Julio,911.79,baja
Deportes,440.79,131,3799.97,0.7,Octubre,14069.68,alta
Hogar,794.07,341,816.66,26.3,Noviembre,24529.7,alta
Deportes,1908.73,253,4679.69,43.4,Enero,36319.52,alta
Tecnologia,1265.86,427,905.45,37.6,Junio,11996.51,alta
Hogar,1080.63,393,3577.02,24.5,Abril,28924.41,alta
Deportes,1047.8,332,4669.61,16.9,Octubre,29826.44,alta
Deportes,1520.44,492,,6.7,Septiembre,28327.45,alta
Ropa,1728.54,183,3802.01,7.4,Abril,22196.09,alta
Deportes,1038.82,199,4175.93,29.3,Diciembre,27591.27,alta
DEPORTES,463.23,428,792.29,9.2,Marzo,3905.11,media
Ropa,1204.74,384,750.38,16.8,Enero,6334.2,alta
Deportes,86.53,145,1563.44,24.9,Noviembre,2269.0,media
Alimentos,1870.27,286,2331.9,41.2,Marzo,46699.74,alta
Alimentos,514.82,371,4269.12,23.5,Octubre,6739.54,alta
Deportes,493.59,46,4822.22,3.4,Octubre,14662.59,alta
Ropa,53.97,417,,14.2,Octubre,4107.73,media
Alimentos,625.7,344,2969.06,48.3,Julio,6057.97,alta
Hogar,1022.59,244,3598.57,44.0,Abril,27266.75,alta
Alimentos,1278.98,90,3141.59,18.1,Abril,13285.19,alta
Alimentos,99.88,110,1339.41,32.2,Mayo,1425.62,baja
Ropa,,22,4703.78,33.7,Marzo,19571.9,alta
alimentos,663.79,382,2591.03,30.9,Febrero,5509.86,alta
Alimentos,1666.72,229,1416.47,3.5,Febrero,39760.26,alta
Ropa,411.49,62,,2.9,Agosto,10194.6,alta
Alimentos,87.48,471,4433.68,17.0,Octubre,6708.17,alta
Hogar,165.69,35,3912.09,45.9,Octubre,4157.25,media
Tecnologia,863.37,184,1096.27,4.7,Enero,6189.89,alta
Ropa,1333.52,47,1931.44,25.2,Enero,19484.22,alta
Deportes,582.88,368,2897.03,14.6,Mayo,16703.59,alta
Deportes,185.61,129,3423.06,6.0,Abril,4261.46,media
Tecnologia,1103.35,106,2268.25,7.1,Septiembre,7674.23,alta
Alimentos,516.23,344,2267.46,26.1,Abril,7017.1,alta
Deportes,947.85,102,239.65,44.2,Septiembre,26462.54,alta
Hogar,829.71,122,,26.7,Agosto,20478.0,alta
Tecnologia,1773.15,393,2516.94,47.0,Mayo,25442.35,alta
Deportes,457.9,197,1793.41,33.6,Noviembre,2605.57,media
Alimentos,1596.9,379,316.91,37.2,Septiembre,129396.45982496144,alta
Deportes,1786.46,189,660.12,36.4,Septiembre,18070.75,alta
Ropa,1173.89,11,3366.74,35.5,Febrero,36767.48,alta
Ropa,809.74,202,664.22,21.6,Abril,6399.33,alta
Deportes,648.47,243,864.22,34.6,Septiembre,17473.21,alta
Ropa,169.53,64,1312.1,17.4,Septiembre,5004.87,alta
Deportes,1244.11,197,121.92,35.9,Agosto,24972.03,alta
Deportes,593.5,168,3520.7,40.1,Abril,16408.48,alta
Tecnologia,650.11,323,2120.14,33.4,Mayo,21279.34,alta
Tecnologia,428.3,74,794.59,12.4,Agosto,7189.13,alta
Deportes,1316.43,498,288.56,8.7,Febrero,11721.45,alta
Tecnologia,1456.66,186,4147.64,28.3,Agosto,25530.38,alta
Ropa,1863.22,346,4701.68,4.5,Septiembre,11244.3,alta
Hogar,488.68,465,656.07,28.8,Noviembre,11634.27,alta
ropa,871.3,39,4487.31,31.3,Julio,13678.1,alta
Ropa,,9,749.22,33.9,Noviembre,8799.42,alta
Deportes,740.16,248,2849.86,45.7,Febrero,15209.42,alta
Ropa,1885.3,408,3884.81,25.1,Junio,32837.52,alta
Tecnologia,621.61,40,3258.14,11.9,Abril,9953.28,alta
Ropa,880.19,426,4573.29,11.9,Enero,16968.78,alta
Ropa,1579.76,157,3054.27,17.0,Febrero,13417.92,alta
Tecnologia,900.0,345,4438.35,6.8,Enero,14024.09,alta
Hogar,471.9,194,2115.13,45.9,Julio,10346.59,alta
Deportes,1659.37,445,967.05,27.9,Octubre,43384.38,alta
Ropa,1423.77,238,,24.7,Agosto,28808.29,alta
Deportes,53.8,118,1324.44,37.8,Febrero,1126.43,baja
Ropa,676.91,458,2564.58,1.0,Febrero,22200.16,alta
Hogar,531.22,193,4796.0,48.5,Febrero,14098.58,alta
Deportes,1726.85,161,1499.45,35.9,Diciembre,52405.08,alta
Hogar,1424.12,433,209.17,25.7,Enero,33896.96,alta
Tecnologia,1993.46,188,2349.07,38.0,Febrero,49792.41,alta
tecnologia,669.89,336,1370.89,38.1,Noviembre,16844.04,alta
Alimentos,970.79,318,140.16,32.3,Marzo,8115.05,alta
Ropa,1553.9,437,4555.78,25.7,Enero,35953.44,alta
Ropa,1461.18,410,4747.4,24.9,Septiembre,45848.67,alta
Alimentos,,260,3280.07,15.9,Agosto,52747.36,alta
Ropa,941.93,426,2181.74,16.0,Junio,19734.13,alta
Deportes,432.1,327,681.69,10.0,Enero,2549.06,media
Alimentos,557.06,72,4224.42,10.2,Agosto,11300.34,alta
Alimentos,888.58,480,3881.01,31.0,Julio,21326.17,alta
Ropa,1237.66,389,3660.82,35.7,Febrero,9091.6,alta
Alimentos,,482,4339.84,35.4,Agosto,29073.38,alta
Hogar,119.57,138,4838.28,43.4,Agosto,6700.33,alta
Hogar,1764.75,353,2349.56,13.0,Abril,8754.13,alta
Alimentos,700.45,75,2849.38,40.6,Marzo,12764.34,alta
tecnologia,1620.79,210,2425.71,36.9,Marzo,34483.14,alta
Deportes,1127.55,403,401.04,41.8,Marzo,12682.89,alta
Deportes,539.67,231,3737.49,25.7,Noviembre,17009.98,alta
Alimentos,850.51,5,3367.86,43.1,Noviembre,27463.44,alta
Hogar,287.27,181,4764.12,1.6,Septiembre,10338.21,alta
Tecnologia,820.64,433,3058.68,2.8,Agosto,14670.41,alta
Ropa,1362.04,280,1267.1,29.2,Junio,6202.31,alta
Tecnologia,1603.37,256,3181.16,45.5,Febrero,16219.6,alta
Hogar,1439.31,312,4177.01,48.8,Agosto,14279.92,alta
Tecnologia,164.1,158,1864.06,25.7,Febrero,4954.2,media
Tecnologia,548.96,40,,5.8,Julio,12524.36,alta
Alimentos,483.35,65,450.67,14.7,Abril,12170.73,alta
Tecnologia,362.75,358,3186.5,21.0,Febrero,5083.04,alta
Ropa,1985.7,178,4646.43,45.9,Mayo,43638.9,alta
Alimentos,1403.44,23,4178.2,16.6,Junio,7114.11,alta
Hogar,1098.6,62,4424.37,3.4,Agosto,9833.08,alta
Deportes,1163.66,426,3411.26,7.8,Diciembre,9878.66,alta
Tecnologia,595.64,9,866.63,28.9,Octubre,151619.86658903022,alta
Hogar,809.06,155,4546.44,11.7,Julio,10691.86,alta
Ropa,1548.93,165,120.12,3.2,Diciembre,36399.85,alta
Hogar,1915.83,411,773.75,13.3,Octubre,32254.29,alta
Ropa,,377,2412.74,4.2,Diciembre,9202.06,alta
Ropa,1844.14,342,1748.73,42.5,Enero,35995.23,alta
Deportes,1955.27,312,1132.13,36.3,Junio,32890.18,alta
Hogar,864.0,73,495.02,17.3,Agosto,6985.35,alta
Tecnologia,1718.32,412,734.21,28.6,Agosto,6303.22,alta
Deportes,818.65,18,4907.09,18.0,Diciembre,20143.01,alta
Hogar,1908.17,121,3072.8,39.6,Octubre,14020.3,alta
Ropa,1806.24,209,618.57,13.5,Octubre,37929.47,alta
Ropa,1135.08,360,3945.67,47.1,Enero,30145.43,alta
Tecnologia,655.85,272,1330.16,29.3,Febrero,15673.75,alta
Tecnologia,1191.16,276,3550.95,1.0,Mayo,11020.28,alta
Ropa,276.31,403,1329.73,24.9,Julio,5484.88,alta
Hogar,1282.82,103,847.9,48.6,Mayo,27903.26,alta
Tecnologia,180.47,295,3513.31,30.3,Noviembre,6675.52,alta
Ropa,1940.34,312,2180.3,16.7,Julio,20572.82,alta
Hogar,1367.47,221,,27.0,Diciembre,29059.82,alta
ropa,1965.61,230,3984.5,18.9,Noviembre,29755.83,alta
Deportes,1812.69,136,2036.21,30.4,Julio,39084.28,alta
Deportes,843.72,141,,30.4,Noviembre,18749.2,alta
Ropa,,270,1073.61,33.0,Diciembre,6415.69,alta
Deportes,1794.91,378,3254.27,47.2,Julio,8793.23,alta
Tecnologia,1939.35,103,3493.04,3.0,Marzo,32647.13,alta
Deportes,1858.65,452,3443.22,39.5,Agosto,43469.57,alta
Deportes,,59,1773.55,11.3,Enero,38849.16,alta
Tecnologia,452.94,183,3067.63,46.8,Noviembre,3468.99,media
Alimentos,1321.39,287,1851.85,20.8,Febrero,26956.21,alta
Hogar,1068.52,386,2820.9,11.4,Septiembre,13154.97,alta
Ropa,,252,834.94,30.1,Octubre,29412.6,alta
Alimentos,847.64,419,1762.42,32.0,Octubre,9382.94,alta
Tecnologia,1451.63,299,52.94,8.1,Marzo,34750.66,alta
Deportes,1056.41,494,2827.24,7.8,Diciembre,30802.04,alta
Hogar,434.86,9,871.92,27.4,Octubre,7804.02,alta
Alimentos,473.8,256,,14.6,Noviembre,4404.38,media
Tecnologia,1329.2,251,86.16,45.4,Agosto,20156.55,alta
Hogar,1245.5,35,,37.5,Marzo,9845.56,alta
Hogar,1376.94,119,2491.9,16.1,Noviembre,10183.84,alta
Deportes,511.82,341,2057.53,31.8,Diciembre,7727.66,alta
Hogar,269.99,266,,46.6,Junio,5158.48,alta
Deportes,553.28,231,4167.91,27.3,Febrero,16660.18,alta
Hogar,359.1,329,4871.57,23.6,Febrero,6747.78,alta
hogar,933.71,444,4679.44,44.9,Octubre,21759.58,alta
Deportes,663.87,305,1175.27,32.1,Noviembre,14806.64,alta
Hogar,70.48,442,2773.5,41.2,Enero,3213.92,media
Ropa,572.24,277,1914.93,35.5,Marzo,17201.22,alta
Tecnologia,1822.78,75,3717.97,45.1,Mayo,7623.04,alta
Tecnologia,1755.55,443,4164.96,42.5,Julio,39446.99,alta
Hogar,1445.37,170,2802.87,6.8,Mayo,44435.53,alta
TECNOLOGIA,1439.87,409,4976.09,27.7,Febrero,21334.56,alta
Deportes,796.16,347,983.52,4.3,Septiembre,13734.34,alta
Hogar,61.52,460,139.58,8.8,Noviembre,1712.08,media
Alimentos,1126.85,438,2332.9,36.3,Mayo,10678.93,alta
Deportes,650.3,172,197.39,38.8,Abril,11692.6,alta
Hogar,1355.63,308,2063.94,2.9,Diciembre,35799.35,alta
DEPORTES,704.35,260,2487.1,41.8,Septiembre,7484.89,alta
Tecnologia,1679.53,440,748.11,32.1,Enero,19316.18,alta
Alimentos,499.73,67,3872.97,4.7,Enero,15752.38,alta
Alimentos,1560.68,76,3980.4,31.8,Enero,21761.06,alta
Alimentos,1501.7,256,1182.76,38.8,Diciembre,25275.55,alta
Ropa,210.13,47,1741.4,30.8,Septiembre,2127.18,media
Hogar,,285,611.14,32.4,Septiembre,16785.28,alta
Hogar,533.72,123,2584.94,48.4,Octubre,12763.98,alta
Ropa,1001.59,444,2838.59,36.4,Enero,21842.64,alta
Ropa,1173.85,327,825.55,38.6,Julio,23475.02,alta
Deportes,154.52,12,4228.29,37.0,Marzo,3932.84,media
Hogar,939.59,389,1820.29,32.4,Mayo,14315.95,alta
Hogar,1254.0,481,3742.58,8.8,Julio,37738.12,alta
Alimentos,482.59,386,2759.92,33.0,Diciembre,14055.19,alta
Tecnologia,684.49,295,2418.76,11.0,Diciembre,11227.55,alta
ropa,180.86,312,4491.68,3.8,Abril,4715.91,media
Ropa,199.58,438,4314.0,25.0,Octubre,5457.33,alta
Tecnologia,1690.63,382,3363.53,31.5,Octubre,41587.02,alta
tecnologia,665.52,125,3828.81,9.2,Junio,19368.45,alta
Hogar,1062.14,389,4546.85,1.8,Noviembre,32934.35,alta
Ropa,1958.24,264,754.16,22.3,Junio,28856.65,alta
Deportes,36.39,66,3187.7,8.1,Julio,3336.1,media
Alimentos,277.64,63,588.37,24.5,Junio,7156.32,alta
Alimentos,363.57,324,1314.71,48.4,Octubre,3140.59,media
Tecnologia,1530.27,243,1861.41,8.6,Agosto,37130.67,alta
Deportes,1105.5,243,1775.02,11.6,Noviembre,14302.18,alta
Tecnologia,447.3,170,2056.68,37.4,Agosto,14516.84,alta
Tecnologia,39.71,479,3182.05,41.5,Diciembre,3755.85,media
Tecnologia,1602.27,452,,21.7,Agosto,11344.93,alta
Tecnologia,1091.16,80,4006.05,10.0,Mayo,24908.12,alta
Deportes,1411.04,286,436.77,35.0,Abril,4007.36,media
Deportes,1393.45,222,4507.96,28.2,Agosto,10985.6,alta
Deportes,1099.8,132,2303.47,23.7,Enero,24635.7,alta
Tecnologia,1238.52,138,2863.52,23.3,Julio,36385.91,alta
Hogar,1861.41,304,3396.16,11.7,Febrero,45816.62,alta
Hogar,427.47,180,3038.41,14.5,Noviembre,10542.26,alta
Hogar,52.79,104,235.85,6.5,Marzo,1389.63,baja
Alimentos,1140.01,366,3565.0,4.6,Agosto,19281.33,alta
Ropa,471.45,141,2487.13,27.7,Mayo,7051.74,alta
Hogar,,138,3087.3,20.6,Junio,41234.25,alta
Tecnologia,1508.52,435,3593.47,46.8,Octubre,8477.8,alta
Ropa,1794.71,338,4925.27,20.0,Octubre,56535.75,alta
Tecnologia,693.01,102,1756.0,5.6,Septiembre,11309.53,alta
Alimentos,445.73,237,2467.54,25.8,Junio,8208.6,alta
Ropa,977.67,188,559.82,2.1,Diciembre,21149.61,alta
hogar,1116.94,44,1872.89,38.0,Febrero,26785.25,alta
Tecnologia,1752.52,355,4074.1,31.8,Mayo,37180.59,alta
Alimentos,809.66,249,858.52,12.2,Mayo,22732.53,alta
Alimentos,1315.55,219,2249.43,31.1,Noviembre,38765.52,alta
Alimentos,262.04,377,353.87,26.3,Noviembre,2520.53,media
Ropa,159.39,376,,3.2,Mayo,3174.02,media
Hogar,1501.56,228,437.36,33.0,Enero,37961.28,alta
Ropa,195.41,441,3359.15,4.0,Octubre,4534.71,media
Hogar,1319.61,210,372.72,17.7,Febrero,27410.31,alta
Tecnologia,464.73,367,3607.7,8.3,Abril,15397.79,alta
Ropa,1604.15,487,304.12,14.6,Diciembre,45643.03,alta
Hogar,1992.76,413,3574.49,9.8,Abril,56669.9,alta
Deportes,1591.29,395,4837.51,32.4,Octubre,17474.16,alta
Hogar,,450,92.63,30.1,Agosto,25850.55,alta
TECNOLOGIA,1510.0,422,70.0,48.6,Junio,21940.88,alta
Hogar,163.99,395,3359.03,26.6,Enero,174637.0167535297,alta
Hogar,1244.09,167,1139.29,27.6,Diciembre,35403.76,alta
Tecnologia,396.64,94,841.16,16.8,Junio,3754.92,media
Deportes,1915.35,257,1831.55,47.1,Febrero,47652.66,alta
Ropa,,341,4451.18,36.0,Julio,5984.67,alta
Hogar,535.86,107,883.64,40.2,Mayo,16335.76,alta
Deportes,579.57,16,4209.2,13.5,Agosto,4472.51,media
Deportes,1835.22,42,3945.36,17.1,Septiembre,41486.59,alta
Tecnologia,120.91,64,1876.15,41.5,Agosto,3944.55,media
Alimentos,1396.96,291,989.72,37.1,Noviembre,33219.68,alta
Deportes,396.74,60,3477.48,47.5,Diciembre,7054.78,alta
Tecnologia,1978.73,167,2574.4,0.2,Noviembre,15467.41,alta
Alimentos,1685.82,499,4871.97,11.2,Febrero,13853.54,alta
Alimentos,452.85,179,3875.54,23.1,Noviembre,6255.71,alta
Tecnologia,45.6,262,4551.47,33.0,Octubre,4312.55,media
Hogar,444.98,294,2892.15,12.4,Septiembre,6126.99,alta
Tecnologia,1613.54,444,3106.28,41.9,Enero,21907.79,alta
Tecnologia,311.56,108,1324.83,43.3,Enero,5836.97,alta
Ropa,,373,3262.09,28.8,Marzo,4625.38,media
Alimentos,564.03,299,600.58,33.2,Mayo,5898.43,alta
Hogar,129.76,190,2698.76,25.9,Agosto,5094.13,alta
Hogar,1930.49,122,111.66,48.6,Marzo,41571.17,alta
Hogar,1091.22,10,4101.62,13.5,Enero,19102.02,alta
Alimentos,238.89,59,2862.23,27.0,Marzo,3824.19,media
Hogar,656.07,451,1614.03,28.6,Abril,14143.34,alta
Ropa,1003.06,206,1492.42,15.4,Mayo,22590.89,alta
Tecnologia,861.64,453,2493.49,44.0,Junio,24974.53,alta
HOGAR,384.61,253,841.24,29.9,Junio,7940.93,alta
Alimentos,1772.01,28,2061.29,10.6,Junio,15194.93,alta
Tecnologia,,330,,36.5,Agosto,19141.69,alta
Ropa,1384.7,122,2961.78,20.2,Febrero,31654.86,alta
Tecnologia,733.45,392,2436.38,0.6,Enero,18990.41,alta
Ropa,1887.74,253,,33.3,Noviembre,15298.99,alta
Hogar,266.82,229,753.52,18.5,Febrero,8457.64,alta
Hogar,902.15,371,1577.11,26.5,Agosto,20649.54,alta
Hogar,625.07,92,538.09,43.4,Diciembre,18375.66,alta
Ropa,1229.0,15,2923.28,11.4,Febrero,31522.2,alta
Hogar,,343,871.62,20.8,Abril,13177.05,alta
Ropa,1698.71,489,4983.2,48.0,Julio,12683.14,alta
Hogar,340.42,414,566.19,27.4,Octubre,4434.46,media
Alimentos,1936.24,272,4847.1,2.5,Diciembre,42280.23,alta
Alimentos,969.53,145,1824.26,18.6,Agosto,29134.96,alta
Ropa,725.17,39,1813.83,18.3,Julio,18257.7,alta
Tecnologia,1866.84,179,1470.35,8.1,Diciembre,52135.53,alta
Alimentos,1382.02,15,3332.4,9.2,Diciembre,43637.78,alta
Tecnologia,564.79,43,1373.26,37.4,Septiembre,7708.64,alta
Ropa,658.41,142,2570.84,43.6,Abril,12812.36,alta
Deportes,1770.83,149,2485.27,46.0,Septiembre,43822.47,alta
Ropa,77.89,163,2884.81,13.1,Enero,2738.17,media
Alimentos,1218.01,204,3365.25,12.6,Febrero,37948.39,alta
Alimentos,1504.36,167,2010.6,10.1,Mayo,46837.91,alta
Ropa,655.08,85,2571.28,28.0,Febrero,3718.94,media
Alimentos,1473.1,34,,0.3,Julio,44360.23,alta
Ropa,341.01,398,,24.4,Febrero,131544.84873203418,alta
Hogar,540.33,96,2952.95,28.5,Abril,13344.12,alta
Ropa,1259.01,493,3009.41,11.0,Mayo,36489.74,alta
Deportes,1045.83,230,3114.44,28.0,Marzo,32450.17,alta
Hogar,946.65,284,70.18,48.9,Mayo,4563.23,media
Ropa,692.82,83,4060.62,18.4,Enero,13986.03,alta
Alimentos,1920.61,187,,8.5,Julio,24139.66,alta
Deportes,169.95,77,3854.44,9.4,Diciembre,3338.29,media
Hogar,994.24,161,632.01,24.5,Diciembre,13589.49,alta
Deportes,1871.91,371,4950.44,23.6,Junio,25417.54,alta
Hogar,1967.98,422,75.71,46.1,Diciembre,6008.99,alta
Tecnologia,691.99,167,3836.17,26.6,Enero,7216.79,alta
Ropa,1753.99,17,2219.34,32.3,Febrero,49944.33,alta
Deportes,,287,666.62,0.9,Octubre,4430.63,media
Ropa,1557.16,168,4661.66,47.4,Marzo,8051.63,alta
Tecnologia,247.35,436,2933.73,30.2,Septiembre,9033.69,alta
Ropa,791.54,325,2465.99,29.8,Septiembre,5042.53,alta
Tecnologia,98.86,219,4295.93,25.3,Septiembre,4884.57,media
Hogar,1138.37,188,858.69,27.8,Agosto,11683.28,alta
Alimentos,1161.62,352,1588.6,43.2,Septiembre,11090.61,alta
Ropa,86.6,283,566.63,13.0,Noviembre,1430.79,baja
Ropa,1871.92,224,4772.53,18.1,Junio,22283.64,alta
Tecnologia,1806.38,446,2704.73,25.3,Julio,20992.7,alta
Deportes,1167.03,90,655.86,40.8,Octubre,31721.91,alta
Hogar,400.97,19,,20.1,Octubre,14562.99,alta
Tecnologia,1456.42,424,2460.02,24.9,Abril,35557.83,alta
Deportes,,488,3869.73,39.5,Octubre,13498.07,alta
Tecnologia,1141.16,324,838.27,41.4,Septiembre,161948.61628268653,alta
Tecnologia,87.46,412,4364.53,25.6,Diciembre,4499.83,media
Tecnologia,426.18,487,1682.79,14.9,Marzo,13297.12,alta
Tecnologia,789.01,246,4083.11,17.6,Septiembre,11282.89,alta
Tecnologia,1421.31,371,4098.38,11.9,Noviembre,29311.8,alta
Deportes,125.55,292,347.15,17.3,Junio,3246.81,media
Tecnologia,1462.03,202,4121.25,12.9,Julio,22995.69,alta
Ropa,1831.25,214,4567.09,45.9,Noviembre,30694.92,alta
Alimentos,,72,3831.35,49.0,Mayo,16993.01,alta
Hogar,1243.88,448,4854.34,46.5,Diciembre,10771.91,alta
Ropa,1980.79,337,1403.07,27.8,Abril,49670.29,alta
Ropa,1442.89,414,315.32,37.4,Julio,26491.36,alta
Hogar,1087.31,227,4546.78,45.0,Junio,20679.72,alta
Ropa,893.8,259,,32.0,Noviembre,30298.81,alta
Hogar,581.42,285,3998.42,10.4,Junio,14542.9,alta
Ropa,291.93,469,2395.7,35.4,Marzo,8890.83,alta
Tecnologia,1568.94,218,803.62,12.0,Septiembre,45786.98,alta
Tecnologia,1402.59,74,245.37,7.9,Noviembre,6253.84,alta
Alimentos,1300.81,448,2447.72,46.3,Marzo,28982.82,alta
Tecnologia,670.82,109,1530.36,0.7,Noviembre,8180.56,alta
Alimentos,97.08,342,4778.57,28.6,Marzo,7170.2,alta
Deportes,1637.89,370,4292.99,0.5,Octubre,29754.37,alta
Tecnologia,1710.65,456,3669.7,40.7,Enero,15417.81,alta
Ropa,1808.53,372,1401.12,6.4,Febrero,11827.95,alta
Alimentos,1219.93,224,4031.52,24.4,Junio,163198.95626717343,alta
Deportes,844.99,163,1728.28,15.4,Febrero,25491.74,alta
Hogar,1748.73,167,,42.0,Abril,42558.89,alta
Deportes,1631.74,375,41.34,22.2,Noviembre,24232.1,alta
Deportes,118.6,300,,7.6,Diciembre,1795.67,media
HOGAR,317.43,117,3796.14,2.9,Octubre,11556.33,alta
Deportes,1488.6,7,1408.47,5.7,Mayo,33903.26,alta
Alimentos,1519.99,452,3344.92,10.9,Noviembre,9489.25,alta
Tecnologia,18.98,10,3471.56,5.6,Octubre,2707.41,media
Tecnologia,727.17,190,2567.48,45.5,Diciembre,9011.13,alta
Alimentos,,382,4693.09,1.1,Octubre,44561.24,alta
Tecnologia,1171.54,43,4241.44,31.4,Abril,35131.29,alta
Alimentos,1909.89,494,1260.73,44.8,Diciembre,11687.33,alta
Alimentos,1936.63,415,970.25,5.0,Diciembre,17724.46,alta
DEPORTES,1914.17,200,4208.52,41.0,Octubre,38681.73,alta
Ropa,371.93,259,2987.53,28.3,Septiembre,13728.15,alta
Tecnologia,58.92,322,483.84,5.3,Enero,1993.02,media
Hogar,674.01,335,773.31,48.5,Agosto,16849.0,alta
Tecnologia,1092.57,45,1876.18,18.1,Marzo,27411.54,alta
Tecnologia,1764.76,55,,25.1,Febrero,11317.99,alta
Ropa,1054.09,494,2987.95,21.8,Enero,33560.3,alta
Tecnologia,697.68,403,2782.37,30.3,Agosto,6851.48,alta
ROPA,1981.28,321,4279.5,40.4,Octubre,24107.06,alta
Alimentos,144.24,215,,7.1,Febrero,6651.69,alta
Hogar,,172,263.08,0.7,Febrero,3189.69,media
Alimentos,788.74,495,219.66,4.9,Junio,15303.15,alta
Tecnologia,1849.66,8,234.52,31.6,Octubre,45356.0,alta
Alimentos,832.51,242,537.16,17.1,Septiembre,8062.95,alta
Alimentos,701.48,256,,39.0,Febrero,20900.42,alta
ALIMENTOS,1215.17,28,1961.33,13.7,Septiembre,13345.93,alta
Ropa,963.25,399,965.8,6.2,Septiembre,11833.16,alta
Tecnologia,51.97,403,2249.88,1.7,Septiembre,3285.51,media
Alimentos,237.31,154,694.94,48.2,Diciembre,1962.69,media
Tecnologia,1448.27,431,3127.11,19.9,Marzo,27269.63,alta
deportes,1120.76,358,2001.98,11.9,Agosto,14474.47,alta
Alimentos,457.23,349,4693.31,48.2,Junio,6396.57,alta
Alimentos,1601.5,478,3324.84,30.7,Enero,13650.07,alta
Tecnologia,618.24,223,4536.86,33.1,Junio,9504.44,alta
Deportes,929.26,486,3063.66,0.9,Septiembre,21219.82,alta
Deportes,278.4,109,3551.96,39.5,Septiembre,8632.71,alta
Ropa,660.79,220,1490.97,19.1,Julio,3093.25,media
Tecnologia,1450.47,11,1465.59,15.1,Octubre,17195.5,alta
Alimentos,85.64,397,2234.96,38.0,Octubre,4025.17,media
Tecnologia,773.35,368,2669.23,40.5,Agosto,5558.56,alta
Tecnologia,1937.13,181,219.37,9.9,Noviembre,46597.15,alta
Hogar,1179.18,499,559.01,7.6,Agosto,28633.96,alta
Hogar,1793.96,289,2203.09,23.4,Mayo,50645.0,alta
Ropa,1751.09,81,2293.82,38.1,Mayo,8802.18,alta
DEPORTES,772.66,494,4239.9,16.8,Mayo,16399.79,alta
Ropa,1310.96,224,4726.44,13.0,Septiembre,12917.31,alta
Tecnologia,214.08,128,3805.96,13.9,Junio,8562.74,alta
Deportes,699.05,8,3007.04,31.4,Septiembre,5258.84,alta
Deportes,1578.54,53,14.28,17.0,Mayo,3922.62,media
Tecnologia,543.18,11,4785.16,18.4,Octubre,6785.8,alta
Ropa,573.4,454,4109.66,5.9,Enero,10538.57,alta
Ropa,1702.03,410,2333.52,27.3,Noviembre,45634.74,alta
