edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
32,931.39,9,11.2,0,Universitario,6407.3,no_moroso
41,4129.75,2,34.9,0,Secundaria,8195.8,moroso
42,11430.67,4,5.6,1,Universitario,29887.87,no_moroso
26,9328.55,6,42.6,1,Universitario,22196.37,moroso
55,5187.37,7,1.7,1,Tecnico,13384.83,no_moroso
52,10012.88,6,15.4,0,Secundaria,25510.65,no_moroso
31,7049.77,3,1.4,0,Tecnico,19270.23,no_moroso
65,11840.06,2,1.5,1,Universitario,29893.65,no_moroso
29,3908.33,4,3.3,1,Universitario,10072.93,no_moroso
63,6134.39,6,9.3,1,Universitario,15902.85,no_moroso
45,7976.23,6,8.2,1,Universitario,20717.56,no_moroso
66,7741.69,2,,0,Tecnico,21336.14,no_moroso
60,9254.45,7,,1,secundaria,23385.43,no_moroso
20,,3,2.4,0,Universitario,19845.44,no_moroso
49,7429.86,0,55.0,1,Posgrado,18207.92,moroso
24,11673.5,2,0.8,0,Universitario,30438.85,no_moroso
34,13890.21,1,10.7,1,Tecnico,32883.62,no_moroso
46,9352.89,4,9.3,0,Tecnico,24611.46,no_moroso
22,9229.62,1,29.6,0,Universitario,23550.66,no_moroso
24,11187.79,1,,1,TECNICO,26177.26,no_moroso
68,,5,,1,Universitario,26519.8,no_moroso
33,12906.18,1,9.5,1,Tecnico,31455.23,no_moroso
20,,5,,1,Tecnico,16363.79,no_moroso
56,9225.67,5,0.2,0,Secundaria,24044.33,no_moroso
20,,1,1.9,1,Universitario,18279.28,no_moroso
56,11683.49,3,1.8,1,Posgrado,31549.29,no_moroso
18,,7,27.0,0,Secundaria,21239.89,no_moroso
19,3996.37,1,11.8,1,Tecnico,8113.81,no_moroso
59,5913.66,5,32.2,0,Secundaria,14678.24,moroso
22,2652.83,4,0.5,0,Universitario,9097.99,no_moroso
56,,8,51.7,1,POSGRADO,29514.83,moroso
48,1909.44,0,19.6,1,Tecnico,3460.33,no_moroso
61,4498.88,4,3.1,0,Tecnico,12417.17,no_moroso
46,14980.35,9,6.2,0,Universitario,40624.16,no_moroso
27,6651.31,0,6.0,1,Tecnico,15832.77,no_moroso
65,5689.18,0,10.5,0,tecnico,14571.55,no_moroso
41,10907.93,4,6.7,1,Universitario,27546.13,no_moroso
53,8620.02,3,,0,Universitario,20583.15,moroso
64,1193.81,2,13.0,0,Tecnico,2531.58,no_moroso
58,3300.33,8,8.8,0,Tecnico,9672.65,no_moroso
22,4618.97,0,54.0,0,Tecnico,165120.8594935442,moroso
45,13498.76,2,9.7,1,Secundaria,33139.26,no_moroso
61,9352.07,7,33.3,0,secundaria,23053.45,moroso
33,12241.55,2,0.6,1,Secundaria,30415.02,no_moroso
47,13880.6,2,0.4,0,Universitario,35802.57,no_moroso
48,12196.86,4,9.9,1,Universitario,31409.94,no_moroso
24,,8,40.9,0,Tecnico,30833.34,moroso
40,9792.5,9,16.5,1,Posgrado,27133.33,no_moroso
66,1852.7,8,1.0,0,Universitario,7447.42,no_moroso
60,4225.87,4,5.3,1,Posgrado,11876.66,no_moroso
22,9876.35,6,6.7,0,Posgrado,28546.91,no_moroso
27,4057.54,0,23.2,1,Tecnico,8740.66,no_moroso
68,7555.75,9,6.8,1,Universitario,19827.93,no_moroso
21,2489.76,6,4.3,0,Universitario,8733.23,no_moroso
55,9696.31,1,17.0,0,Posgrado,25764.38,no_moroso
28,4064.82,9,9.0,1,Universitario,11078.53,no_moroso
22,8793.94,1,14.4,0,Tecnico,22151.65,no_moroso
42,8053.22,2,16.0,1,Secundaria,18591.97,no_moroso
23,1898.84,1,,0,Universitario,6391.36,no_moroso
54,6762.37,1,11.0,0,Universitario,17412.89,no_moroso
54,,6,14.9,0,Tecnico,23655.77,no_moroso
50,11718.13,7,19.5,1,Tecnico,28555.05,no_moroso
42,4679.99,8,8.9,1,Universitario,12335.66,no_moroso
47,4484.4,8,2.8,1,Universitario,12194.32,no_moroso
46,7481.11,4,20.1,1,Tecnico,17342.6,no_moroso
19,2971.88,0,4.1,0,Secundaria,6939.04,no_moroso
50,10726.18,4,10.7,1,Tecnico,26034.51,no_moroso
56,2486.63,2,50.9,1,Posgrado,5598.14,moroso
27,7140.55,8,13.1,1,Tecnico,18094.58,no_moroso
64,5302.87,8,15.0,0,Universitario,14819.02,no_moroso
34,8915.32,0,3.8,0,Secundaria,21888.42,no_moroso
32,8246.47,0,0.9,1,Tecnico,19050.99,no_moroso
23,4689.18,4,,0,Tecnico,13271.08,no_moroso
41,1729.17,2,21.4,1,Tecnico,3016.75,no_moroso
42,12841.95,4,15.0,1,Secundaria,30995.35,no_moroso
35,5452.86,2,11.1,1,Universitario,13219.35,no_moroso
69,13480.51,9,1.1,1,Posgrado,36858.32,no_moroso
47,2973.41,5,9.3,1,Universitario,8246.97,no_moroso
63,10122.86,6,8.0,0,Universitario,27925.08,no_moroso
46,12869.8,0,0.3,1,Universitario,31592.17,no_moroso
49,7912.2,6,,1,Posgrado,21326.52,no_moroso
18,14145.78,1,5.2,0,TECNICO,35111.81,no_moroso
43,6759.29,3,7.7,0,Universitario,19096.45,no_moroso
45,2624.71,6,79.9,0,Posgrado,6249.14,moroso
51,,6,6.8,1,Posgrado,307353.8344385912,no_moroso
64,12401.94,8,1.9,0,Universitario,33028.75,no_moroso
26,7215.48,3,14.2,0,Posgrado,20648.03,no_moroso
26,8233.61,9,14.3,0,Universitario,22626.8,no_moroso
54,7395.04,1,5.8,0,Universitario,20823.79,no_moroso
69,13867.63,4,63.5,0,Tecnico,33006.53,moroso
66,6763.04,9,6.2,0,Universitario,20281.61,no_moroso
23,6155.85,2,26.6,0,Secundaria,15331.89,no_moroso
55,14601.4,0,1.0,0,Tecnico,37085.0,no_moroso
18,1429.97,5,5.7,1,Secundaria,2684.76,no_moroso
26,7462.63,4,19.8,1,Universitario,18496.39,no_moroso
56,2373.37,6,3.9,0,Secundaria,7387.41,no_moroso
35,3054.81,1,4.1,0,Posgrado,10161.83,no_moroso
19,4150.9,2,32.2,1,Posgrado,10197.87,moroso
65,6495.8,8,5.6,1,secundaria,15565.47,no_moroso
56,12292.25,6,,1,UNIVERSITARIO,30440.09,no_moroso
22,8545.88,6,,1,Tecnico,20704.51,no_moroso
56,4034.84,6,,0,Tecnico,10932.87,no_moroso
37,10624.84,3,12.6,0,Tecnico,27973.61,no_moroso
50,8349.87,2,4.4,0,Tecnico,21045.44,no_moroso
39,8108.14,9,0.7,1,universitario,21465.03,no_moroso
67,4735.0,7,,0,Tecnico,13864.24,no_moroso
43,8772.75,9,1.3,0,Posgrado,26912.67,no_moroso
67,9246.87,0,76.1,1,Posgrado,20861.78,moroso
48,4685.75,6,4.1,1,universitario,13427.56,no_moroso
33,10016.28,3,12.5,1,Secundaria,24188.66,no_moroso
66,11820.95,5,67.9,1,SECUNDARIA,25334.09,moroso
39,5776.8,1,19.4,0,Tecnico,14366.54,no_moroso
43,13481.84,5,1.2,1,Posgrado,35392.35,no_moroso
41,12520.75,0,6.4,0,Universitario,32826.61,no_moroso
29,2320.13,0,23.0,0,Secundaria,5038.77,no_moroso
18,5412.28,6,21.5,0,Tecnico,13901.92,no_moroso
30,,0,6.3,1,UNIVERSITARIO,28067.35,no_moroso
51,4943.96,3,,0,Universitario,13103.55,no_moroso
58,,0,0.6,1,Universitario,35047.19,no_moroso
38,13718.44,3,4.6,0,Tecnico,34553.74,no_moroso
32,13158.78,7,7.6,0,Universitario,35318.71,no_moroso
33,5365.83,2,15.6,1,Secundaria,12338.34,no_moroso
19,12783.36,1,3.8,0,Universitario,33067.5,no_moroso
57,11798.79,0,34.7,1,Posgrado,29117.25,moroso
60,1025.83,4,3.4,0,Posgrado,5865.28,no_moroso
68,11663.9,1,21.4,0,Secundaria,28247.78,no_moroso
56,8825.73,5,2.6,1,Secundaria,21292.67,no_moroso
33,2683.29,9,5.7,0,Tecnico,8858.05,no_moroso
20,11222.84,0,19.4,1,Posgrado,27948.78,no_moroso
28,,5,17.7,0,Tecnico,21443.91,no_moroso
31,14058.15,1,63.7,0,Secundaria,31717.69,moroso
19,6812.33,0,19.3,0,Secundaria,225978.36195057823,no_moroso
49,4475.43,6,,1,Universitario,11279.54,no_moroso
51,8695.86,4,,0,Tecnico,21967.86,no_moroso
39,12633.99,5,22.6,1,Tecnico,29931.69,no_moroso
39,13207.99,6,6.6,0,Tecnico,34345.8,no_moroso
40,10863.78,5,36.5,1,secundaria,24659.84,moroso
35,4176.1,6,8.9,1,Posgrado,13251.48,no_moroso
27,9518.53,3,5.4,0,Universitario,25483.95,no_moroso
20,3589.65,5,1.7,1,Universitario,9684.05,no_moroso
64,14822.6,0,11.7,0,Tecnico,36872.82,no_moroso
43,13047.87,7,4.4,0,Posgrado,36879.8,no_moroso
50,,8,,0,Universitario,22760.33,no_moroso
68,13444.18,4,5.2,0,Posgrado,36477.06,no_moroso
58,2667.12,0,13.7,1,Tecnico,5292.74,no_moroso
68,12098.85,5,3.7,1,Posgrado,32942.07,no_moroso
63,,4,24.6,0,Tecnico,33860.98,no_moroso
43,9404.83,3,24.5,0,Tecnico,22710.8,no_moroso
26,3044.06,0,0.7,1,Tecnico,6929.9,no_moroso
39,11135.45,3,,1,Secundaria,27750.1,no_moroso
61,6826.45,6,20.4,1,Tecnico,16470.33,no_moroso
58,4899.07,0,13.4,0,Universitario,13849.22,no_moroso
28,5093.73,5,27.1,0,Universitario,14195.61,no_moroso
55,12528.39,5,3.1,1,Secundaria,30837.31,no_moroso
34,13948.65,3,4.1,1,Secundaria,34437.33,no_moroso
69,1082.83,0,19.8,1,Tecnico,200.0,no_moroso
37,2718.48,3,7.6,1,Universitario,6586.01,no_moroso
24,4477.22,5,17.9,0,Tecnico,11569.21,no_moroso
28,14936.54,8,4.1,1,Tecnico,37984.33,no_moroso
50,7690.12,4,2.9,1,UNIVERSITARIO,19422.17,no_moroso
20,,2,,0,Secundaria,33681.41,no_moroso
26,11844.64,3,5.9,0,Tecnico,31121.95,no_moroso
58,3024.06,1,29.9,0,Posgrado,9938.68,no_moroso
58,,0,9.3,0,Universitario,34270.78,no_moroso
20,926.04,2,71.5,0,Universitario,667.2,moroso
38,12016.84,9,25.7,0,Universitario,32071.35,no_moroso
34,7330.2,4,16.7,1,Posgrado,19961.05,no_moroso
60,11386.81,9,4.0,1,Universitario,30578.51,no_moroso
67,1129.41,3,4.7,1,Tecnico,2910.0,no_moroso
27,13476.42,3,28.0,1,Universitario,32427.86,no_moroso
62,5535.48,3,18.4,0,Secundaria,13532.48,no_moroso
26,3510.84,4,43.4,0,Universitario,9012.45,moroso
34,11079.98,3,1.2,0,Universitario,29723.72,no_moroso
52,10746.26,9,3.1,1,Universitario,28871.76,no_moroso
64,5619.45,7,10.5,1,Tecnico,13861.24,no_moroso
69,12780.61,6,29.0,0,Universitario,34408.57,no_moroso
27,4076.46,8,1.3,0,Secundaria,12877.17,no_moroso
61,10983.13,8,,1,Tecnico,25911.09,moroso
54,11948.72,4,42.6,1,Tecnico,27577.23,moroso
49,5148.5,1,0.4,1,Tecnico,12500.14,no_moroso
62,,4,3.3,0,Tecnico,19254.03,no_moroso
28,1357.26,6,3.3,0,Tecnico,232193.94815401378,no_moroso
46,3033.74,8,11.3,1,Secundaria,6743.73,no_moroso
53,12115.58,4,30.2,0,Secundaria,29391.99,moroso
42,9410.03,0,10.5,0,Universitario,23752.85,no_moroso
36,13872.45,2,14.0,1,Posgrado,35837.69,no_moroso
62,8120.12,9,5.1,0,Secundaria,20977.14,no_moroso
43,,3,65.7,0,Secundaria,4274.93,moroso
24,4355.6,1,,1,Tecnico,10145.55,no_moroso
68,,5,34.6,1,Tecnico,1172.48,moroso
49,3838.37,8,5.2,1,TECNICO,264602.7319895231,no_moroso
20,5432.96,0,2.3,0,Universitario,15277.37,no_moroso
18,13770.33,7,5.2,0,Secundaria,35262.35,no_moroso
37,4219.31,4,26.4,0,Tecnico,10652.55,no_moroso
21,2165.5,3,8.5,0,Tecnico,6360.42,no_moroso
39,9390.21,5,1.4,0,Secundaria,24012.57,no_moroso
39,1977.31,6,0.0,0,Universitario,8329.4,no_moroso
34,5173.95,2,4.0,1,Universitario,12989.63,no_moroso
64,13998.31,4,2.8,0,Posgrado,38711.71,no_moroso
27,2788.72,1,3.2,0,Tecnico,7269.0,no_moroso
55,2239.75,9,14.7,0,Universitario,8391.84,no_moroso
38,5919.97,7,,0,Secundaria,15243.61,no_moroso
25,11702.23,5,4.1,1,Posgrado,32406.68,no_moroso
33,,2,9.1,0,Posgrado,26364.84,no_moroso
51,11924.25,6,16.8,1,Secundaria,28746.45,no_moroso
36,2344.07,4,8.8,0,Universitario,8747.17,no_moroso
34,,8,45.2,0,TECNICO,11268.49,moroso
54,,0,11.1,0,Secundaria,12057.32,no_moroso
66,4462.32,7,21.0,1,Posgrado,13012.47,no_moroso
23,,0,1.6,0,Secundaria,26146.56,no_moroso
66,11308.37,6,23.7,0,Posgrado,31897.68,no_moroso
32,3136.98,3,10.8,1,Universitario,8050.84,no_moroso
68,3054.58,8,4.3,0,Universitario,10401.86,no_moroso
68,12432.34,9,70.4,1,Tecnico,28219.64,moroso
66,6225.41,3,12.6,1,Tecnico,14246.98,no_moroso
44,7176.49,1,1.7,0,Universitario,19733.27,no_moroso
52,2310.86,2,56.1,1,POSGRADO,5098.58,moroso
19,10887.74,1,15.4,0,Tecnico,27170.24,no_moroso
56,8829.34,2,20.8,1,Tecnico,20712.9,no_moroso
29,8676.09,8,7.7,0,SECUNDARIA,23075.0,no_moroso
36,13510.42,2,0.7,0,Universitario,35650.22,no_moroso
69,14517.42,9,13.5,0,Posgrado,40704.43,no_moroso
47,3440.0,7,9.0,0,Posgrado,12657.33,no_moroso
58,1683.8,3,,0,Tecnico,3374.87,no_moroso
29,9969.03,4,28.0,1,Tecnico,22942.86,no_moroso
21,3801.89,2,4.3,0,Secundaria,9305.29,no_moroso
58,2339.57,5,17.6,0,Secundaria,5767.99,no_moroso
19,,6,10.9,0,Tecnico,4483.9,no_moroso
54,3760.46,0,2.1,1,Posgrado,10609.56,no_moroso
62,3291.3,4,5.8,0,Secundaria,216364.4501381301,no_moroso
28,3871.01,2,12.6,0,Universitario,10628.58,no_moroso
54,8778.62,0,3.5,1,Posgrado,23396.94,no_moroso
34,5866.27,6,9.0,0,Tecnico,15932.19,no_moroso
45,5036.9,4,46.5,1,Tecnico,9563.99,moroso
22,3844.77,4,24.8,0,Posgrado,11664.36,no_moroso
55,2264.27,1,9.5,1,Posgrado,7397.66,no_moroso
22,2923.92,2,3.6,0,Tecnico,7936.06,no_moroso
69,12857.67,5,10.1,0,Posgrado,35344.82,no_moroso
48,1888.92,5,25.7,1,Universitario,4790.68,no_moroso
53,,2,28.7,0,Secundaria,31973.53,no_moroso
22,1780.61,5,43.6,1,Posgrado,4766.59,moroso
50,13927.08,8,9.4,0,Universitario,37544.58,no_moroso
40,8018.26,2,23.6,1,Universitario,19820.51,no_moroso
50,,9,10.8,0,Universitario,29541.47,no_moroso
63,2753.53,7,14.0,1,Universitario,7418.57,no_moroso
64,4423.74,1,2.9,0,Tecnico,11293.51,no_moroso
40,9359.3,6,57.0,1,Secundaria,20081.5,moroso
27,5114.26,1,6.9,0,Tecnico,13773.33,no_moroso
67,11986.56,2,10.1,0,Tecnico,30516.82,no_moroso
33,2110.02,3,17.5,1,Universitario,5116.43,no_moroso
64,5316.59,3,16.1,1,secundaria,10587.41,no_moroso
50,1803.22,1,54.8,1,Tecnico,579.88,moroso
65,8008.1,5,54.5,0,Posgrado,20478.96,moroso
68,8388.93,8,28.5,0,Universitario,23007.26,no_moroso
19,2967.43,6,17.2,0,Tecnico,8240.36,no_moroso
50,8042.82,0,5.4,0,Universitario,21563.74,no_moroso
65,12406.83,6,9.9,1,Universitario,32232.02,no_moroso
40,14146.09,9,14.7,0,Universitario,37563.8,no_moroso
65,885.28,5,40.3,0,Secundaria,635.53,moroso
24,9426.57,8,12.3,0,Tecnico,25558.06,no_moroso
59,1975.76,6,4.6,1,Universitario,6746.79,no_moroso
52,12614.55,8,3.8,0,Tecnico,33446.66,no_moroso
59,14946.81,6,17.4,1,Secundaria,36176.69,no_moroso
69,,6,33.4,0,Universitario,19599.36,moroso
40,8920.11,4,23.7,0,Tecnico,22011.13,no_moroso
34,,0,25.7,0,Tecnico,3382.84,no_moroso
66,,9,0.7,1,Posgrado,29529.33,no_moroso
60,12424.36,9,30.0,0,Tecnico,31605.29,no_moroso
51,9894.17,3,21.5,0,Tecnico,24876.27,no_moroso
34,2328.55,4,13.8,0,Universitario,7639.12,no_moroso
58,3702.49,1,4.1,1,Universitario,9293.66,no_moroso
30,1769.78,0,9.9,1,Posgrado,4454.77,no_moroso
39,7554.46,0,2.3,1,Secundaria,17514.33,no_moroso
27,11371.19,6,3.5,1,Posgrado,29595.16,no_moroso
21,13913.7,1,1.1,1,Tecnico,33742.95,no_moroso
46,8000.66,0,27.5,0,Tecnico,19168.31,no_moroso
59,14173.19,9,21.0,1,Posgrado,255065.20001939256,no_moroso
51,9971.19,2,14.2,0,Secundaria,23863.61,no_moroso
53,1512.01,0,2.8,0,Tecnico,3601.19,no_moroso
49,9140.17,0,18.0,0,Tecnico,22622.04,no_moroso
51,896.26,6,10.9,0,Tecnico,3104.41,no_moroso
44,5019.29,7,6.4,1,Secundaria,11776.51,no_moroso
48,14881.45,6,22.4,0,Secundaria,38012.83,no_moroso
18,12195.69,5,18.1,1,Secundaria,29503.23,no_moroso
28,2975.79,4,46.6,1,Tecnico,4276.66,moroso
44,7859.33,7,0.7,1,Tecnico,20706.39,no_moroso
50,12696.18,3,6.7,1,Tecnico,31607.02,no_moroso
40,8435.68,5,20.4,0,Secundaria,20348.21,no_moroso
66,1642.92,7,5.4,1,Secundaria,4350.21,no_moroso
56,10472.07,0,7.1,1,Posgrado,27149.17,no_moroso
49,11894.22,4,7.2,0,Tecnico,282401.36047766096,no_moroso
54,8011.53,6,3.0,0,Posgrado,25003.06,no_moroso
55,2545.88,7,2.2,0,Secundaria,7520.2,no_moroso
55,13063.11,8,24.4,0,Secundaria,31936.58,no_moroso
28,14128.48,9,55.6,0,UNIVERSITARIO,35403.83,moroso
51,4624.74,3,7.7,0,Universitario,13326.65,no_moroso
45,1430.01,4,7.9,0,Tecnico,4569.2,no_moroso
34,9472.81,0,8.8,0,Posgrado,25755.9,no_moroso
63,8778.27,4,12.7,1,TECNICO,20412.44,no_moroso
38,6279.13,1,4.7,1,Posgrado,16188.67,no_moroso
21,6107.83,1,3.4,0,Tecnico,15423.82,no_moroso
32,8674.01,5,9.8,1,Universitario,22550.72,no_moroso
33,,0,33.8,1,Posgrado,8809.96,moroso
22,3795.86,6,11.1,1,Tecnico,8229.15,no_moroso
41,4227.97,7,28.9,0,Universitario,12112.31,no_moroso
52,5262.47,5,18.6,0,Secundaria,13360.62,no_moroso
28,4816.55,7,5.0,0,Tecnico,13839.27,no_moroso
43,9541.76,6,0.9,1,Posgrado,26429.8,no_moroso
20,2286.05,5,39.8,0,Secundaria,4698.55,moroso
35,1025.99,6,18.7,0,Posgrado,5466.69,no_moroso
66,11621.95,8,15.8,1,Tecnico,29727.9,no_moroso
42,4706.12,3,53.7,1,Tecnico,8993.49,moroso
26,1385.65,6,16.4,0,Tecnico,5043.45,no_moroso
24,8637.32,1,,0,Tecnico,22579.07,no_moroso
68,2058.89,6,10.7,1,Universitario,5027.89,no_moroso
29,,4,66.4,1,Universitario,11406.36,moroso
58,8306.6,1,6.0,0,Posgrado,22740.19,no_moroso
33,,9,4.3,0,Posgrado,13516.14,no_moroso
34,,9,31.3,1,Secundaria,15633.53,moroso
51,9786.35,7,26.5,0,Secundaria,24402.22,no_moroso
32,13660.78,3,2.3,1,Universitario,35520.02,no_moroso
33,7273.08,9,7.0,1,Universitario,20111.65,no_moroso
57,3576.45,6,15.0,0,Secundaria,9855.28,no_moroso
48,14971.45,9,0.9,0,Posgrado,42246.78,no_moroso
25,12363.73,6,0.7,1,Universitario,32586.45,no_moroso
25,6278.47,8,19.9,0,Secundaria,16434.42,no_moroso
28,3567.83,5,11.8,1,Secundaria,8265.35,no_moroso
30,6610.32,0,2.3,1,Universitario,16729.92,no_moroso
39,5925.35,7,73.2,0,secundaria,11624.06,moroso
67,,5,0.1,1,Tecnico,14869.81,no_moroso
51,8783.57,8,17.0,0,Universitario,24263.68,no_moroso
43,9379.61,0,2.7,0,Posgrado,25798.52,no_moroso
33,,4,,0,Universitario,10640.28,no_moroso
24,14202.53,9,54.3,1,Tecnico,33867.94,moroso
48,13291.16,6,19.7,1,Tecnico,32486.34,no_moroso
19,4158.22,2,17.6,0,Universitario,11606.84,no_moroso
21,9015.67,8,4.2,1,Posgrado,25139.56,no_moroso
44,6108.65,5,4.3,0,Tecnico,15978.32,no_moroso
63,5888.51,9,43.2,0,Universitario,14922.29,moroso
59,6063.64,0,2.7,1,Universitario,15284.17,no_moroso
53,4400.47,5,18.1,0,Posgrado,13803.37,no_moroso
67,876.89,9,26.4,0,Universitario,4653.21,no_moroso
59,13287.02,1,41.1,1,TECNICO,30172.78,moroso
64,6729.92,0,16.2,0,Posgrado,19249.4,no_moroso
25,11955.59,4,6.1,0,Secundaria,31227.63,no_moroso
36,7719.99,1,5.5,1,Universitario,18563.85,no_moroso
22,2017.06,7,9.3,1,Secundaria,4664.98,no_moroso
66,6624.92,5,10.2,0,Secundaria,17329.65,no_moroso
31,7922.56,6,0.4,0,Tecnico,21423.67,no_moroso
38,7719.58,9,5.6,1,Secundaria,18166.39,no_moroso
65,8659.15,3,9.3,0,Universitario,24150.57,no_moroso
32,11321.81,5,,1,Secundaria,26875.32,no_moroso
27,4101.99,7,49.9,1,Universitario,9285.81,moroso
58,11918.52,5,24.7,0,Secundaria,29503.82,no_moroso
62,8788.03,3,0.9,0,Posgrado,25463.56,no_moroso
40,4567.75,0,24.2,1,Universitario,9591.97,no_moroso
68,2257.47,8,19.0,0,Universitario,7606.13,no_moroso
21,,8,30.6,1,Universitario,27531.49,moroso
58,9193.21,6,,0,Posgrado,25119.95,moroso
27,6473.58,5,1.3,0,Universitario,19127.43,no_moroso
56,7321.18,3,41.1,0,Secundaria,17487.23,moroso
39,10142.97,1,15.3,0,Secundaria,24743.53,no_moroso
34,2360.47,3,53.6,0,Tecnico,3598.36,moroso
23,13118.22,9,1.4,0,Universitario,35566.49,no_moroso
53,7473.79,3,0.9,0,Tecnico,19494.75,no_moroso
32,2804.63,6,7.7,0,Secundaria,7176.1,no_moroso
58,13096.24,2,11.4,1,Tecnico,31414.6,no_moroso
66,1124.15,7,2.9,0,Universitario,5440.18,no_moroso
55,,8,21.2,1,Posgrado,27919.63,no_moroso
66,4656.85,9,14.1,1,Universitario,12268.85,no_moroso
47,,2,45.9,0,Secundaria,8632.75,moroso
47,12176.62,0,34.1,0,Posgrado,31201.54,moroso
45,,4,7.3,0,Posgrado,24781.34,no_moroso
48,1574.46,5,2.6,0,Posgrado,6998.96,no_moroso
54,3520.63,8,0.9,0,Universitario,12099.93,no_moroso
62,11081.36,6,22.4,1,Secundaria,25155.4,no_moroso
68,6344.56,6,59.4,1,Posgrado,15313.1,moroso
29,9630.12,2,4.2,0,Secundaria,24591.67,no_moroso
59,,3,20.7,0,Universitario,23370.9,no_moroso
62,8332.11,3,18.7,0,POSGRADO,24344.93,no_moroso
53,10385.83,9,6.4,1,Tecnico,25225.44,no_moroso
44,1739.27,3,5.2,1,Posgrado,6036.08,no_moroso
20,8363.05,1,43.4,0,Tecnico,19557.43,moroso
68,14909.89,2,19.3,0,Universitario,38038.08,no_moroso
63,1683.69,0,6.9,0,Secundaria,4118.26,no_moroso
18,7089.94,4,7.8,0,Tecnico,18630.89,no_moroso
45,6977.37,0,17.6,1,Secundaria,14911.89,no_moroso
20,13650.52,8,5.4,1,Secundaria,33059.32,no_moroso
57,7354.41,4,2.1,0,Tecnico,21320.59,no_moroso
37,4768.67,7,3.5,0,Posgrado,16468.69,no_moroso
34,12718.91,9,5.9,0,Posgrado,36310.55,no_moroso
25,6738.4,8,3.3,0,Posgrado,20835.54,no_moroso
52,5536.09,2,12.3,0,Secundaria,14699.27,no_moroso
69,5450.99,4,4.6,0,Tecnico,15014.66,no_moroso
50,3514.53,3,58.1,1,Tecnico,6309.66,moroso
46,8014.22,8,15.4,1,Secundaria,19976.43,no_moroso
33,3816.59,9,8.7,0,Tecnico,11573.89,no_moroso
34,5027.92,4,29.0,1,Tecnico,10817.97,no_moroso
49,6873.23,3,6.3,1,Universitario,17779.42,no_moroso
59,10186.3,8,15.9,0,Posgrado,28076.42,no_moroso
69,11228.87,0,51.5,1,Tecnico,25054.73,moroso
38,1666.27,8,15.0,0,Tecnico,5739.57,no_moroso
31,11365.7,7,2.7,0,Universitario,30832.62,no_moroso
29,,5,,0,Tecnico,26235.44,no_moroso
46,1534.01,7,46.0,1,Posgrado,4012.71,moroso
50,2152.56,4,8.5,1,Universitario,4959.83,no_moroso
32,6129.55,5,1.8,1,Secundaria,15223.06,no_moroso
46,12371.51,0,15.1,0,Posgrado,33242.28,no_moroso
69,12676.33,9,19.2,0,Universitario,34021.46,no_moroso
41,6245.16,1,2.4,0,Universitario,16480.76,no_moroso
51,4444.42,5,8.3,0,Universitario,12840.19,no_moroso
41,,0,18.7,0,Tecnico,10736.1,no_moroso
30,3571.63,7,6.6,0,Posgrado,12516.79,no_moroso
57,7878.93,0,19.2,0,Tecnico,18925.53,no_moroso
60,14257.34,8,22.2,1,Universitario,36301.62,no_moroso
18,8103.19,3,,0,Universitario,22516.18,no_moroso
66,4683.32,9,4.9,1,Tecnico,12030.02,no_moroso
63,2846.43,2,12.8,1,Tecnico,5806.1,no_moroso
32,2010.3,7,5.6,0,Tecnico,5984.7,no_moroso
68,,3,13.2,0,Secundaria,10221.02,no_moroso
59,4572.94,1,17.6,0,Posgrado,13508.88,no_moroso
43,1396.58,4,1.9,1,Universitario,4786.6,no_moroso
55,3669.2,7,3.2,1,Tecnico,9949.71,no_moroso
55,2893.3,1,40.4,0,Universitario,5922.18,moroso
35,13082.66,1,8.8,1,Posgrado,34440.22,no_moroso
22,9415.83,8,4.8,0,Secundaria,24189.56,no_moroso
50,6175.34,7,7.4,1,Tecnico,16567.14,no_moroso
44,8173.74,7,18.1,1,Tecnico,19168.57,no_moroso
46,10946.76,3,74.8,1,Tecnico,23441.91,moroso
48,1133.79,8,54.0,0,Secundaria,1613.72,moroso
64,7333.93,6,2.6,0,Posgrado,22511.06,no_moroso
45,,0,9.9,1,Universitario,2212.21,no_moroso
50,4046.42,0,12.6,0,Universitario,10811.84,no_moroso
28,6508.1,8,,0,Tecnico,18243.27,no_moroso
33,5535.84,1,17.1,0,Secundaria,169222.39809895866,no_moroso
58,2879.89,2,26.9,0,Universitario,7869.56,no_moroso
46,3086.47,2,40.4,0,Universitario,7595.69,moroso
36,2527.7,1,3.6,0,Posgrado,10249.02,no_moroso
27,9397.26,2,4.0,1,Posgrado,25284.68,no_moroso
47,13945.97,5,45.4,0,Tecnico,33425.48,moroso
18,14844.71,6,17.7,1,Universitario,217181.963562604,no_moroso
22,,5,5.2,1,Tecnico,7461.47,no_moroso
32,6909.83,2,54.5,0,UNIVERSITARIO,16527.47,moroso
65,1508.75,6,44.0,0,Posgrado,6003.26,moroso
23,9273.89,8,,0,Posgrado,26925.9,no_moroso
61,5568.56,8,,0,Secundaria,15440.01,no_moroso
25,7460.4,2,2.1,1,Posgrado,20303.69,no_moroso
69,6000.95,7,7.7,0,Posgrado,18225.41,no_moroso
28,3804.32,1,7.5,1,Tecnico,7194.37,no_moroso
60,12171.28,0,38.4,1,Posgrado,29780.88,moroso
