distrito,area_m2,habitaciones,banos,antiguedad_anos,estacionamiento,precio_alquiler,precio_categoria
Ate,85.1,1,1,2.0,1,2880.0,moderado
Surco,63.6,4,1,25.0,0,4100.0,premium
San Borja,188.4,4,3,17.0,1,6240.0,premium
Ate,94.7,2,2,30.0,1,2470.0,moderado
Surco,180.0,5,3,21.0,0,6010.0,premium
Chorrillos,68.8,1,1,37.0,1,1610.0,moderado
La Molina,194.9,1,1,17.0,0,5180.0,premium
San Juan de Lurigancho,119.0,3,1,6.0,0,2780.0,moderado
Lince,170.5,4,3,15.0,0,4320.0,premium
SAN ISIDRO,184.4,4,3,16.0,1,7230.0,premium
Carabayllo,104.6,5,3,1.0,1,3640.0,premium
Carabayllo,154.0,4,1,35.0,0,2580.0,moderado
San Miguel,,1,1,5.0,1,4170.0,premium
Miraflores,50.2,4,3,21.0,1,5260.0,premium
Miraflores,217.1,2,2,23.0,1,6290.0,premium
Pueblo Libre,204.9,2,1,39.0,0,3690.0,premium
Jesus Maria,121.5,3,2,10.0,1,4440.0,premium
San Borja,,2,2,35.0,1,3570.0,premium
Pueblo Libre,,3,3,38.0,1,3460.0,premium
Jesus Maria,120.5,4,1,2.0,1,4650.0,premium
San Miguel,104.1,3,3,8.0,1,3950.0,premium
Lince,45.7,4,1,11.0,1,2920.0,moderado
San Borja,121.3,5,3,29.0,1,53929.0,premium
Jesus Maria,69.8,4,3,28.0,1,3630.0,premium
pueblo libre,128.1,2,2,12.0,0,3630.0,premium
San Miguel,93.5,1,1,35.0,1,2650.0,moderado
Surco,68.7,2,1,36.0,0,3440.0,premium
La Molina,68.8,2,2,22.0,0,3630.0,premium
Barranco,119.8,2,1,30.0,0,4000.0,premium
Chorrillos,154.1,3,3,2.0,0,4290.0,premium
Carabayllo,92.7,2,2,30.0,0,1580.0,moderado
Carabayllo,115.3,1,1,19.0,1,2240.0,moderado
San Miguel,100.1,2,2,30.0,0,2810.0,moderado
Lince,160.0,2,2,,1,4230.0,premium
Surco,45.2,2,2,24.0,0,3390.0,premium
Magdalena,96.6,2,2,15.0,0,3620.0,premium
Lince,213.8,2,1,17.0,0,4310.0,premium
Carabayllo,145.6,4,3,27.0,0,2920.0,moderado
Lince,118.2,2,2,15.0,0,3540.0,premium
San Miguel,170.1,1,1,33.0,1,3780.0,premium
Miraflores,153.0,2,2,0.0,1,6530.0,premium
Chorrillos,76.6,4,2,35.0,0,2270.0,moderado
Chorrillos,199.9,3,3,2.0,1,4890.0,premium
Jesus Maria,162.2,3,3,20.0,1,4840.0,premium
Lince,165.7,5,2,23.0,1,4340.0,premium
Lince,74.5,4,2,21.0,1,3250.0,premium
San Juan de Lurigancho,41.9,4,3,6.0,0,2410.0,moderado
Magdalena,,5,3,12.0,1,4500.0,premium
Carabayllo,211.6,2,2,23.0,1,3600.0,premium
Ate,,2,2,9.0,1,2320.0,moderado
Pueblo Libre,67.1,4,1,11.0,1,3760.0,premium
Jesus Maria,66.7,1,1,11.0,1,3320.0,premium
Ate,129.2,1,1,16.0,1,2920.0,moderado
San Borja,120.6,1,1,,0,3690.0,premium
Jesus Maria,52.3,4,1,,0,3180.0,premium
San Borja,146.0,5,2,33.0,1,5270.0,premium
Chorrillos,109.7,5,2,11.0,0,3620.0,premium
San Isidro,133.7,2,2,31.0,1,5890.0,premium
San Miguel,154.4,3,3,26.0,1,4070.0,premium
Jesus Maria,,1,1,10.0,1,4510.0,premium
Lince,96.1,1,1,21.0,0,2750.0,moderado
San Isidro,53.1,5,2,19.0,1,5400.0,premium
Pueblo Libre,143.2,2,2,32.0,1,3600.0,premium
Pueblo Libre,106.7,4,1,,0,4240.0,premium
Pueblo Libre,117.3,2,2,16.0,0,3460.0,premium
San Isidro,,4,3,7.0,0,7660.0,premium
San Juan de Lurigancho,138.4,1,1,37.0,1,1960.0,moderado
Pueblo Libre,213.9,4,2,13.0,1,5300.0,premium
Carabayllo,,3,1,24.0,0,3580.0,premium
Barranco,149.1,3,2,20.0,1,5060.0,premium
Barranco,88.4,2,1,13.0,0,3710.0,premium
La Molina,174.2,3,2,3.0,1,6080.0,premium
Magdalena,200.0,3,2,13.0,1,4940.0,premium
Magdalena,203.4,4,3,11.0,0,5470.0,premium
Pueblo Libre,172.2,4,1,18.0,1,4310.0,premium
Barranco,41.7,5,2,23.0,1,3950.0,premium
Lince,155.9,5,1,22.0,1,4130.0,premium
Carabayllo,56.7,4,3,8.0,1,2720.0,moderado
San Juan de Lurigancho,198.6,4,2,23.0,0,3640.0,premium
Surco,,1,1,39.0,1,4430.0,premium
la molina,139.4,4,3,,1,5650.0,premium
Ate,193.3,2,1,39.0,1,2880.0,moderado
Barranco,185.9,5,1,39.0,1,4870.0,premium
San Borja,118.2,1,1,39.0,0,3600.0,premium
Chorrillos,133.0,3,2,27.0,0,3000.0,moderado
San Juan de Lurigancho,93.6,2,2,28.0,1,2410.0,moderado
Jesus Maria,141.0,2,2,14.0,0,3840.0,premium
San Borja,120.1,2,2,39.0,0,3970.0,premium
Carabayllo,145.0,4,3,22.0,1,3180.0,premium
Magdalena,52.8,4,1,35.0,0,2590.0,moderado
LINCE,66.2,2,1,18.0,0,2640.0,moderado
San Miguel,153.5,5,3,6.0,1,5200.0,premium
Jesus Maria,149.5,1,1,17.0,1,4140.0,premium
Surco,93.3,5,3,34.0,0,4860.0,premium
Barranco,154.4,5,3,19.0,0,5330.0,premium
Ate,96.7,2,2,8.0,1,2860.0,moderado
Carabayllo,86.3,4,1,30.0,1,1880.0,moderado
Chorrillos,43.3,3,3,32.0,1,2270.0,moderado
San Borja,200.2,1,1,5.0,1,6030.0,premium
La Molina,211.6,1,1,25.0,1,5580.0,premium
Magdalena,105.7,1,1,2.0,1,3840.0,premium
Carabayllo,61.7,1,1,6.0,1,2220.0,moderado
San Miguel,206.9,5,1,3.0,1,5680.0,premium
San Borja,180.3,3,1,26.0,1,5520.0,premium
San Borja,113.3,3,3,1.0,0,5260.0,premium
Carabayllo,49.6,5,3,17.0,1,2340.0,moderado
Chorrillos,,2,1,28.0,1,3530.0,premium
Ate,142.0,2,2,27.0,1,3040.0,premium
Barranco,80.7,5,1,20.0,1,4330.0,premium
San Isidro,111.9,5,3,18.0,1,6570.0,premium
Pueblo Libre,133.0,5,3,38.0,1,3620.0,premium
Pueblo Libre,79.6,2,2,27.0,1,2960.0,moderado
Chorrillos,165.3,4,3,1.0,0,4720.0,premium
Chorrillos,93.8,2,2,18.0,1,3100.0,premium
Jesus Maria,,2,2,12.0,0,3360.0,premium
San Juan de Lurigancho,135.6,3,2,39.0,1,2090.0,moderado
San Juan de Lurigancho,145.4,4,1,0.0,0,3940.0,premium
Chorrillos,162.3,5,2,26.0,1,4220.0,premium
La Molina,195.1,1,1,2.0,0,5660.0,premium
Pueblo Libre,106.0,1,1,14.0,0,3120.0,premium
La Molina,150.2,3,1,15.0,1,5150.0,premium
San Juan de Lurigancho,162.4,4,3,1.0,1,4450.0,premium
San Borja,150.3,3,2,0.0,1,6140.0,premium
Carabayllo,199.3,5,2,,0,3340.0,premium
San Isidro,80.5,4,2,24.0,1,5590.0,premium
Carabayllo,121.7,3,3,24.0,0,2490.0,moderado
Carabayllo,46.9,4,1,19.0,1,1880.0,moderado
Surco,67.5,2,2,12.0,0,4270.0,premium
Jesus Maria,189.1,5,2,1.0,1,5800.0,premium
Lince,80.7,1,1,14.0,0,2370.0,moderado
Jesus Maria,137.0,1,1,11.0,1,3910.0,premium
San Miguel,41.7,5,3,32.0,1,2940.0,moderado
Miraflores,181.4,3,2,2.0,1,6680.0,premium
San Juan de Lurigancho,58.1,2,2,10.0,0,1990.0,moderado
San Miguel,164.5,5,2,4.0,0,5300.0,premium
Ate,91.0,2,2,29.0,0,1810.0,moderado
Chorrillos,207.9,1,1,3.0,0,4180.0,premium
Jesus Maria,60.0,4,3,29.0,1,3120.0,premium
La Molina,53.3,5,3,9.0,1,4680.0,premium
Miraflores,135.8,1,1,14.0,0,5410.0,premium
San Isidro,,4,2,5.0,0,7010.0,premium
Pueblo Libre,113.8,5,3,20.0,1,3870.0,premium
Magdalena,190.4,5,1,5.0,0,5420.0,premium
Lince,151.3,5,3,27.0,1,4370.0,premium
Jesus Maria,187.7,3,1,2.0,1,5460.0,premium
Jesus Maria,183.9,2,2,6.0,1,4930.0,premium
Ate,106.3,3,2,15.0,1,3010.0,premium
San Miguel,136.9,1,1,28.0,1,3490.0,premium
Pueblo Libre,205.7,3,2,6.0,0,5150.0,premium
Jesus Maria,195.3,3,1,26.0,1,54782.0,premium
San Juan de Lurigancho,68.9,3,1,32.0,0,1600.0,moderado
Lince,86.6,5,1,28.0,1,3210.0,premium
Surco,87.7,5,1,27.0,1,4490.0,premium
Miraflores,188.1,3,3,7.0,1,7380.0,premium
Barranco,185.8,2,1,22.0,1,5110.0,premium
SAN MIGUEL,207.1,5,2,36.0,1,4770.0,premium
San Borja,59.0,3,3,9.0,0,4370.0,premium
BARRANCO,85.4,3,3,22.0,1,4330.0,premium
Carabayllo,60.6,3,3,9.0,0,2210.0,moderado
Surco,156.4,1,1,23.0,0,4440.0,premium
La Molina,121.8,3,2,26.0,1,4820.0,premium
Chorrillos,161.1,3,3,24.0,1,3770.0,premium
Carabayllo,63.5,5,1,39.0,0,1670.0,moderado
La Molina,146.8,2,1,24.0,1,4800.0,premium
ATE,96.8,4,1,2.0,1,3550.0,premium
Chorrillos,219.6,4,1,12.0,1,4800.0,premium
La Molina,191.8,2,1,35.0,1,5140.0,premium
Pueblo Libre,205.1,1,1,0.0,1,5070.0,premium
Miraflores,97.5,5,3,17.0,0,5650.0,premium
Magdalena,124.7,3,1,7.0,0,4430.0,premium
San Juan de Lurigancho,83.7,5,2,27.0,1,2410.0,moderado
Carabayllo,215.1,1,1,37.0,1,2640.0,moderado
San Borja,109.8,5,3,25.0,1,5560.0,premium
Magdalena,168.0,5,1,23.0,0,4500.0,premium
Surco,140.9,2,2,13.0,1,5030.0,premium
San Juan de Lurigancho,,3,1,37.0,1,2680.0,moderado
Ate,163.2,1,1,22.0,0,2670.0,moderado
Miraflores,,4,1,24.0,1,5440.0,premium
Ate,138.7,3,3,23.0,1,3270.0,premium
Lince,129.5,1,1,28.0,1,3050.0,premium
Pueblo Libre,103.9,3,2,5.0,1,4090.0,premium
San Miguel,135.3,1,1,11.0,1,3610.0,premium
Chorrillos,52.5,5,3,26.0,1,2860.0,moderado
Jesus Maria,72.6,5,2,33.0,1,3220.0,premium
San Miguel,147.3,2,1,33.0,1,3310.0,premium
San Borja,140.8,4,1,26.0,1,4960.0,premium
Lince,95.5,4,3,,1,4090.0,premium
San Juan de Lurigancho,179.0,5,2,16.0,0,3790.0,premium
Carabayllo,102.5,3,1,21.0,1,2360.0,moderado
Chorrillos,205.1,1,1,9.0,0,4000.0,premium
San Isidro,121.1,5,3,14.0,1,6920.0,premium
Ate,209.8,3,2,25.0,1,3780.0,premium
Magdalena,44.1,5,3,10.0,1,3940.0,premium
San Miguel,149.4,1,1,31.0,1,3580.0,premium
Lince,,4,2,11.0,1,3770.0,premium
Pueblo Libre,163.6,2,1,21.0,1,3900.0,premium
Chorrillos,109.3,2,2,8.0,1,3390.0,premium
San Isidro,,2,2,6.0,0,6250.0,premium
San Isidro,90.7,5,2,35.0,0,5410.0,premium
Barranco,196.1,3,2,17.0,1,5880.0,premium
Carabayllo,116.9,4,1,21.0,1,2580.0,moderado
Carabayllo,157.2,3,2,,0,3520.0,premium
Miraflores,145.7,5,2,7.0,1,6930.0,premium
La Molina,84.3,1,1,9.0,1,4410.0,premium
Carabayllo,133.6,4,2,2.0,1,3570.0,premium
San Borja,175.6,5,1,20.0,0,35005.0,premium
Magdalena,,5,1,36.0,1,4770.0,premium
Lince,85.3,1,1,21.0,0,2420.0,moderado
Magdalena,79.2,2,1,9.0,1,3420.0,premium
Pueblo Libre,106.6,2,2,12.0,0,3410.0,premium
Ate,83.3,3,1,35.0,0,1730.0,moderado
Ate,137.6,3,2,5.0,0,3470.0,premium
San Miguel,194.9,5,3,20.0,0,4760.0,premium
Barranco,134.5,3,2,4.0,1,5270.0,premium
Magdalena,88.5,4,3,12.0,1,4140.0,premium
San Isidro,204.1,1,1,5.0,0,6760.0,premium
San Miguel,162.4,3,2,25.0,1,4290.0,premium
Pueblo Libre,174.6,4,2,9.0,1,4760.0,premium
Chorrillos,154.5,2,1,27.0,1,3350.0,premium
Chorrillos,190.6,2,2,8.0,1,4160.0,premium
Barranco,150.4,4,2,6.0,1,5580.0,premium
Barranco,201.3,1,1,13.0,0,5230.0,premium
Barranco,194.8,4,2,20.0,0,5430.0,premium
Chorrillos,118.4,1,1,,1,3390.0,premium
La Molina,62.8,2,1,27.0,0,3470.0,premium
Carabayllo,66.2,1,1,,0,1120.0,economico
Jesus Maria,163.0,5,2,25.0,0,4160.0,premium
Miraflores,98.3,3,3,0.0,1,6070.0,premium
Barranco,204.7,3,1,24.0,1,5250.0,premium
San Isidro,133.0,4,2,5.0,1,6550.0,premium
Magdalena,143.4,4,3,11.0,1,5170.0,premium
La Molina,,4,1,10.0,1,5860.0,premium
Pueblo Libre,152.2,5,3,21.0,1,4500.0,premium
Lince,124.6,1,1,0.0,1,3690.0,premium
Ate,122.8,5,1,37.0,1,2970.0,moderado
Pueblo Libre,147.8,5,3,13.0,1,4660.0,premium
Barranco,93.1,3,1,15.0,1,4560.0,premium
Miraflores,186.0,3,1,21.0,1,6620.0,premium
Ate,140.5,5,3,3.0,1,4230.0,premium
Miraflores,201.7,1,1,0.0,0,6420.0,premium
Lince,124.2,5,3,10.0,0,4220.0,premium
Jesus Maria,128.3,2,1,4.0,1,4180.0,premium
San Miguel,202.8,1,1,14.0,1,4630.0,premium
San Miguel,,3,3,4.0,1,4970.0,premium
La Molina,142.4,1,1,33.0,0,3820.0,premium
Chorrillos,191.6,2,2,3.0,0,4210.0,premium
Jesus Maria,143.2,2,2,,1,3980.0,premium
Surco,194.8,4,1,34.0,0,5320.0,premium
Surco,54.0,4,2,4.0,1,4930.0,premium
Jesus Maria,98.5,2,2,34.0,1,45105.0,moderado
SURCO,186.0,5,2,7.0,0,6340.0,premium
San Borja,173.6,5,1,38.0,0,5080.0,premium
Ate,43.0,4,2,15.0,0,2410.0,moderado
Ate,204.4,1,1,18.0,0,3570.0,premium
Jesus Maria,179.2,5,2,24.0,0,4650.0,premium
Carabayllo,138.0,5,2,39.0,1,2520.0,moderado
San Juan de Lurigancho,157.7,4,1,13.0,0,3220.0,premium
Chorrillos,183.0,1,1,,1,3350.0,premium
Jesus Maria,182.9,5,2,22.0,1,4990.0,premium
Miraflores,,3,2,11.0,1,6340.0,premium
La Molina,207.0,5,2,,1,5460.0,premium
miraflores,66.9,4,1,33.0,1,5070.0,premium
Carabayllo,170.2,5,1,15.0,0,3970.0,premium
San Miguel,197.4,2,1,9.0,0,4540.0,premium
Chorrillos,135.4,4,3,9.0,1,4080.0,premium
Ate,182.6,3,1,,0,3790.0,premium
Lince,136.0,3,3,35.0,0,3250.0,premium
La Molina,92.8,3,2,,1,4740.0,premium
Pueblo Libre,151.7,2,2,38.0,0,3350.0,premium
Miraflores,145.9,2,2,,0,5650.0,premium
Jesus Maria,57.0,5,2,20.0,1,3670.0,premium
Barranco,192.4,4,1,39.0,1,4980.0,premium
Miraflores,108.7,3,2,5.0,1,5980.0,premium
Magdalena,123.9,4,2,37.0,1,3760.0,premium
Jesus Maria,163.4,2,2,23.0,0,3840.0,premium
Carabayllo,49.9,5,2,11.0,1,2520.0,moderado
Carabayllo,43.3,4,2,4.0,1,2480.0,moderado
San Juan de Lurigancho,111.3,2,2,11.0,0,34516.0,moderado
Carabayllo,209.6,5,2,24.0,0,3590.0,premium
Chorrillos,193.4,4,1,9.0,1,4630.0,premium
Jesus Maria,96.4,3,3,24.0,1,3850.0,premium
Carabayllo,214.8,3,2,35.0,1,3510.0,premium
Pueblo Libre,218.6,3,3,7.0,1,5280.0,premium
Ate,103.1,5,1,29.0,1,2890.0,moderado
Lince,50.3,5,3,23.0,0,2720.0,moderado
Jesus Maria,88.9,4,1,19.0,1,3620.0,premium
San Borja,81.8,1,1,28.0,0,3660.0,premium
Ate,134.7,5,1,,1,3630.0,premium
Chorrillos,,1,1,0.0,1,4680.0,premium
San Isidro,131.7,4,3,32.0,1,6510.0,premium
Pueblo Libre,40.6,5,3,30.0,1,3060.0,premium
La Molina,90.5,5,3,24.0,1,4780.0,premium
San Juan de Lurigancho,93.2,1,1,32.0,0,1390.0,economico
San Borja,69.3,1,1,35.0,1,3590.0,premium
San Borja,143.6,1,1,2.0,1,5390.0,premium
Miraflores,,2,2,26.0,1,4300.0,premium
Pueblo Libre,195.0,3,1,35.0,1,4190.0,premium
San Juan de Lurigancho,206.2,1,1,14.0,1,3480.0,premium
Carabayllo,109.4,5,3,27.0,1,2950.0,moderado
Ate,159.0,3,1,28.0,0,3080.0,premium
MIRAFLORES,,1,1,11.0,1,6720.0,premium
SAN ISIDRO,186.8,3,3,30.0,0,6270.0,premium
La Molina,176.3,2,2,32.0,0,4760.0,premium
San Juan de Lurigancho,161.0,3,3,12.0,1,3750.0,premium
Magdalena,150.0,1,1,16.0,0,3840.0,premium
Lince,59.7,3,3,36.0,0,2370.0,moderado
Pueblo Libre,216.0,2,1,35.0,1,4200.0,premium
Jesus Maria,84.9,3,3,3.0,1,4170.0,premium
Chorrillos,49.6,4,2,24.0,1,2930.0,moderado
San Juan de Lurigancho,188.1,5,1,37.0,1,3380.0,premium
San Juan de Lurigancho,146.1,3,3,26.0,1,39828.0,moderado
San Borja,70.8,4,1,39.0,1,3740.0,premium
La Molina,174.3,2,2,10.0,0,5530.0,premium
Jesus Maria,114.0,3,3,25.0,1,3900.0,premium
san isidro,113.6,4,1,36.0,1,5600.0,premium
Barranco,142.7,1,1,10.0,1,5050.0,premium
Barranco,122.7,2,1,9.0,1,4880.0,premium
San Isidro,,5,3,8.0,0,6820.0,premium
La Molina,193.8,4,2,7.0,1,6280.0,premium
Miraflores,182.7,4,2,9.0,1,6770.0,premium
San Miguel,,4,1,22.0,0,3420.0,premium
San Juan de Lurigancho,213.2,1,1,18.0,1,3600.0,premium
Surco,69.8,2,2,20.0,1,4660.0,premium
San Borja,146.0,1,1,4.0,0,4870.0,premium
San Isidro,92.0,5,3,38.0,1,5690.0,premium
San Isidro,135.4,2,2,39.0,1,5700.0,premium
San Miguel,89.7,2,2,18.0,1,3330.0,premium
Jesus Maria,57.2,1,1,36.0,1,43159.0,moderado
San Isidro,199.6,1,1,33.0,1,6320.0,premium
Lince,156.1,4,1,22.0,1,3820.0,premium
Miraflores,151.7,2,1,24.0,1,5890.0,premium
San Miguel,42.1,5,1,7.0,1,3600.0,premium
Carabayllo,155.9,5,2,28.0,1,3400.0,premium
San Juan de Lurigancho,,4,1,,0,2650.0,moderado
Miraflores,207.7,2,2,9.0,1,41792.0,premium
San Miguel,117.5,3,1,16.0,1,3530.0,premium
Lince,62.8,3,1,22.0,0,2330.0,moderado
San Isidro,,1,1,,0,4760.0,premium
Ate,120.8,1,1,8.0,1,3030.0,premium
Lince,126.5,3,3,8.0,1,4120.0,premium
La Molina,162.6,5,1,13.0,1,5740.0,premium
Surco,74.7,2,2,27.0,1,3970.0,premium
Magdalena,161.1,4,3,38.0,1,4260.0,premium
Chorrillos,76.0,5,2,36.0,1,2570.0,moderado
San Isidro,122.5,4,3,39.0,1,5710.0,premium
Lince,,3,1,7.0,1,3500.0,premium
Jesus Maria,156.6,2,1,4.0,0,4300.0,premium
Magdalena,162.2,5,3,10.0,1,5290.0,premium
San Isidro,45.5,1,1,34.0,0,4330.0,premium
Chorrillos,118.1,5,2,33.0,1,3020.0,premium
Chorrillos,175.4,4,2,,1,4380.0,premium
Ate,40.0,5,1,,1,1850.0,moderado
Pueblo Libre,90.6,5,3,24.0,1,3830.0,premium
Pueblo Libre,155.0,2,2,36.0,0,3190.0,premium
CHORRILLOS,,5,3,36.0,0,2140.0,moderado
Jesus Maria,154.1,5,2,39.0,1,4120.0,premium
San Borja,162.7,5,3,39.0,1,5350.0,premium
Ate,59.4,5,3,5.0,0,3100.0,premium
Barranco,83.2,2,2,3.0,1,4350.0,premium
Miraflores,60.2,2,2,14.0,0,4910.0,premium
Miraflores,79.5,4,3,27.0,1,5420.0,premium
Ate,108.1,1,1,33.0,1,2300.0,moderado
Magdalena,107.0,2,1,22.0,0,3100.0,premium
San Miguel,80.8,1,1,20.0,1,2780.0,moderado
Magdalena,120.9,2,2,21.0,0,3610.0,premium
Barranco,214.5,2,2,11.0,0,5700.0,premium
Miraflores,208.1,4,3,6.0,1,7600.0,premium
Jesus Maria,116.0,3,2,7.0,0,4280.0,premium
Barranco,175.9,4,2,,1,4900.0,premium
Jesus Maria,81.3,1,1,27.0,0,2460.0,moderado
CHORRILLOS,129.3,5,3,13.0,1,4050.0,premium
Surco,211.3,1,1,35.0,1,4990.0,premium
San Isidro,76.1,5,2,32.0,0,5540.0,premium
Carabayllo,82.6,1,1,17.0,1,1860.0,moderado
Magdalena,101.6,2,2,5.0,1,3950.0,premium
Pueblo Libre,169.3,1,1,36.0,1,3090.0,premium
Carabayllo,166.1,5,3,25.0,0,3520.0,premium
Surco,135.0,1,1,8.0,1,4760.0,premium
San Juan de Lurigancho,106.7,2,2,18.0,0,2260.0,moderado
Chorrillos,44.0,3,2,19.0,1,2610.0,moderado
Barranco,127.2,3,2,6.0,0,4860.0,premium
Barranco,67.3,3,3,37.0,1,3780.0,premium
Miraflores,,5,2,10.0,1,6380.0,premium
San Juan de Lurigancho,70.1,5,1,1.0,1,2950.0,moderado
Carabayllo,122.9,4,1,7.0,0,3180.0,premium
Magdalena,44.4,3,1,,1,3230.0,premium
Jesus Maria,,2,2,12.0,0,4650.0,premium
Ate,101.5,5,3,31.0,1,3030.0,premium
Carabayllo,123.4,5,2,19.0,1,3160.0,premium
Lince,171.9,3,1,4.0,0,4560.0,premium
Surco,121.5,5,3,28.0,0,5310.0,premium
Jesus Maria,109.7,1,1,24.0,1,3060.0,premium
Carabayllo,92.7,4,3,17.0,1,2770.0,moderado
San Miguel,117.4,4,1,21.0,0,3660.0,premium
Carabayllo,78.8,3,3,32.0,1,1990.0,moderado
Jesus Maria,80.4,1,1,12.0,0,2890.0,moderado
San Isidro,41.5,2,2,,1,4580.0,premium
San Miguel,108.2,2,1,5.0,1,3810.0,premium
Barranco,103.8,1,1,19.0,1,4080.0,premium
Barranco,88.2,5,1,,1,4350.0,premium
Jesus Maria,73.9,2,1,,1,2830.0,moderado
San Borja,200.6,2,1,7.0,1,6140.0,premium
San Isidro,52.8,3,3,16.0,1,5420.0,premium
Miraflores,126.3,2,1,17.0,0,5490.0,premium
Jesus Maria,216.0,4,1,27.0,1,4790.0,premium
Barranco,191.0,1,1,33.0,0,4520.0,premium
Miraflores,177.5,2,2,33.0,0,5400.0,premium
Barranco,80.4,3,1,1.0,0,39173.0,premium
Barranco,152.9,1,1,2.0,0,4670.0,premium
Barranco,189.7,5,1,7.0,0,5720.0,premium
Carabayllo,129.4,3,1,33.0,1,2710.0,moderado
San Isidro,66.0,4,3,,0,5280.0,premium
Pueblo Libre,44.0,1,1,1.0,1,3050.0,premium
San Juan de Lurigancho,126.5,3,1,25.0,1,2960.0,moderado
Magdalena,169.5,5,2,23.0,0,4750.0,premium
Lince,105.5,2,2,37.0,1,2740.0,moderado
San Isidro,166.0,2,2,12.0,1,6770.0,premium
Miraflores,136.7,2,2,2.0,1,6170.0,premium
Pueblo Libre,162.1,2,2,25.0,1,3920.0,premium
Ate,209.9,5,3,22.0,0,4140.0,premium
Jesus Maria,210.6,2,1,,0,4620.0,premium
Magdalena,85.0,4,2,13.0,0,3620.0,premium
San Isidro,164.1,4,1,23.0,1,6510.0,premium
San Borja,71.5,1,1,4.0,1,4330.0,premium
Chorrillos,54.4,3,3,37.0,1,2380.0,moderado
Surco,158.4,1,1,36.0,1,4600.0,premium
BARRANCO,132.9,5,2,32.0,0,4620.0,premium
San Borja,54.7,1,1,34.0,1,3310.0,premium
Lince,207.6,2,2,23.0,1,4350.0,premium
Lince,,2,2,38.0,0,2380.0,moderado
Carabayllo,128.7,5,1,,1,44789.0,premium
La Molina,196.0,3,2,11.0,0,5610.0,premium
San Borja,51.1,1,1,0.0,1,4150.0,premium
La Molina,43.8,4,2,18.0,1,4130.0,premium
Jesus Maria,98.9,2,1,19.0,1,3460.0,premium
Magdalena,179.4,1,1,39.0,1,3800.0,premium
Lince,76.2,1,1,5.0,1,3430.0,premium
San Borja,,5,2,24.0,1,5930.0,premium
Jesus Maria,182.3,5,2,13.0,1,5210.0,premium
La Molina,40.2,1,1,7.0,1,3850.0,premium
Pueblo Libre,129.2,5,3,37.0,1,3840.0,premium
Miraflores,157.9,2,2,5.0,1,6450.0,premium
SAN MIGUEL,124.6,5,3,30.0,0,3790.0,premium
Jesus Maria,178.3,2,1,6.0,0,4730.0,premium
Barranco,194.4,1,1,22.0,0,4710.0,premium
Jesus Maria,,3,2,33.0,1,3700.0,premium
Pueblo Libre,,2,2,,1,3600.0,premium
Miraflores,99.8,1,1,,1,5380.0,premium
Magdalena,118.2,5,1,15.0,1,4300.0,premium
San Juan de Lurigancho,135.3,1,1,31.0,1,2320.0,moderado
Pueblo Libre,171.8,3,2,,0,4580.0,premium
San Borja,174.9,1,1,28.0,1,52053.0,premium
Barranco,87.2,1,1,,1,3550.0,premium
Barranco,158.9,5,2,28.0,1,5190.0,premium
San Juan de Lurigancho,96.2,5,1,33.0,1,2540.0,moderado
San Borja,186.7,2,2,11.0,1,6050.0,premium
San Miguel,216.1,3,1,17.0,1,4910.0,premium
San Borja,164.2,1,1,1.0,1,5710.0,premium
San Juan de Lurigancho,107.5,3,3,37.0,1,1990.0,moderado
Pueblo Libre,97.6,4,2,16.0,1,3700.0,premium
Pueblo Libre,58.8,4,1,10.0,1,3450.0,premium
San Miguel,149.9,5,1,,1,5120.0,premium
La Molina,91.2,4,2,,0,4340.0,premium
Magdalena,53.5,1,1,38.0,1,2210.0,moderado
Carabayllo,167.1,5,3,22.0,1,3890.0,premium
La Molina,194.0,1,1,13.0,0,5060.0,premium
Carabayllo,169.0,1,1,2.0,1,3190.0,premium
San Miguel,81.0,2,2,16.0,1,3180.0,premium
Chorrillos,194.1,3,2,36.0,1,3860.0,premium
San Isidro,211.2,1,1,15.0,0,6440.0,premium
Carabayllo,85.0,3,1,13.0,0,2310.0,moderado
Jesus Maria,92.5,3,2,,1,4290.0,premium
Magdalena,189.1,1,1,18.0,0,4450.0,premium
Magdalena,130.5,4,1,25.0,1,4340.0,premium
Chorrillos,219.9,3,1,20.0,1,4680.0,premium
Ate,114.8,3,3,19.0,0,3010.0,premium
San Juan de Lurigancho,165.0,4,1,35.0,1,2830.0,moderado
Surco,67.1,2,1,14.0,0,4190.0,premium
San Miguel,104.2,1,1,21.0,1,2910.0,moderado
Pueblo Libre,79.7,4,3,6.0,1,4120.0,premium
carabayllo,157.9,5,1,16.0,1,3590.0,premium
Lince,128.9,1,1,24.0,1,3050.0,premium
Pueblo Libre,108.5,2,2,31.0,1,3000.0,moderado
San Juan de Lurigancho,149.0,3,3,18.0,1,3090.0,premium
San Miguel,98.7,5,2,14.0,1,4000.0,premium
Lince,209.1,1,1,25.0,0,3860.0,premium
Jesus Maria,138.2,2,1,32.0,1,3390.0,premium
Barranco,88.8,1,1,33.0,1,3520.0,premium
Carabayllo,113.4,1,1,29.0,0,1860.0,moderado
Chorrillos,102.7,2,2,31.0,0,2360.0,moderado
Carabayllo,181.1,2,2,33.0,1,2830.0,moderado
Barranco,132.3,3,3,32.0,1,4820.0,premium
Ate,,3,1,16.0,1,2920.0,moderado
Jesus Maria,194.0,5,1,5.0,1,5770.0,premium
